int_player_id,str_url,dt_crawled
271,https://sofifa.com/player/177388/dimitri-payet/210007/,2020-11-15 01:00:13.549852
272,https://sofifa.com/player/176635/mesut-ozil/210007/,2020-11-15 01:00:13.550228
273,https://sofifa.com/player/168651/ivan-rakitic/210007/,2020-11-15 01:00:13.550604
274,https://sofifa.com/player/157481/raul-albiol-tortajada/210007/,2020-11-15 01:00:13.550983
275,https://sofifa.com/player/1179/gianluigi-buffon/210007/,2020-11-15 01:00:13.551362
276,https://sofifa.com/player/251573/renan-augusto-lodi-dos-santos/210007/,2020-11-15 01:00:13.551740
277,https://sofifa.com/player/242444/joao-felix-sequeira/210007/,2020-11-15 01:00:13.552120
278,https://sofifa.com/player/241852/moussa-diaby/210007/,2020-11-15 01:00:13.552783
279,https://sofifa.com/player/241671/dominik-livakovic/210007/,2020-11-15 01:00:13.553194
280,https://sofifa.com/player/241461/ferran-torres-garcia/210007/,2020-11-15 01:00:13.553601
281,https://sofifa.com/player/239818/ruben-santos-gato-alves-dias/210007/,2020-11-15 01:00:13.553986
282,https://sofifa.com/player/239231/marc-cucurella-saseta/210007/,2020-11-15 01:00:13.554369
283,https://sofifa.com/player/236792/tomas-soucek/210007/,2020-11-15 01:00:13.554749
284,https://sofifa.com/player/235374/manuel-lazzari/210007/,2020-11-15 01:00:13.555129
285,https://sofifa.com/player/234396/alphonso-davies/210007/,2020-11-15 01:00:13.555508
286,https://sofifa.com/player/233419/raphael-dias-belloli/210007/,2020-11-15 01:00:13.555889
287,https://sofifa.com/player/231943/richarlison-de-andrade/210007/,2020-11-15 01:00:13.556267
288,https://sofifa.com/player/230430/marvin-oswaldo-rangel-azevedo/210007/,2020-11-15 01:00:13.556647
289,https://sofifa.com/player/230384/nuno-ailton-padrenda-mendes/210007/,2020-11-15 01:00:13.557027
290,https://sofifa.com/player/230347/welington-kaue-dano-nascimento/210007/,2020-11-15 01:00:13.557408
291,https://sofifa.com/player/230294/lourival-adnan-beretta-barbosa/210007/,2020-11-15 01:00:13.557861
292,https://sofifa.com/player/230258/rosberto-j-dourado-santos/210007/,2020-11-15 01:00:13.558242
293,https://sofifa.com/player/230256/adryan-juliano-zonta-torres/210007/,2020-11-15 01:00:13.558622
294,https://sofifa.com/player/230225/juan-everton-mestres-de-mesquita/210007/,2020-11-15 01:00:13.559003
295,https://sofifa.com/player/229984/ben-chilwell/210007/,2020-11-15 01:00:13.559386
296,https://sofifa.com/player/227796/christian-pulisic/210007/,2020-11-15 01:00:13.559765
297,https://sofifa.com/player/227290/marko-dmitrovic/210007/,2020-11-15 01:00:13.560142
298,https://sofifa.com/player/226851/benjamin-pavard/210007/,2020-11-15 01:00:13.560518
299,https://sofifa.com/player/225193/mikel-merino-zazon/210007/,2020-11-15 01:00:13.560898
300,https://sofifa.com/player/224411/goncalo-manuel-ganchinho-guedes/210007/,2020-11-15 01:00:13.561277
301,https://sofifa.com/player/223959/lucas-torreira/210007/,2020-11-15 01:00:13.561661
