int_team_id,str_url,dt_crawled
315,https://sofifa.com/team/101100/atletico-nacional/,2020-11-15 00:14:32.789945
316,https://sofifa.com/team/113134/fc-juarez/,2020-11-15 00:14:32.790327
317,https://sofifa.com/team/100081/kv-kortrijk/,2020-11-15 00:14:32.790708
318,https://sofifa.com/team/101105/millonarios-fc/,2020-11-15 00:14:32.791092
319,https://sofifa.com/team/112885/atlanta-united/,2020-11-15 00:14:32.791473
320,https://sofifa.com/team/254/sk-rapid-wien/,2020-11-15 00:14:32.791856
321,https://sofifa.com/team/256/fk-austria-wien/,2020-11-15 00:14:32.792241
322,https://sofifa.com/team/101121/club-necaxa/,2020-11-15 00:14:32.792625
323,https://sofifa.com/team/113157/sanfrecce-hiroshima/,2020-11-15 00:14:32.793007
324,https://sofifa.com/team/15/queens-park-rangers/,2020-11-15 00:14:32.793391
325,https://sofifa.com/team/100628/fc-emmen/,2020-11-15 00:14:32.793775
326,https://sofifa.com/team/101145/kashiwa-reysol/,2020-11-15 00:14:32.794156
327,https://sofifa.com/team/101147/kashima-antlers/,2020-11-15 00:14:32.794536
328,https://sofifa.com/team/111139/montreal-impact/,2020-11-15 00:14:32.794919
329,https://sofifa.com/team/308/universitatea-craiova/,2020-11-15 00:14:32.795303
330,https://sofifa.com/team/111928/san-jose-earthquakes/,2020-11-15 00:14:32.795685
331,https://sofifa.com/team/573/malaga-cf/,2020-11-15 00:14:32.796068
332,https://sofifa.com/team/1854/albacete-bp/,2020-11-15 00:14:32.796449
333,https://sofifa.com/team/576/holstein-kiel/,2020-11-15 00:14:32.796831
334,https://sofifa.com/team/77/aberdeen/,2020-11-15 00:14:32.797213
335,https://sofifa.com/team/110930/orlando-pirates/,2020-11-15 00:14:32.797593
336,https://sofifa.com/team/111701/al-ain-fc/,2020-11-15 00:14:32.797976
337,https://sofifa.com/team/111706/godoy-cruz/,2020-11-15 00:14:32.798358
338,https://sofifa.com/team/1888/gil-vicente-fc/,2020-11-15 00:14:32.798738
339,https://sofifa.com/team/873/lech-poznan/,2020-11-15 00:14:32.799385
340,https://sofifa.com/team/1913/sc-heerenveen/,2020-11-15 00:14:32.799776
341,https://sofifa.com/team/1915/fc-groningen/,2020-11-15 00:14:32.800159
342,https://sofifa.com/team/897/fc-luzern/,2020-11-15 00:14:32.800540
343,https://sofifa.com/team/110981/barcelona-sporting-club/,2020-11-15 00:14:32.800922
