Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Platform_type,User_Rate,Critic_Rate
Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0,0,0.21,0.01,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Big Beach Sports 2,Wii,NA,Sports,THQ,0.09,0.11,0,0.02,0.23,NA,NA,NA,NA,Jet Black Games,E,console,NA,NA
Digimon World DS (JP sales),DS,2006,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
NHL FaceOff 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,55,20,NA,NA,989 Sports,E,console,NA,average
Jersey Devil,PS,1997,Platform,Ocean,0.13,0.09,0,0.01,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0,0.02,0.23,59,7,67,6,Firebrand Games,E10+,handheld,good,average
Guitar Hero Live,X360,2015,Misc,Activision,0.13,0.08,0,0.02,0.23,NA,NA,55,19,Activision,T,console,average,NA
Rogue Ops,PS2,2003,Action,Kemco,0.11,0.09,0,0.03,0.23,61,26,92,6,Bits Studios,M,console,incredible,good
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega,0.08,0.12,0,0.02,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
3rd Super Robot Wars Z Jigoku Hen,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA,console,NA,NA
Killer is Dead,PS3,2013,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,64,39,79,215,Grasshopper Manufacture,M,console,great,good
F1 2014,X360,2014,Racing,Codemasters,0.08,0.13,0,0.02,0.23,64,14,41,20,Codemasters Birmingham,E,console,average,good
New Carnival Games,DS,2010,Misc,Take-Two Interactive,0.16,0.05,0,0.02,0.22,NA,NA,NA,NA,Cat Daddy Games,E,handheld,NA,NA
Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0,0.03,0.22,51,21,70,6,7 Studios,M,console,good,average
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016,Action,GungHo,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
TNA iMPACT!,PS2,2008,Fighting,Midway Games,0.1,0,0,0.12,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
LEGO Jurassic World,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.13,0,0.05,0.22,NA,NA,76,11,TT Games,E10+,handheld,great,NA
Def Jam: Fight for NY,GC,2004,Fighting,Electronic Arts,0.17,0.05,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0,0.03,0.22,74,33,84,65,Creative Assembly,M,console,outstanding,great
EX Monopoly,GBA,2001,Misc,Takara,0.16,0.06,0,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007,Sports,Detn8 Games,0.21,0,0,0.02,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,Namco Bandai Games,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Family Party: 30 Great Games Winter Fun,Wii,2010,Sports,D3Publisher,0.21,0,0,0.01,0.22,NA,NA,NA,NA,Tamsoft,E,console,NA,NA
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003,Misc,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Deadly Duck,2600,1981,Shooter,20th Century Fox Video Games,0.21,0.01,0,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Assault,2600,1982,Action,Bomb,0.21,0.01,0,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Reactor,2600,1981,Action,Parker Bros.,0.21,0.01,0,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Gundam Battle Chronicle,PSP,2007,Action,Namco Bandai Games,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Zumba Fitness: World Party,Wii,2013,Misc,Majesco Entertainment,0.11,0.1,0,0.02,0.22,NA,NA,NA,NA,Zoe Mode,E,console,NA,NA
Danball Senki Boost,PSP,2011,Action,Level 5,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22,72,13,78,5,Snowblind Studios,T,handheld,great,great
101-in-1 Party Megamix Wii,Wii,2009,Misc,Nordcurrent,0.19,0.01,0,0.02,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Conflict: Vietnam,XB,2004,Shooter,SCi,0.17,0.05,0,0.01,0.22,60,40,73,9,Pivotal Games,M,console,great,good
Hatsune Miku: Project Mirai 2,3DS,2013,Action,Sega,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Whirl Tour,PS2,2002,Sports,Crave Entertainment,0.11,0.09,0,0.03,0.22,58,9,70,5,Papaya Studios,E,console,good,average
Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0,0.03,0.22,66,38,NA,NA,Namco,T,console,NA,good
Momotarou Dentetsu 15,PS2,2005,Misc,Hudson Soft,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010,Platform,D3Publisher,0.13,0.06,0,0.04,0.22,NA,NA,NA,NA,Papaya Studios,E10+,console,NA,NA
NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.22,75,25,85,15,EA Canada,E,handheld,outstanding,great
We Sing Pop!,Wii,2012,Misc,Nordic Games,0.05,0.15,0,0.02,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.07,0.1,0.03,0.02,0.22,78,9,54,7,Konami,E,console,average,great
Skies of Arcadia Legends,GC,2002,Role-Playing,Atari,0.17,0.04,0,0.01,0.22,84,31,92,95,Overworks,T,console,incredible,outstanding
MotoGP 08,PS2,2008,Racing,Capcom,0.01,0,0,0.21,0.22,NA,NA,NA,NA,Milestone S.r.l,E,console,NA,NA
Sengoku Basara 3 Utage,PS3,2011,Action,Capcom,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0,0.22,79,17,88,9,Capcom,E,handheld,outstanding,great
Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo,0,0.11,0.09,0.02,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0,0.19,0,0.03,0.22,69,51,56,751,Piranha Bytes,M,console,average,good
Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.2,0,0,0.02,0.22,NA,NA,NA,NA,Ubisoft,E,handheld,NA,NA
Ford vs. Chevy,PS2,2005,Racing,Global Star,0.11,0.09,0,0.03,0.22,NA,NA,80,5,Eutechnyx,E,console,great,NA
LEGO The Hobbit,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.11,0,0.02,0.22,NA,NA,78,11,TT Games,E10+,console,great,NA
Darksiders II,PS4,2015,Action,Nordic Games,0.09,0.1,0,0.04,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22,88,18,90,5,EA Sports,E,console,outstanding,outstanding
Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0,0,0.22,77,20,78,6,Alphadream Corporation,E,handheld,great,great
Danny Phantom: The Ultimate Enemy,GBA,2005,Action,THQ,0.16,0.06,0,0,0.22,NA,NA,88,4,Altron,E,handheld,outstanding,NA
Cloudy With a Chance of Meatballs,DS,2009,Platform,Ubisoft,0.2,0.01,0,0.02,0.22,NA,NA,NA,NA,Ubisoft,E,handheld,NA,NA
Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment,0,0.08,0.12,0.02,0.22,82,24,84,125,SCE Japan Studio,M,handheld,outstanding,outstanding
Crazy Climber,2600,1981,Action,Atari,0.21,0.01,0,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.21,0,0,0.01,0.22,42,5,31,9,Eutechnyx,E,console,average,average
Super Adventure Island,SNES,1992,Platform,Hudson Soft,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Discovery Kids: Dolphin Discovery,DS,2008,Simulation,505 Games,0.2,0,0,0.01,0.22,NA,NA,NA,NA,505 Games,E,handheld,NA,NA
Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0,0.03,0.22,58,43,72,29,Beenox,T,console,great,average
Bust-A-Move 4,PS,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Ride,PS4,2015,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03,0.22,66,30,70,47,Milestone S.r.l,E,console,good,good
NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.13,0.02,0.06,0.01,0.22,54,35,61,28,Tecmo Koei Games,T,handheld,good,average
Yu-Gi-Oh! GX: Tag Force 3,PSP,2008,Strategy,Konami Digital Entertainment,0,0.03,0.18,0.01,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,61,12,80,5,Aki Corp.,T,console,great,good
FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.19,0.01,0,0.02,0.22,61,15,56,7,EA Canada,T,console,average,good
Dino Stalker,PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,50,18,63,8,Capcom,M,console,good,average
Mobile Suit Gundam Seed,PS2,2003,Action,Namco Bandai Games,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Rock Band Track Pack: Classic Rock,Wii,2009,Misc,MTV Games,0.21,0,0,0.02,0.22,NA,NA,NA,NA,Harmonix Music Systems,T,console,NA,NA
Petz Rescue: Endangered Paradise,DS,2008,Adventure,Ubisoft,0.21,0,0,0.02,0.22,NA,NA,NA,NA,Phoenix Interactive Entertainment,E,handheld,NA,NA
Rapala's Fishing Frenzy,Wii,2008,Sports,Activision,0.2,0,0,0.02,0.22,61,5,NA,NA,FUN Labs,E,console,NA,good
Mega Man Zero 3,GBA,2004,Platform,Capcom,0.16,0.06,0,0,0.22,77,21,90,22,Inti,E,handheld,outstanding,great
Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72,44,78,15,"Tecmo, Ntreev Soft",E10+,console,great,great
G-Force,PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0,0.03,0.22,68,22,76,7,Eurocom Entertainment Software,E10+,console,great,good
Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.2,0,0,0.02,0.22,73,19,77,14,"Image Epoch, Imageepoch",T,handheld,great,great
Barbie Super Sports,PS,1999,Sports,Mattel Interactive,0.12,0.08,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0,0.02,0.22,69,33,73,33,Griptonite Games,T,handheld,great,good
Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.16,0.06,0,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0,0,0.02,0.22,76,34,70,7,Vicarious Visions,E,handheld,good,great
Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.13,0.01,0.04,0.22,47,13,52,37,Piranha Bytes,M,console,average,average
Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.18,0.02,0,0.02,0.22,80,38,79,59,Backbone Entertainment,E10+,handheld,great,great
Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari,0.16,0.06,0,0,0.22,66,10,NA,NA,Mistic Software,E,handheld,NA,good
Muramasa: The Demon Blade,PSV,2013,Role-Playing,Marvelous Entertainment,0.1,0,0.1,0.02,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0,0.04,0.22,70,42,54,28,Monumental Games,E,console,average,good
The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,0.22,67,7,85,12,Griptonite Games,T,handheld,outstanding,good
Dinosaur King,DS,2007,Strategy,Sega,0.2,0,0,0.02,0.22,61,13,80,9,Climax Entertainment,E,handheld,great,good
The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22,77,44,88,23,Surreal Software,M,console,outstanding,great
Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,0.19,0.02,0,0.02,0.22,NA,NA,63,6,Edge of Reality,E,console,good,NA
Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0,0.01,0.22,47,10,56,8,Radical Entertainment,E,console,average,average
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Mega Man 64,N64,2e3,Action,Capcom,0.14,0.03,0.05,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Rampage 2: Universal Tour,N64,1999,Action,GT Interactive,0.18,0.04,0,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Ms. Pac-Man: Maze Madness,N64,2e3,Puzzle,Namco Bandai Games,0.18,0.04,0,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
ECW Hardcore Revolution,N64,2e3,Fighting,Acclaim Entertainment,0.18,0.04,0,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.15,0,0.02,0.22,72,16,73,117,Maxis,T,console,great,great
Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0,0.01,0.22,86,39,83,19,Clover Studio,T,console,outstanding,outstanding
Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.18,0.02,0,0.02,0.22,52,11,NA,NA,Infinite Interactive,E,console,NA,average
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002,Misc,Acclaim Entertainment,0.11,0.08,0,0.03,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
LEGO Harry Potter: Years 5-7,PC,NA,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0,0.03,0.22,80,5,85,44,Traveller's Tales,E10+,console,outstanding,great
Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.22,81,21,78,25,Q Entertainment,E10+,console,great,outstanding
All Star Karate,Wii,2010,Action,THQ,0.13,0.07,0,0.02,0.22,46,4,NA,NA,THQ,E10+,console,NA,average
Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,Atari,0.04,0,0.17,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Naruto Shippuden: Ninja Council 4,DS,2007,Action,Nintendo,0.08,0,0.13,0.01,0.22,49,10,NA,NA,"Aspect, Takara Tomy",E10+,handheld,NA,average
Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.2,0,0,0.02,0.22,56,31,56,5,Secret Stash Games,M,handheld,average,average
Worms: Battle Islands,Wii,2010,Strategy,THQ,0.1,0.1,0,0.02,0.22,58,13,NA,NA,Team 17,E10+,console,NA,average
Nickelodeon Party Blast,XB,2002,Misc,Infogrames,0.16,0.05,0,0.01,0.22,19,4,43,7,Data Design Interactive,E,console,average,terrible
Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0,0.05,0.22,58,21,70,12,Sidhe Interactive,M,handheld,good,average
Ragnarok DS,DS,2008,Role-Playing,GungHo,0.1,0,0.11,0.01,0.22,53,19,58,17,GungHo,E10+,handheld,average,average
NHL Championship 2000,PS,1998,Sports,Fox Interactive,0.12,0.08,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
ATV Quad Kings,Wii,2009,Racing,Zoo Digital Publishing,0.2,0,0,0.01,0.22,33,4,NA,NA,Beyond Reality,E,console,NA,average
Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.16,0.05,0,0.01,0.22,58,37,70,14,Guerrilla,M,console,good,average
Ultimate Band,DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0,0.02,0.22,69,11,NA,NA,Fall Line Studio,E,handheld,NA,good
Kartia: The Word of Fate,PS,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Karaoke Revolution Glee 2: Road to Regionals,Wii,2011,Misc,Konami Digital Entertainment,0.14,0.06,0,0.02,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22,66,34,70,22,SoftMax,T,console,good,good
All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,66,17,56,9,Acclaim,E,console,average,good
Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,Sammy Corporation,0.11,0.08,0,0.03,0.22,59,16,NA,NA,Bit Town,E,console,NA,average
Capcom vs. SNK,DC,2e3,Fighting,Virgin Interactive,0,0,0.22,0,0.22,80,17,90,24,Capcom,T,console,outstanding,great
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment,0.2,0,0,0.02,0.22,82,16,79,8,Farsight Studios,E10+,console,great,outstanding
Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22,49,34,56,19,Rebellion,T,handheld,average,average
Dishonored 2,XOne,2016,Action,Bethesda Softworks,0.12,0.08,0,0.02,0.22,88,22,68,156,Arkane Studios,M,console,good,outstanding
Asphalt: Injection,PSV,2011,Action,Ubisoft,0.13,0.06,0,0.03,0.22,49,33,48,28,Ubisoft,E10+,handheld,average,average
Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,Namco Bandai Games,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0,0.01,0.22,70,20,85,13,Electronic Arts,T,console,outstanding,good
Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0,0.02,0.22,NA,NA,NA,NA,Phoenix Entertainment,E10+,console,NA,NA
Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0,0.1,0.22,69,6,83,6,Beenox,T,console,outstanding,good
NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.22,51,11,59,14,EA Sports,E,console,average,average
NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03,0.22,67,12,78,6,Acclaim,E,console,great,good
NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22,70,23,56,8,EA Canada,E,console,average,good
Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0,0.13,0.01,0.22,78,30,80,47,ITL,T,handheld,great,great
Kung Fu Panda 2,DS,2011,Action,THQ,0.15,0.05,0,0.02,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0,0.02,0.22,71,13,67,166,"City Interactive, Deck 13",M,console,good,great
LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0,0.03,0.22,80,6,82,127,TT Games,E10+,console,outstanding,great
Kidz Bop Dance Party! The Video Game,Wii,2010,Misc,D3Publisher,0.2,0,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22,60,7,79,9,Career Soft,T,console,great,good
Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0,0.02,0.22,61,9,83,4,Papaya Studios,E10+,console,outstanding,good
Imagine: Detective,DS,2009,Simulation,Ubisoft,0.14,0.01,0,0.06,0.22,NA,NA,NA,NA,Ubisoft Sao Paulo,E,handheld,NA,NA
Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22,61,13,68,65,HB Studios Multimedia,E,console,good,good
Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo,0.16,0.06,0,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision,0.12,0.08,0,0.02,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Senran Kagura 2: Deep Crimson,3DS,2014,Action,Marvelous Entertainment,0.1,0.02,0.08,0.01,0.22,58,28,68,56,Tamsoft,M,handheld,good,average
NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.22,72,19,54,8,SCEA Sports Studio,E,handheld,average,great
KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.19,0.01,0,0.02,0.22,82,11,82,13,AQ Interactive,E,handheld,outstanding,outstanding
Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.16,0.06,0,0,0.22,60,12,71,9,Aspect,E10+,handheld,great,good
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007,Adventure,Tecmo Koei,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Tropico 3,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.01,0.22,75,33,66,22,Haemimont,T,console,good,great
Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,Activision,0.11,0.08,0,0.03,0.22,60,16,NA,NA,Stealth Studios,T,console,NA,good
Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0,0.02,0.22,72,45,88,36,Rainbow Studios,T,console,outstanding,great
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.14,0.06,0,0.02,0.22,62,11,73,44,CyberConnect2,T,console,great,good
CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft,0.12,0.08,0,0.02,0.22,NA,NA,NA,NA,Telltale Games,M,console,NA,NA
Jikkyou Powerful Major League,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0,0.03,0.22,80,24,68,1428,Techland,M,console,good,great
NFL 2K3,GC,2002,Sports,Sega,0.17,0.04,0,0.01,0.22,92,24,83,15,Visual Concepts,E,console,outstanding,incredible
Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive,0.12,0.08,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Hasbro Family Game Night,DS,2009,Puzzle,Electronic Arts,0.01,0.19,0,0.02,0.22,57,6,NA,NA,Electronic Arts,E,handheld,NA,average
Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Samurai Jack: The Amulet of Time,GBA,2003,Platform,Zoo Digital Publishing,0.16,0.06,0,0,0.22,63,13,NA,NA,Virtucraft,T,handheld,NA,good
J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Sports Car GT,PS,1999,Racing,Electronic Arts,0.12,0.08,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.06,0,0.02,0.22,61,59,60,116,InXile Entertainment,M,console,good,good
Scooby-Doo! Mystery Mayhem,GC,2004,Action,THQ,0.17,0.04,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,0.18,0.02,0,0.02,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,DTP Entertainment,0,0.2,0,0.01,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
American Idol,GBA,2003,Misc,Codemasters,0.15,0.06,0,0,0.22,NA,NA,48,5,Mobius Entertainment,E,handheld,average,NA
Britney's Dance Beat,GBA,2002,Misc,THQ,0.15,0.06,0,0,0.22,53,14,74,5,Art,E,handheld,great,average
Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0,0.01,0.22,70,11,78,6,Shaba Games,E10+,console,great,good
Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22,70,63,78,36,Pseudo Interactive,T,console,great,good
Sailor Moon,SNES,1993,Action,Namco Bandai Games,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA,console,NA,NA
Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,0.11,0.08,0,0.03,0.22,69,24,50,12,Core Design Ltd.,E,console,average,good
Pass the Pigs,DS,2008,Misc,THQ,0.2,0,0,0.02,0.22,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Afrika,PS3,2008,Adventure,Unknown,0.12,0,0.08,0.01,0.22,63,12,62,34,Rhino Studios,E10+,console,good,good
The Crew,X360,2014,Racing,Ubisoft,0.06,0.14,0,0.02,0.22,NA,NA,64,94,Ivory Tower,T,console,good,NA
