Rk,Player,Tm,2017-18,2018-19
72,Jonas Valanciunas,TOR,15460675.0,16539326.0
73,Tony Parker,SAS,15453126.0,
74,Timofey Mozgov,BRK,15280000.0,16000000.0
75,Andre Iguodala,GSW,14814815.0,16000000.0
76,DeMarre Carroll,BRK,14800000.0,15400000.0
77,Thaddeus Young,IND,14796348.0,13764045.0
78,Eric Bledsoe,MIL,14500000.0,15000000.0
79,Ricky Rubio,UTA,14275000.0,14975000.0
80,Joe Ingles,UTA,14136364.0,13045455.0
81,Gorgui Dieng,MIN,14112360.0,15170787.0
82,Khris Middleton,MIL,14100000.0,13000000.0
83,Mason Plumlee,DEN,14041096.0,12917808.0
84,Taj Gibson,MIN,14000000.0,14000000.0
85,James Johnson,MIA,13954000.0,14651700.0
86,Robin Lopez,CHI,13788500.0,14357750.0
87,J.R. Smith,CLE,13760000.0,14720000.0
88,Brandon Knight,PHO,13618750.0,14631250.0
89,Marvin Williams,CHO,13168750.0,14087500.0
90,Tyson Chandler,PHO,13000000.0,13585000.0
91,Michael Kidd-Gilchrist,CHO,13000000.0,13000000.0
92,Eric Gordon,HOU,12943020.0,13500375.0
93,Kenneth Faried,DEN,12921348.0,13764045.0
94,Marcin Gortat,WAS,12782609.0,13565218.0
95,Cody Zeller,CHO,12584270.0,13528090.0
96,Miles Plumlee,ATL,12500000.0,12500000.0
97,Nikola Mirotic,NOP,12500000.0,12500000.0
98,Zach Randolph,SAC,12307692.0,11692308.0
99,Nikola Vucevic,ORL,12250000.0,12750000.0
100,Solomon Hill,NOP,12236535.0,12752928.0
101,Wilson Chandler,DEN,12016854.0,12800562.0
102,Jeremy Lin,BRK,12000000.0,12516746.0
103,Kemba Walker,CHO,12000000.0,12000000.0
104,Derrick Favors,UTA,12000000.0,
105,Austin Rivers,LAC,11825000.0,12650000.0
106,Courtney Lee,NYK,11747890.0,12253780.0
107,Nikola Pekovic,MIN,11600000.0,
108,Jordan Clarkson,CLE,11562500.0,12500000.0
109,John Henson,MIL,11422536.0,10577466.0
110,Dion Waiters,MIA,11000000.0,11550000.0
111,Amir Johnson,PHI,11000000.0,
112,Jamal Crawford,ATL,10942762.0,2304226.0
113,Alec Burks,UTA,10845506.0,11536515.0
114,Patty Mills,SAS,10714286.0,11571429.0
115,Kelly Olynyk,MIA,10607169.0,11137527.0
116,Omer Asik,CHI,10595505.0,11286516.0
117,Terrence Ross,ORL,10500000.0,10500000.0
118,Mirza Teletovic,MIL,10500000.0,10500000.0
119,Bojan Bogdanovic,IND,10500000.0,10500000.0
120,Jon Leuer,DET,10497319.0,10002681.0
121,Iman Shumpert,SAC,10337079.0,11011234.0
122,Maurice Harkless,POR,10162922.0,10837079.0
123,Jared Dudley,PHO,10000000.0,9530000.0
124,Darren Collison,IND,10000000.0,10000000.0
125,Danny Green,SAS,10000000.0,10000000.0
126,Meyers Leonard,POR,9904495.0,10595506.0
127,Tony Snell,MIL,9821429.0,10607143.0
128,Al Jefferson,IND,9769821.0,10000000.0
129,Matthew Dellavedova,MIL,9607500.0,9607500.0
130,Joe Johnson,SAC,9505000.0,
131,Bogdan Bogdanovic,SAC,9470614.0,9000000.0
132,Andre Roberson,OKC,9259259.0,10000000.0
133,Trevor Booker,PHI,9125000.0,
134,Dwight Powell,DAL,9003125.0,9631250.0
135,Jerryd Bayless,PHI,9000000.0,8575916.0
136,Avery Bradley,LAC,8808989.0,
137,JaMychal Green,MEM,8533333.0,7866667.0
138,E'Twaun Moore,NOP,8445024.0,8808685.0
139,Rudy Gay,SAS,8406000.0,8826300.0
140,Kosta Koufos,SAC,8393000.0,8739500.0
141,Markieff Morris,WAS,8000000.0,8600000.0
142,Vince Carter,SAC,8000000.0,
143,Garrett Temple,SAC,8000000.0,8000000.0
144,C.J. Miles,TOR,7936509.0,8333333.0
145,Cristiano Felicio,CHI,7843500.0,8470980.0
146,Shaun Livingston,GSW,7692308.0,8307692.0
147,Cory Joseph,IND,7630000.0,7945000.0
148,P.J. Tucker,HOU,7590035.0,7969537.0
149,Corey Brewer,LAL,7579366.0,
150,Andrew Wiggins,MIN,7574322.0,25250000.0
151,Darrell Arthur,DEN,7464912.0,7464912.0
152,Channing Frye,LAL,7420912.0,
153,Trevor Ariza,HOU,7420912.0,
154,Al-Farouq Aminu,POR,7319035.0,6957105.0
155,Cole Aldrich,MIN,7300000.0,6956021.0
156,D.J. Augustin,ORL,7250000.0,7250000.0
157,Markelle Fultz,PHI,7026240.0,8339880.0
158,Lou Williams,LAC,7000000.0,8000000.0
159,Kyle Korver,CLE,7000000.0,7560000.0
160,Jeremy Lamb,CHO,7000000.0,7488372.0
161,Boban Marjanovic,LAC,7000000.0,7000000.0
162,Jae Crowder,UTA,6796117.0,7305825.0
163,Jabari Parker,MIL,6782392.0,
164,Langston Galloway,DET,6666667.0,7000000.0
165,Lance Thomas,NYK,6655325.0,7119650.0
166,Ed Davis,POR,6352531.0,
167,Marco Belinelli,ATL,6306060.0,
168,Jonathon Simmons,ORL,6300000.0,6000000.0
169,Lonzo Ball,LAL,6286560.0,7461960.0
170,Wayne Ellington,MIA,6270000.0,
171,Isaiah Thomas,LAL,6261395.0,
172,Karl-Anthony Towns,MIN,6216840.0,7839435.0
173,Ben Simmons,PHI,6168840.0,6434520.0
174,Joel Embiid,PHI,6100266.0,25250000.0
175,Spencer Hawes,MIL,6021175.0,
176,Josh McRoberts,DAL,6021175.0,
177,Ish Smith,DET,6000000.0,6000000.0
178,Alan Williams,PHO,6000000.0,5520000.0
179,Shelvin Mack,ORL,6000000.0,6000000.0
180,Milos Teodosic,LAC,6000000.0,6300000.0
181,Ersan Ilyasova,ATL,6000000.0,
182,Dewayne Dedmon,ATL,6000000.0,6300000.0
183,Tyler Johnson,MIA,5881260.0,19245370.0
184,Wesley Johnson,LAC,5881260.0,6134000.0
185,Alex Abrines,OKC,5725000.0,5455236.0
186,Jayson Tatum,BOS,5645400.0,6700800.0
187,D'Angelo Russell,BRK,5562360.0,7019698.0
188,Brandon Ingram,LAL,5519400.0,5757120.0
189,Patrick Beverley,LAC,5513514.0,5027028.0
190,Aaron Gordon,ORL,5504420.0,
191,Deron Williams,BRK,5500000.0,5500000.0
192,Josh Smith,DET,5400000.0,5400000.0
193,Thabo Sefolosha,UTA,5250000.0,5250000.0
194,Jason Smith,WAS,5225000.0,5450000.0
195,Ben McLemore,MEM,5200000.0,5460000.0
196,Patrick Patterson,OKC,5192000.0,5451600.0
197,Nick Young,GSW,5192000.0,
198,Brandan Wright,MEM,5179760.0,
199,Josh Jackson,PHO,5090040.0,6041520.0
200,Marcus Morris,BOS,5000000.0,5375000.0
201,Dirk Nowitzki,DAL,5000000.0,5000000.0
202,Greg Monroe,BOS,5000000.0,
203,Mike Muscala,ATL,5000000.0,5000000.0
204,Jahlil Okafor,BRK,4995120.0,
205,Dante Exum,UTA,4992385.0,
206,Alexis Ajinca,NOP,4961798.0,5285394.0
207,Jaylen Brown,BOS,4956480.0,5169960.0
208,Jameer Nelson,DEN,4736050.0,
209,Kyle Singler,OKC,4666500.0,4996000.0
210,Justin Holiday,CHI,4615385.0,4384616.0
211,De'Aaron Fox,SAC,4609200.0,5407920.0
212,Marcus Smart,BOS,4538020.0,
213,Kristaps Porzingis,NYK,4503600.0,5697054.0
214,Dragan Bender,PHO,4468800.0,4661280.0
215,Devin Harris,DEN,4402546.0,
216,Ron Baker,NYK,4328000.0,4544400.0
217,Jamal Crawford,MIN,4328000.0,4544400.0
218,Aron Baynes,BOS,4328000.0,
219,Alex Len,PHO,4187599.0,
220,Nerlens Noel,DAL,4187599.0,
221,Jonathan Isaac,ORL,4186320.0,4969080.0
222,Lance Stephenson,IND,4180000.0,4360000.0
223,Julius Randle,LAL,4149242.0,
224,Kyle O'Quinn,NYK,4087500.0,4256250.0
225,Mario Hezonja,ORL,4078320.0,
226,Kris Dunn,CHI,4046760.0,4221000.0
227,Jonas Jerebko,UTA,4000000.0,4200000.0
228,Nemanja Bjelica,MIN,3949999.0,
229,J.J. Barea,DAL,3903900.0,3710850.0
230,Quincy Pondexter,CHI,3853931.0,
231,Lauri Markkanen,CHI,3821640.0,4536120.0
232,Nik Stauskas,BRK,3807146.0,
233,Willie Cauley-Stein,SAC,3704160.0,4696875.0
234,Buddy Hield,SAC,3675480.0,3833760.0
235,Will Barton,DEN,3533333.0,
236,Noah Vonleh,CHI,3505233.0,
237,Frank Ntilikina,NYK,3501120.0,4155720.0
238,Nene Hilario,HOU,3477600.0,3651480.0
239,Zaza Pachulia,GSW,3477600.0,
240,Troy Daniels,PHO,3408520.0,3258540.0
241,Emmanuel Mudiay,NYK,3381480.0,4294480.0
242,Jamal Murray,DEN,3355320.0,3499800.0
243,Elfrid Payton,PHO,3332340.0,
244,Rajon Rondo,NOP,3300000.0,
245,Doug McDermott,DAL,3294994.0,
246,Jodie Meeks,WAS,3290000.0,3454500.0
247,Tyreke Evans,MEM,3290000.0,
248,Tarik Black,HOU,3290000.0,
249,Anthony Tolliver,DET,3290000.0,
250,Dennis Smith,DAL,3218280.0,3819960.0
251,Zach LaVine,CHI,3202217.0,
252,Ekpe Udoh,UTA,3200000.0,3360000.0
253,T.J. Warren,PHO,3152931.0,11750000.0
254,Stanley Johnson,DET,3097800.0,3940402.0
255,Marquese Chriss,PHO,3073800.0,3206160.0
256,Zach Collins,POR,3057240.0,3628920.0
257,James Ennis,DET,3028410.0,
258,Seth Curry,DAL,3028410.0,
259,Mindaugas Kuzminskas,NYK,3025035.0,
260,Tomas Satoransky,WAS,3000000.0,3129187.0
261,Rajon Rondo,CHI,3000000.0,
262,Lucas Nogueira,TOR,2947305.0,
263,Jusuf Nurkic,POR,2947305.0,
264,Malik Monk,CHO,2904480.0,3447480.0
265,Frank Kaminsky,CHO,2847600.0,3627842.0
266,Andrew Nicholson,POR,2844429.0,2844429.0
267,Jakob Poeltl,TOR,2825640.0,2947320.0
268,Luke Kennard,DET,2759280.0,3275280.0
269,Justise Winslow,MIA,2705040.0,3448926.0
270,Michael Carter-Williams,CHO,2700000.0,
271,Thon Maker,MIL,2684160.0,2799720.0
272,Cedi Osman,CLE,2642857.0,2775000.0
273,Donovan Mitchell,UTA,2621280.0,3111480.0
274,Myles Turner,IND,2569920.0,3410284.0
275,Gary Harris,DEN,2550055.0,16517857.0
276,Domantas Sabonis,IND,2550000.0,2659800.0
277,Manu Ginobili,SAS,2500000.0,2500000.0
278,Reggie Bullock,DET,2500000.0,2500000.0
279,Richard Jefferson,ATL,2500000.0,
280,Malcolm Delaney,ATL,2500000.0,
281,Bam Adebayo,MIA,2490360.0,2955840.0
282,Bruno Caboclo,SAC,2451225.0,
283,Ronnie Price,OKC,2442455.0,
284,Trey Lyles,DEN,2441400.0,3364249.0
285,Dario Saric,PHI,2422560.0,2526840.0
286,Taurean Waller-Prince,ATL,2422560.0,2526840.0
287,Rodney Hood,CLE,2386864.0,
288,Justin Jackson,SAC,2365560.0,2807880.0
289,Shabazz Napier,POR,2361360.0,
290,Clint Capela,HOU,2334520.0,
291,Arron Afflalo,ORL,2328652.0,
292,Raymond Felton,OKC,2328652.0,
293,Nick Collison,OKC,2328652.0,
294,Ramon Sessions,NYK,2328652.0,
295,Jarrett Jack,NYK,2328652.0,
296,Jason Terry,MIL,2328652.0,
297,Udonis Haslem,MIA,2328652.0,
298,Dwyane Wade,MIA,2328652.0,
299,David West,GSW,2328652.0,
300,Richard Jefferson,DEN,2328652.0,
301,Jose Calderon,CLE,2328652.0,
302,Andrew Bogut,LAL,2328652.0,
303,Devin Booker,PHO,2319360.0,3314365.0
304,Georgios Papagiannis,SAC,2301360.0,2400480.0
305,Dante Cunningham,BRK,2300000.0,
306,Jameer Nelson,DET,2262871.0,
307,Justin Patton,MIN,2247480.0,2667600.0
308,Guerschon Yabusele,BOS,2247480.0,2667600.0
309,Monta Ellis,IND,2245400.0,2245400.0
310,Cameron Payne,CHI,2203440.0,3263295.0
311,Denzel Valentine,CHI,2186400.0,2280600.0
312,Josh Smith,NOP,2183934.0,
313,Kyle Anderson,SAS,2151704.0,
314,D.J. Wilson,MIL,2135040.0,2534280.0
315,Matt Barnes,SAC,2133542.0,2133542.0
316,Derrick Rose,UTA,2116955.0,
317,Marreese Speights,ORL,2116955.0,
318,Michael Beasley,NYK,2116955.0,
319,Aaron Brooks,MIN,2116955.0,
320,Luc Mbah a Moute,HOU,2116955.0,
321,JaVale McGee,GSW,2116955.0,
322,Jeff Green,CLE,2116955.0,
323,Tony Allen,CHI,2116955.0,
324,Damien Wilkins,IND,2116955.0,
325,Omri Casspi,GSW,2106470.0,
326,Mario Chalmers,MEM,2106407.0,
327,Darius Miller,NOP,2100000.0,2205000.0
328,Kelly Oubre,WAS,2093040.0,3208630.0
329,Juan Hernangomez,DEN,2076840.0,2166360.0
330,T.J. Leaf,IND,2028360.0,2407560.0
331,Tim Frazier,WAS,2000000.0,
332,Anthony Tolliver,SAC,2000000.0,
333,Terry Rozier,BOS,1988520.0,3050390.0
334,Luke Babbitt,MIA,1974159.0,
335,John Collins,ATL,1936920.0,2299080.0
336,Anderson Varejao,POR,1913345.0,1913345.0
337,Rashad Vaughn,NOP,1889040.0,
338,Tim Duncan,SAS,1881250.0,1881250.0
339,Wade Baldwin,MEM,1874400.0,
340,Larry Sanders,MIL,1865547.0,1865547.0
341,Harry Giles,SAC,1859400.0,2207040.0
342,Sam Dekker,LAC,1794600.0,2760095.0
343,Terrance Ferguson,OKC,1785000.0,2118840.0
344,Henry Ellenson,DET,1780800.0,1857480.0
345,Eric Moreland,DET,1739333.0,1826300.0
346,Jerian Grant,CHI,1713840.0,2639314.0
347,Jarrett Allen,BRK,1713720.0,2034120.0
348,Mike Scott,WAS,1709538.0,
349,Tyler Zeller,MIL,1709538.0,1933941.0
350,Quincy Acy,BRK,1709538.0,
351,Malik Beasley,DEN,1700640.0,1773840.0
352,Mike Dunleavy,ATL,1662500.0,
353,Delon Wright,TOR,1645200.0,2536898.0
354,OG Anunoby,TOR,1645200.0,1952760.0
355,Ante Zizic,CLE,1645200.0,1952760.0
356,Caris LeVert,BRK,1632480.0,1702800.0
357,Justin Anderson,PHI,1579440.0,2516048.0
358,Tyler Lydon,DEN,1579440.0,1874640.0
359,Jeff Withey,DAL,1577320.0,1795015.0
360,Ian Clark,NOP,1577230.0,
361,Shabazz Muhammad,MIN,1577230.0,1795015.0
362,Willie Reed,CHI,1577230.0,
363,DeAndre Liggins,MIL,1577230.0,
364,DeAndre' Bembry,ATL,1567200.0,1634640.0
365,Joffrey Lauvergne,SAS,1524305.0,1656092.0
366,Jerami Grant,OKC,1524305.0,
367,Johnny O'Bryant,NYK,1524305.0,
368,Tyler Ennis,LAL,1524305.0,1656092.0
369,Julyan Stone,CHO,1524305.0,1656092.0
370,Sean Kilpatrick,BRK,1524305.0,
371,Joe Harris,BRK,1524305.0,
372,Spencer Dinwiddie,BRK,1524305.0,1656092.0
373,Shane Larkin,BOS,1524305.0,
374,Glenn Robinson,IND,1524305.0,
375,Bobby Brown,HOU,1524305.0,
376,Bobby Portis,CHI,1516320.0,2494346.0
377,Malachi Richardson,TOR,1504560.0,1569360.0
378,Arron Afflalo,SAC,1500000.0,
379,Norman Powell,TOR,1471382.0,9367200.0
380,Josh Richardson,MIA,1471382.0,9300000.0
381,Rondae Hollis-Jefferson,BRK,1471382.0,2470357.0
382,Tyus Jones,MIN,1471382.0,2444053.0
383,Jarell Martin,MEM,1471382.0,2416222.0
384,Larry Nance,CLE,1471382.0,2272391.0
385,Troy Williams,HOU,1471382.0,1544951.0
386,Chris McCullough,WAS,1471382.0,
387,Raul Neto,UTA,1471382.0,
388,Pat Connaughton,POR,1471382.0,
389,Richaun Holmes,PHI,1471382.0,1600520.0
390,T.J. McConnell,PHI,1471382.0,1600520.0
391,Josh Huestis,OKC,1471382.0,
392,Jordan Mickey,MIA,1471382.0,1600520.0
393,Montrezl Harrell,LAC,1471382.0,
394,Joe Young,IND,1471382.0,1600520.0
395,Kevon Looney,GSW,1471382.0,
396,Nikola Jokic,DEN,1471382.0,1600520.0
397,Salah Mejri,DAL,1471382.0,
398,Caleb Swanigan,POR,1465920.0,1740000.0
399,Furkan Korkmaz,PHI,1465920.0,1740000.0
400,Willy Hernangomez,CHO,1435750.0,1544951.0
401,Kyle Kuzma,LAL,1423560.0,1689840.0
402,Tony Bradley,UTA,1414920.0,1679520.0
403,Derrick White,SAS,1404600.0,1667160.0
404,Josh Hart,LAL,1394520.0,1655160.0
405,Timothe Luwawu-Cabarrot,PHI,1386600.0,1544951.0
406,Kevin Martin,MIN,1360305.0,1360305.0
407,Brice Johnson,MEM,1331160.0,
408,Pascal Siakam,TOR,1312611.0,1544951.0
409,Dejounte Murray,SAS,1312611.0,1544951.0
410,Skal Labissiere,SAC,1312611.0,1544951.0
411,A.J. Hammons,MIA,1312611.0,1544951.0
412,Deyonta Davis,MEM,1312611.0,1544951.0
413,Chinanu Onuaku,HOU,1312611.0,1544951.0
414,Damian Jones,GSW,1312611.0,1544951.0
415,Wayne Selden,MEM,1312611.0,1544951.0
416,Cheick Diallo,NOP,1312611.0,1544951.0
417,Joel Bolomboy,UTA,1312611.0,
418,Bryn Forbes,SAS,1312611.0,
419,Davis Bertans,SAS,1312611.0,
420,Jake Layman,POR,1312611.0,1544951.0
421,Tyler Ulis,PHO,1312611.0,1544951.0
422,Marcus Georges-Hunt,MIN,1312611.0,
423,Malcolm Brogdon,MIL,1312611.0,1544951.0
424,Rodney McGruder,MIA,1312611.0,1544951.0
425,Andrew Harrison,MEM,1312611.0,1544951.0
426,Ivica Zubac,LAL,1312611.0,1544951.0
427,Patrick McCaw,GSW,1312611.0,
428,Dorian Finney-Smith,DAL,1312611.0,1544951.0
429,Yogi Ferrell,DAL,1312611.0,
430,Treveon Graham,CHO,1312611.0,
431,David Nwaba,CHI,1312611.0,
432,Paul Zipser,CHI,1312611.0,1544951.0
433,Isaiah Whitehead,BRK,1312611.0,1544951.0
434,Sheldon Mac,ATL,1312611.0,
435,Okaro White,ATL,1312611.0,
436,Nicolas Brussino,ATL,1312611.0,
437,Diamond Stone,ATL,1312611.0,
438,Isaiah Taylor,ATL,1312611.0,1544951.0
439,Kay Felder,CHI,1312611.0,1544951.0
440,Fred VanVleet,TOR,1312611.0,
441,Derrick Jones,PHO,1312611.0,
442,Chasson Randle,NYK,1312611.0,
443,Stephen Zimmerman,LAL,1312611.0,
444,Semi Ojeleye,BOS,1291892.0,1378242.0
445,Frank Mason,SAC,1184385.0,1378242.0
446,Abdel Nader,BOS,1167333.0,1378242.0
447,Damyean Dotson,NYK,1100000.0,1378242.0
448,Paul Pierce,LAC,1096080.0,
449,Isaiah Canaan,PHO,1069308.0,
450,Wesley Iwundu,ORL,1050000.0,1378242.0
451,Livio Jean-Charles,SAS,1035200.0,
452,Justin Hamilton,TOR,1000000.0,1000000.0
453,Gerald Henderson,PHI,1000000.0,
454,Rade Zagorac,MEM,950000.0,1378242.0
455,Ivan Rabb,MEM,950000.0,1378242.0
456,Ike Anigbogu,IND,950000.0,1378242.0
457,Gerald Green,HOU,947248.0,
458,Jason Thompson,GSW,945126.0,945126.0
459,Martell Webster,WAS,830000.0,830000.0
460,Frank Jackson,NOP,815615.0,1378242.0
461,Jordan Bell,GSW,815615.0,1378252.0
462,Dakari Johnson,OKC,815615.0,1378242.0
463,Sterling Brown,MIL,815615.0,1378242.0
464,Dillon Brooks,MEM,815615.0,1378242.0
465,Jawun Evans,LAC,815615.0,1378242.0
466,Sindarius Thornwell,LAC,815615.0,1378242.0
467,Dwayne Bacon,CHO,815615.0,1378242.0
468,Tyler Dorsey,ATL,815615.0,1378242.0
469,Davon Reed,PHO,815615.0,1378242.0
470,Royce O'Neale,UTA,815615.0,1378242.0
471,Alfonzo McKinnie,TOR,815615.0,1378242.0
472,Brandon Paul,SAS,815615.0,1378242.0
473,Khem Birch,ORL,815615.0,1378242.0
474,Thomas Bryant,LAL,815615.0,1378242.0
475,Zhou Qi,HOU,815615.0,1378242.0
476,Maxi Kleber,DAL,815615.0,1378242.0
477,Daniel Theis,BOS,815615.0,1378242.0
478,Sean Kilpatrick,MIL,789725.0,
479,Trey Burke,NYK,784160.0,1795015.0
480,Alex Poythress,IND,778668.0,1544951.0
481,Marco Belinelli,PHI,776217.0,
482,Joe Johnson,HOU,749905.0,
483,Dwight Buycks,DET,748160.0,1600520.0
484,Tyler Cavanaugh,ATL,679919.0,1378242.0
485,Carlos Delfino,LAC,650000.0,650000.0
486,Caron Butler,SAC,517220.0,517220.0
487,Jordan Farmar,LAC,510921.0,
488,Ersan Ilyasova,PHI,502328.0,
489,Leandro Barbosa,PHO,500000.0,
490,Tibor Pleiss,PHI,500000.0,
491,Michael Gbinije,DET,500000.0,
492,Aaron Gray,DET,452059.0,
493,Festus Ezeli,POR,333334.0,333333.0
494,C.J. Watson,ORL,333334.0,333333.0
495,Gal Mekel,DAL,315760.0,
496,Miroslav Raduljica,LAC,300000.0,300000.0
497,Cameron Oliver,HOU,300000.0,
498,Ramon Sessions,WAS,263124.0,
499,Jordan Crawford,NOP,250000.0,
500,Emeka Okafor,NOP,239204.0,
501,Brandon Jennings,MIL,238020.0,
502,Wade Baldwin,POR,222476.0,
503,Isaiah Canaan,CHI,200000.0,
504,Rakeem Christmas,IND,172552.0,
505,DeAndre Liggins,NOP,172238.0,
506,Sean Kilpatrick,LAC,172238.0,
507,Rashad Vaughn,ORL,166258.0,
508,David Stockton,UTA,148318.0,
509,Troy Williams,NYK,148318.0,
510,Larry Drew,NOP,148318.0,
511,Travis Wear,LAL,148318.0,
512,Carrick Felix,WAS,140902.0,
513,Brandon Rush,POR,119602.0,
514,Jeremy Evans,ATL,104059.0,
515,Derrick Williams,LAL,104059.0,
516,K.J. McDaniels,TOR,100000.0,
517,Marshall Plumlee,NYK,100000.0,
518,Georges Niang,IND,100000.0,
519,Quinn Cook,ATL,100000.0,
520,Demetrius Jackson,BOS,92858.0,92857.0
521,Kyle Collinsworth,DAL,92160.0,
522,Josh Gray,PHO,92160.0,
523,Naz Mitrou-Long,UTA,92160.0,
524,Nigel Hayes,TOR,92160.0,
525,Shaquille Harrison,PHO,92160.0,
526,Rodney Purvis,ORL,92160.0,
527,"Walt Lemon, Jr.",NOP,92160.0,
528,Antonius Cleveland,ATL,92160.0,
529,Damion Lee,ATL,92160.0,
530,Jaylen Morris,ATL,92160.0,
531,Mike James,PHO,87552.0,
532,MarShon Brooks,MEM,86119.0,
533,Jarell Eddie,BOS,83129.0,
534,Jarell Eddie,CHI,83129.0,
535,Marquis Teague,MEM,83129.0,
536,Briante Weber,MEM,83129.0,
537,Aaron Harrison,DAL,83129.0,
538,Demetrius Jackson,HOU,74159.0,
539,Georgios Papagiannis,POR,74159.0,
540,Scotty Hopson,DAL,74159.0,
541,Okaro White,CLE,74159.0,
542,Xavier Silas,BOS,74159.0,
543,Isaiah Canaan,HOU,53465.0,
544,Tyler Cavanaugh,ATL,50000.0,
545,Kyle Collinsworth,DAL,50000.0,
546,Demetrius Jackson,HOU,50000.0,
547,Michael Young,WAS,50000.0,
548,Daniel Ochefu,WAS,50000.0,
549,Nate Wolters,UTA,50000.0,
550,Naz Mitrou-Long,UTA,50000.0,
551,Eric Griffin,UTA,50000.0,
552,Jacob Pullen,PHI,50000.0,
553,James Michael McAdoo,PHI,50000.0,
554,Nigel Hayes,NYK,50000.0,
555,Jalen Moore,MIL,50000.0,
556,Gary Payton,MIL,50000.0,
557,Matt Williams,MIA,50000.0,
558,Vince Hunter,MEM,50000.0,
559,Vander Blue,LAL,50000.0,
560,V.J. Beachem,LAL,50000.0,
561,Briante Weber,LAL,50000.0,
562,Jamil Wilson,LAC,50000.0,
563,Briante Weber,HOU,50000.0,
564,Luis Montero,DET,50000.0,
565,Gian Clavell,DAL,50000.0,
566,Antonius Cleveland,DAL,50000.0,
567,Diamond Stone,CHI,50000.0,
568,Yakuba Ouattara,BRK,50000.0,
569,Jeremy Evans,ATL,50000.0,
570,Nigel Hayes,LAL,46080.0,
571,Xavier Rathan-Mayes,MEM,46080.0,
