Golden;Trusted judgments;Last judgment at;birthplace;birthplace:confidence;Date of birth;date_of_birth:confidence;Race / ethnicity;race_ethnicity:confidence;Religion;religion:confidence;Sexual orientation;sexual_orientation:confidence;Year of award;year_of_award:confidence;Award;Bio;birthplace_gold;date_of_birth_gold;Movie;Person;race_ethnicity_gold;religion_gold;sexual_orientation_gold;year_of_award_gold
FALSE;3;2015-02-10T09:00:00+07:00;New York City;1;1898-08-30;1;White;1;;1;Straight;1;1953;1;Best Actress;http://www.nndb.com/people/807/000063618/;;;Come Back, Little Sheba;Shirley Booth;;;;
FALSE;3;2015-02-10T08:55:00+07:00;New York City;1;2018-10-11;1;White;1;Jewish;1;Gay;1;1962;1;Best Director;http://www.nndb.com/people/281/000064089/;;;West Side Story;Jerome Robbins;;;;
FALSE;3;2015-02-10T08:51:00+07:00;Toronto, Ontario, Canada;1;1892-04-08;1;White;1;;1;Straight;1;1930;1;Best Actress;http://www.nndb.com/people/683/000042557/;;;Coquette;Mary Pickford;;;;
FALSE;3;2015-02-10T09:41:00+07:00;New York City;1;2017-04-29;1;White;1;;0.6897;Straight;1;1948;1;Best Supporting Actress;http://www.nndb.com/people/084/000063892/;;;Gentleman's Agreement;Celeste Holm;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Bisacquino, Sicily, Italy;1;1897-05-18;1;White;1;Roman Catholic;1;Straight;1;1939;1;Best Director;http://www.nndb.com/people/459/000032363/;;;You Can't Take It with You;Frank Capra;;;;
FALSE;3;2015-02-10T09:11:00+07:00;Peekskill, Ny;1;2056-01-03;1;White;1;Roman Catholic;1;Straight;1;1996;1;Best Director;http://www.nndb.com/people/583/000022517/;;;Braveheart;Mel Gibson;;;;
FALSE;3;2015-02-10T10:48:00+07:00;Cincinnati, Oh;1;2046-12-18;1;White;1;Jewish;1;Straight;1;1994;1;Best Director;http://www.nndb.com/people/734/000022668/;;;Schindler's List;Steven Spielberg;;;;
FALSE;3;2015-02-10T08:55:00+07:00;Huyton, Lancashire, England;1;2008-03-05;1;White;1;;1;Straight;1;1965;1;Best Actor;http://www.nndb.com/people/132/000043003/;;;My Fair Lady;Rex Harrison;;;;
TRUE;91;;Bascom, Fl;1;2041-01-14;1;White;1;Roman Catholic;1;Straight;0.9599;1977;1;Best Actress;http://www.nndb.com/people/884/000022818/;Bascom, Fl;;Network;Faye Dunaway;;;;1977
FALSE;3;2015-02-10T09:03:00+07:00;Jerusalem, Israel;1;1981-06-09;1;White;1;Jewish;1;Straight;1;2011;1;Best Actress;http://www.nndb.com/people/040/000022971/;;;Black Swan;Natalie Portman;;;;
FALSE;3;2015-02-10T09:04:00+07:00;North Sydney, Nova Scotia, Canada;1;2014-01-14;1;White;1;;1;Straight;1;1947;1;Best Supporting Actor;http://www.nndb.com/people/124/000063932/;;;The Best Years of Our Lives;Harold Russell;;;;
FALSE;3;2015-02-10T10:50:00+07:00;Wareham, Ma;1;2056-01-21;1;White;1;Congregationalist;1;Straight;1;1989;1;Best Supporting Actress;http://www.nndb.com/people/883/000022817/;;;The Accidental Tourist;Geena Davis;;;;
FALSE;3;2015-02-10T08:57:00+07:00;New York City;1;1892-11-02;1;White;1;;1;Straight;1;1938;1;Best Supporting Actress;http://www.nndb.com/people/079/000063887/;;;In Old Chicago;Alice Brady;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Detroit, Mi;1;2022-11-12;1;White;1;;0.6897;Straight;1;1952;1;Best Supporting Actress;http://www.nndb.com/people/501/000051348/;;;A Streetcar Named Desire;Kim Hunter;;;;
TRUE;85;;Lincoln, Ne;1;1974-07-30;1;White;1;;1;Straight;1;2005;1;Best Actress;http://www.nndb.com/people/333/000026255/;;;Million Dollar Baby;Hilary Swank;;Na;;2005
FALSE;3;2015-02-10T09:03:00+07:00;Conyers, Ga;1;2058-03-20;1;White;1;;1;Straight;1;1994;1;Best Actress;http://www.nndb.com/people/566/000023497/;;;The Piano;Holly Hunter;;;;
FALSE;3;2015-02-10T09:16:00+07:00;Dublin, Ireland;1;1888-03-10;1;White;1;Protestant;1;Na;1;1945;1;Best Supporting Actor;http://www.nndb.com/people/126/000063934/;;;Going My Way;Barry Fitzgerald;;;;
FALSE;3;2015-02-10T09:03:00+07:00;Miami, Fl;1;2027-02-20;1;Black;1;Deist;1;Straight;1;1964;1;Best Actor;http://www.nndb.com/people/200/000023131/;;;Lilies of the Field;Sidney Poitier;;;;
FALSE;3;2015-02-10T11:07:00+07:00;London, England;1;1880-07-27;1;White;1;;1;Straight;1;1942;1;Best Supporting Actor;http://www.nndb.com/people/689/000031596/;;;How Green Was My Valley;Donald Crisp;;;;
FALSE;3;2015-02-10T08:47:00+07:00;San Bernardino, Ca;1;2030-01-30;1;White;1;;1;Straight;1;1993;1;Best Supporting Actor;http://www.nndb.com/people/878/000022812/;;;Unforgiven;Gene Hackman;;;;
TRUE;86;;Woodlawn, Md;1;1967-12-11;0.9631;Black;1;;1;Straight;1;2010;1;Best Supporting Actress;http://www.nndb.com/people/836/000131443/;;1967-12-11;Precious;Mo'Nique;Black;;;
FALSE;3;2015-02-10T10:58:00+07:00;Chihuahua, Mexico;1;2015-04-21;1;Hispanic;1;;1;Straight;1;1957;1;Best Supporting Actor;http://www.nndb.com/people/228/000032132/;;;Lust for Life;Anthony Quinn;;;;
FALSE;3;2015-02-10T08:57:00+07:00;Toronto, Ontario, Canada;1;2029-12-13;1;White;1;;1;Straight;1;2012;1;Best Supporting Actor;http://www.nndb.com/people/316/000023247/;;;Beginning;Christopher Plummer;;;;
FALSE;3;2015-02-10T09:03:00+07:00;Bronx, Ny;1;2019-11-04;1;White;1;;1;Straight;1;1966;1;Best Supporting Actor;http://www.nndb.com/people/111/000063919/;;;A Thousand Clowns;Martin Balsam;;;;
FALSE;3;2015-02-10T10:58:00+07:00;Dusseldorf, Germany;1;2010-01-12;1;White;1;Jewish;1;Straight;1;1938;1;Best Actress;http://www.nndb.com/people/796/000030706/;;;The Good Earth;Luise Rainer;;;;
FALSE;3;2015-02-10T09:03:00+07:00;Winnipeg, Manitoba, Canada;1;1982-07-24;1;White;1;;1;Bisexual;1;1994;1;Best Supporting Actress;http://www.nndb.com/people/763/000025688/;;;The Piano;Anna Paquin;;;;
FALSE;3;2015-02-10T08:59:00+07:00;New York City;1;2020-10-01;1;White;1;Jewish;1;Straight;1;1967;1;Best Supporting Actor;http://www.nndb.com/people/768/000023699/;;;The Fortune Cookie;Walter Matthau;;;;
FALSE;3;2015-02-10T09:13:00+07:00;La Jolla, Ca;1;2059-08-14;1;White;1;;1;Straight;1;2001;1;Best Supporting Actress;http://www.nndb.com/people/641/000025566/;;;Pollock;Marcia Gay Harden;;;;
FALSE;3;2015-02-10T08:53:00+07:00;Santurce, Puerto Rico;1;2009-01-08;1;Hispanic;1;;1;Straight;1;1951;1;Best Actor;http://www.nndb.com/people/311/000026233/;;;Cyrano de Bergerac;Jose Ferrer;;;;
FALSE;3;2015-02-10T09:41:00+07:00;London, England;1;1868-04-10;1;White;1;;0.6897;Straight;1;1930;1;Best Actor;http://www.nndb.com/people/740/000063551/;;;Desraeli;George Arliss;;;;
FALSE;3;2015-02-10T08:56:00+07:00;Shidler, Ok;1;2018-06-13;1;White;1;;1;Straight;1;1972;1;Best Supporting Actor;http://www.nndb.com/people/425/000064233/;;;The Last Picture Show;Ben Johnson;;;;
FALSE;3;2015-02-10T09:03:00+07:00;Marian Glas, Anglesey, Wales;1;2012-05-30;1;White;1;;1;Na;1;1960;1;Best Supporting Actor;http://www.nndb.com/people/120/000063928/;;;Ben-Hur;Hugh Griffith;;;;
FALSE;3;2015-02-10T09:10:00+07:00;Athens, Greece;1;1900-12-17;1;White;1;;1;Straight;1;1944;1;Best Supporting Actress;http://www.nndb.com/people/080/000063888/;;;For Whom the Bell Tolls;Katina Paxinou;;;;
FALSE;3;2015-02-10T09:12:00+07:00;Mulhouse, Haut-Rhin, Alsace, France;1;1902-07-01;1;White;1;;1;Straight;1;1947;1;Best Director;http://www.nndb.com/people/463/000032367/;;;The Best Years of Our Lives;William Wyler;;;;
FALSE;3;2015-02-10T09:08:00+07:00;St. Petersburg, Russia;1;2006-07-03;1;White;1;;1;Straight;1;1951;1;Best Supporting Actor;http://www.nndb.com/people/728/000043599/;;;All About Eve;George Sanders;;;;
FALSE;3;2015-02-10T09:15:00+07:00;London, England;1;2021-04-16;1;White;1;;1;Straight;1;1961;1;Best Supporting Actor;http://www.nndb.com/people/810/000022744/;;;Spartacus;Peter Ustinov;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Cobourg, Ontario, Canada;1;1868-11-02;1;White;1;;1;Straight;1;1931;1;Best Actress;http://www.nndb.com/people/814/000063625/;;;Min and Bill;Marie Dressler;;;;
FALSE;3;2015-02-10T09:02:00+07:00;Richmond, Surrey, England;1;1891-02-09;1;White;1;;1;Straight;1;1948;1;Best Actor;http://www.nndb.com/people/619/000042493/;;;A Double Life;Ronald Colman;;;;
FALSE;3;2015-02-10T09:02:00+07:00;Sucha, Galicia, Austria;1;2006-06-22;1;White;1;Jewish;1;Straight;1;1961;1;Best Director;http://www.nndb.com/people/982/000024910/;;;The Apartment;Billy Wilder;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Newton, Ma;1;2025-02-08;1;White;1;Roman Catholic;1;Straight;1;1956;1;Best Supporting Actor;http://www.nndb.com/people/714/000026636/;;;Mister Roberts;Jack Lemmon;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Los Angeles, Ca;1;2049-12-04;1;White;1;Lutheran;1;Straight;1;2010;1;Best Actor;http://www.nndb.com/people/779/000022713/;;;Crazy Heart;Jeff Bridges;;;;
FALSE;3;2015-02-10T09:08:00+07:00;Toowoomba, Queensland, Australia;1;2051-07-06;1;White;1;;1;Straight;1;1997;1;Best Actor;http://www.nndb.com/people/126/000025051/;;;Shine;Geoffrey Rush;;;;
FALSE;3;2015-02-10T09:02:00+07:00;Hamden, Ct;1;2017-01-24;1;White;1;;1;Straight;1;1956;1;Best Actor;http://www.nndb.com/people/730/000022664/;;;Marty;Ernest Borgnine;;;;
FALSE;3;2015-02-10T10:50:00+07:00;Brooklyn, Ny;1;2036-05-27;1;Black;1;;1;Straight;1;1983;1;Best Supporting Actor;http://www.nndb.com/people/906/000023837/;;;An Officer and a Gentleman;Lou Gossett, Jr.;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Pasadena, Ca;1;2046-11-06;0.6667;White;1;;1;Straight;1;1985;1;Best Actress;http://www.nndb.com/people/897/000022831/;;;Places in the Heart;Sally Field;;;;
FALSE;3;2015-02-10T09:00:00+07:00;London, England;1;2057-04-29;1;White;1;;1;Straight;1;2013;1;Best Actor;http://www.nndb.com/people/788/000022722/;;;Lincoln;Daniel Day-Lewis;;;;
FALSE;3;2015-02-10T08:59:00+07:00;Madrid, Spain;1;1974-04-28;1;Hispanic;1;Buddhist;1;Straight;1;2009;1;Best Supporting Actress;http://www.nndb.com/people/748/000025673/;;;Vicky Cristina Barcelona;Penelope Cruz;;;;
FALSE;3;2015-02-10T10:56:00+07:00;St. Louis Park, Mn;1;2054-11-29;1;White;1;Jewish;1;Straight;1;2008;1;Best Director;http://www.nndb.com/people/399/000025324/;;;No Country for Old Men;Joel Coen;;;;
FALSE;3;2015-02-10T09:00:00+07:00;Salt Lake City, Ut;1;2013-01-06;1;White;1;Roman Catholic;1;Straight;1;1948;1;Best Actress;http://www.nndb.com/people/089/000031993/;;;The Farmer's Daughter;Loretta Young;;;;
FALSE;3;2015-02-10T09:06:00+07:00;Lviv, Ukraine;1;1895-09-22;1;White;1;Jewish;1;Straight;1;1937;1;Best Actor;http://www.nndb.com/people/741/000063552/;;;The Story of Louis Pasteur;Paul Muni;;;;
FALSE;3;2015-02-10T11:02:00+07:00;Waxahachie, Tx;1;2032-09-29;1;White;1;;1;Straight;1;1980;1;Best Director;http://www.nndb.com/people/267/000064075/;;;Kramer vs. Kramer;Robert Benton;;;;
FALSE;3;2015-02-10T10:50:00+07:00;Glasgow, Scotland;1;1886-02-02;1;White;1;;1;Straight;1;1934;1;Best Director;http://www.nndb.com/people/626/000042500/;;;Cavalcade;Frank Lloyd;;;;
FALSE;3;2015-02-10T08:49:00+07:00;Los Angeles, Ca;1;1975-06-04;1;White;1;Buddhist;1;Bisexual;1;2000;1;Best Supporting Actress;http://www.nndb.com/people/493/000023424/;;;Girl, Interrupted;Angelina Jolie;;;;
FALSE;3;2015-02-10T09:03:00+07:00;Tacoma, Wa;1;1903-05-03;1;White;1;Roman Catholic;0.6667;Straight;1;1945;1;Best Actor;http://www.nndb.com/people/651/000026573/;;;Going My Way;Bing Crosby;;;;
FALSE;3;2015-02-10T08:56:00+07:00;New York City;1;2060-09-14;1;White;1;;1;Straight;1;2011;1;Best Supporting Actress;http://www.nndb.com/people/327/000042201/;;;The Fighter;Melissa Leo;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Mount Vernon, Ny;1;2054-12-28;1;Black;1;Protestant;1;Straight;1;1990;1;Best Supporting Actor;http://www.nndb.com/people/665/000023596/;;;Glory;Denzel Washington;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Detroit, Mi;1;2032-12-07;1;White;1;Sufism;0.3333;Straight;1;1975;1;Best Actress;http://www.nndb.com/people/650/000023581/;;;Alice Doesn't Live Here Anymore;Ellen Burstyn;;;;
FALSE;3;2015-02-10T09:05:00+07:00;New York City;1;2037-12-21;1;White;1;Born-Again Christian;1;Straight;1;1979;1;Best Actress;http://www.nndb.com/people/637/000022571/;;;Coming Home;Jane Fonda;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Birkenhead, Cheshire, England;1;2036-05-09;1;White;1;;1;Straight;1;1974;1;Best Actress;http://www.nndb.com/people/799/000063610/;;;A Touch of Class;Glenda Jackson;;;;
FALSE;3;2015-02-10T11:02:00+07:00;Oakland, Ca;1;2014-12-30;1;White;1;;1;Straight;1;1956;1;Best Supporting Actress;http://www.nndb.com/people/089/000063897/;;;East of Eden;Jo Van Fleet;;;;
FALSE;3;2015-02-10T09:16:00+07:00;Macon, Ga;1;1901-04-05;1;White;1;Jewish;1;Straight;1;1964;1;Best Supporting Actor;http://www.nndb.com/people/100/000063908/;;;Hud;Melvyn Douglas;;;;
FALSE;3;2015-02-10T08:51:00+07:00;Baltimore, Md;1;2042-04-06;1;White;1;Jewish;0.6667;Straight;1;1989;1;Best Director;http://www.nndb.com/people/748/000023679/;;;Rain Man;Barry Levinson;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Melbourne, Victoria, Australia;1;1969-05-14;1;White;1;;1;Straight;1;2005;1;Best Supporting Actress;http://www.nndb.com/people/222/000026144/;;;The Aviator;Cate Blanchett;;;;
FALSE;3;2015-02-10T09:03:00+07:00;New York City;1;2037-04-22;1;White;1;Atheist;1;Straight;1;1984;1;Best Supporting Actor;http://www.nndb.com/people/722/000022656/;;;Terms of Endearment;Jack Nicholson;;;;
FALSE;3;2015-02-10T11:07:00+07:00;Tokyo, Japan;1;2017-10-22;1;White;1;;1;Straight;1;1940;1;Best Actress;http://www.nndb.com/people/487/000026409/;;;Suspicion;Joan Fontaine;;;;
FALSE;3;2015-02-10T08:52:00+07:00;Lafayette, In;1;2034-07-01;1;White;1;Jewish;1;Straight;1;1986;1;Best Director;http://www.nndb.com/people/772/000023703/;;;Out of Africa;Sydney Pollack;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Budapest, Hungary;1;1887-05-26;1;White;1;;1;Straight;1;1944;1;Best Actor;http://www.nndb.com/people/713/000042587/;;;Watch on the Rhine;Paul Lukas;;;;
FALSE;3;2015-02-10T09:09:00+07:00;Pingtung, Taiwan;1;2054-10-23;1;Asian;1;;1;Straight;1;2006;1;Best Director;http://www.nndb.com/people/394/000025319/;;;Brokeback Mountain;Ang Lee;;;;
FALSE;3;2015-02-10T09:18:00+07:00;Brooklyn, Ny;1;1982-11-12;1;White;1;Christian;1;Straight;1;2013;1;Best Supporting Actress;http://www.nndb.com/people/220/000032124/;;;Les MisÃ©rables;Anne Hathaway;;;;
FALSE;3;2015-02-10T09:02:00+07:00;Budapest, Hungary;1;1886-12-24;1;White;1;;1;Straight;1;1944;1;Best Director;http://www.nndb.com/people/676/000032580/;;;Casablanca;Michael Curtiz;;;;
FALSE;3;2015-02-10T08:55:00+07:00;Winchester, In;1;2014-09-10;1;White;1;;1;Straight;1;1961;0.6667;Best Director;http://www.nndb.com/people/460/000032364/;;;West Side Story;Robert Wise;;;;
FALSE;3;2015-02-10T09:12:00+07:00;Indiana, Pa;1;2008-05-20;1;White;1;Presbyterian;1;Straight;1;1941;1;Best Actor;http://www.nndb.com/people/659/000026581/;;;The Philadelphia Story;Jimmy Stewart;;;;
FALSE;3;2015-02-10T09:10:00+07:00;Long Beach, Ca;1;2064-01-07;1;White;1;Roman Catholic;1;Straight;1;1996;1;Best Actor;http://www.nndb.com/people/751/000022685/;;;Leaving Las Vegas;Nicolas Cage;;;;
FALSE;3;2015-02-10T08:59:00+07:00;CÃ¡slav, Czechoslovakia;1;2032-02-18;1;White;1;;1;Straight;1;1976;1;Best Director;http://www.nndb.com/people/622/000023553/;;;One Flew over the Cuckoo's Nest;Milos Forman;;;;
FALSE;3;2015-02-10T08:48:00+07:00;Vienna, Austria;1;1896-03-22;1;White;1;;1;Straight;1;1938;1;Best Supporting Actor;http://www.nndb.com/people/115/000063923/;;;The Life of Emile Zola;Joseph Schildkraut;;;;
FALSE;3;2015-02-10T08:53:00+07:00;Independence, Mo;1;2011-07-16;1;White;1;Christian Science;1;Straight;1;1941;1;Best Actress;http://www.nndb.com/people/635/000043506/;;;Kitty Foyle;Ginger Rogers;;;;
FALSE;3;2015-02-10T08:51:00+07:00;Wilkes-Barre, Pa;1;2009-02-11;1;White;1;Jewish;1;Straight;1;1951;1;Best Director;http://www.nndb.com/people/723/000032627/;;;All About Eve;Joseph L. Mankiewicz;;;;
FALSE;3;2015-02-10T08:56:00+07:00;New Orleans, La;1;1976-03-22;1;White;1;;1;Straight;1;2006;1;Best Actress;http://www.nndb.com/people/813/000022747/;;;Walk the Line;Reese Witherspoon;;;;
FALSE;3;2015-02-10T08:57:00+07:00;Wise, Va;1;2027-10-18;1;White;1;;1;Straight;1;1971;1;Best Actor;http://www.nndb.com/people/025/000022956/;;;Patton;George C. Scott;;;;
FALSE;3;2015-02-10T09:19:00+07:00;Grayshott, Hampshire, England;1;2060-09-10;1;White;1;;1;Straight;1;2011;1;Best Actor;http://www.nndb.com/people/813/000043684/;;;The King's Speech;Colin Firth;;;;
TRUE;75;;New York City;1;2039-02-03;0.9597;White;1;;1;Straight;1;1979;0.7227;Best Director;http://www.nndb.com/people/810/000043681/;New York City;;The Deer Hunter;Michael Cimino;;;;
FALSE;3;2015-02-10T08:51:00+07:00;Chicago, Il;1;2027-06-23;1;White;1;;1;Straight;1;1973;1;Best Director;http://www.nndb.com/people/159/000032063/;;;Cabaret;Bob Fosse;;;;
FALSE;3;2015-02-10T09:18:00+07:00;New York City;1;2046-09-15;1;White;1;Atheist;1;Straight;1;1990;0.3333;Best Director;http://www.nndb.com/people/545/000022479/;;;Platoon;Oliver Stone;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Morristown, Nj;1;2045-04-02;1;White;1;;1;Na;0.6857;1984;1;Best Supporting Actress;http://www.nndb.com/people/671/000024599/;;;The Year of Living Dangerously;Linda Hunt;;;;
FALSE;3;2015-02-10T08:51:00+07:00;Washington, Dc;1;1900-10-10;1;White;1;;1;Straight;1;1971;1;Best Supporting Actress;http://www.nndb.com/people/908/000031815/;;;Airport;Helen Hayes;;;;
FALSE;3;2015-02-10T09:10:00+07:00;Mexico City, Mexico;1;1983-03-01;1;Black;1;;1;Na;1;2014;1;Best Supporting Actress;http://www.nndb.com/people/570/000380427/;;;12 Years a Slave;Lupita Nyong'o;;;;
FALSE;3;2015-02-10T11:14:00+07:00;York, North Yorkshire, England;1;2034-12-09;1;White;1;Quaker;1;Straight;1;1999;1;Best Supporting Actress;http://www.nndb.com/people/824/000023755/;;;Shakespeare in Love;Judi Dench;;;;
FALSE;3;2015-02-10T09:07:00+07:00;Katy, Tx;1;1969-04-25;1;White;1;;1;Straight;0.6667;2004;1;Best Supporting Actress;http://www.nndb.com/people/708/000024636/;;;Cold Mountain;RenÃ©e Zellweger;;;;
FALSE;3;2015-02-10T09:16:00+07:00;New York City;1;2018-10-27;1;White;1;;1;Straight;0.6667;1943;1;Best Supporting Actress;http://www.nndb.com/people/580/000045445/;;;Mrs. Miniver;Teresa Wright;;;;
FALSE;3;2015-02-10T08:43:00+07:00;Flushing, Ny;1;2042-11-17;1;White;1;Roman Catholic;1;Straight;1;2007;1;Best Director;http://www.nndb.com/people/678/000022612/;;;The Departed;Martin Scorsese;;;;
FALSE;3;2015-02-10T08:51:00+07:00;Athens, Ga;1;2053-12-08;1;White;1;;1;Straight;1;1998;1;Best Supporting Actress;http://www.nndb.com/people/310/000025235/;;;L.A. Confidential;Kim Basinger;;;;
FALSE;3;2015-02-10T09:05:00+07:00;St. Louis Park, Mn;1;2057-09-21;1;White;1;Jewish;1;Straight;1;2008;1;Best Director;http://www.nndb.com/people/400/000025325/;;;No Country for Old Men;Ethan Coen;;;;
FALSE;3;2015-02-10T09:14:00+07:00;Brooklyn, Ny;1;2035-12-01;1;White;1;Jewish;1;Straight;1;1978;1;Best Director;http://www.nndb.com/people/501/000022435/;;;Annie Hall;Woody Allen;;;;
FALSE;3;2015-02-10T08:52:00+07:00;Philadelphia, Pa;1;2029-11-12;1;White;1;Roman Catholic;1;Straight;1;1955;1;Best Actress;http://www.nndb.com/people/770/000025695/;;;The Country Girl;Grace Kelly;;;;
FALSE;3;2015-02-10T08:59:00+07:00;Swampscott, Ma;1;1894-07-25;1;White;1;;1;Straight;1;1939;1;Best Supporting Actor;http://www.nndb.com/people/347/000032251/;;;Kentucky;Walter Brennan;;;;
TRUE;76;;Independence, Mo;1;2011-07-16;1;White;1;Christian Science;0.9597;Straight;1;1941;1;Best Actress;http://www.nndb.com/people/635/000043506/;;2011-07-16;Kitty Foyle;Ginger Rogers;White;;;
FALSE;3;2015-02-10T08:51:00+07:00;New York City;1;2037-04-22;1;White;1;Atheist;1;Straight;1;1976;1;Best Actor;http://www.nndb.com/people/722/000022656/;;;One Flew Over the Cuckoo's Nest;Jack Nicholson;;;;
FALSE;3;2015-02-10T08:51:00+07:00;Chihuahua, Mexico;1;2015-04-21;1;Hispanic;1;;1;Straight;1;1953;1;Best Supporting Actor;http://www.nndb.com/people/228/000032132/;;;Viva Zapata!;Anthony Quinn;;;;
FALSE;3;2015-02-10T10:53:00+07:00;Wichita, Ks;1;1893-06-10;1;Black;1;Christian;1;Matter of Dispute;1;1940;1;Best Supporting Actress;http://www.nndb.com/people/077/000063885/;;;Gone with the Wind;Hattie McDaniel;;;;
FALSE;3;2015-02-10T09:05:00+07:00;New York City;1;2055-11-13;1;Black;1;Atheist;1;Straight;1;1991;1;Best Supporting Actress;http://www.nndb.com/people/242/000025167/;;;Ghost;Whoopi Goldberg;;;;
FALSE;3;2015-02-10T08:43:00+07:00;Richmond, Va;1;2037-03-30;1;White;1;Baptist;1;Straight;1;1981;1;Best Director;http://www.nndb.com/people/719/000022653/;;;Reds;Warren Beatty;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Rorschach, Switzerland;1;1884-07-23;1;White;1;;1;Bisexual;1;1929;1;Best Actor;http://www.nndb.com/people/738/000063549/;;;The Last Command;Emil Jannings;;;;
FALSE;3;2015-02-10T10:56:00+07:00;Tokyo, Japan;1;2020-05-30;1;White;1;;1;Straight;1;1970;1;Best Director;http://www.nndb.com/people/509/000032413/;;;Patton;Franklin J. Schaffner;;;;
FALSE;3;2015-02-10T09:07:00+07:00;Bisacquino, Sicily, Italy;1;1897-05-18;1;White;1;Roman Catholic;1;Straight;1;1935;1;Best Director;http://www.nndb.com/people/459/000032363/;;;It Happened One Night;Frank Capra;;;;
FALSE;3;2015-02-10T08:58:00+07:00;Columbus, Oh;1;1889-03-29;1;White;1;;1;Straight;1;1930;1;Best Actor;http://www.nndb.com/people/739/000063550/;;;In Old Arizona;Warner Baxter;;;;
FALSE;3;2015-02-10T09:11:00+07:00;Brooklyn, Ny;1;2031-06-20;1;White;1;Jewish;1;Straight;1;1995;1;Best Supporting Actor;http://www.nndb.com/people/431/000023362/;;;Ed Wood;Martin Landau;;;;
FALSE;3;2015-02-10T09:00:00+07:00;London, England;1;2060-11-05;1;White;1;;1;Straight;1;2007;1;Best Supporting Actress;http://www.nndb.com/people/178/000108851/;;;Michael Clayton;Tilda Swinton;;;;
FALSE;3;2015-02-10T08:55:00+07:00;Pasadena, Ca;1;2046-11-06;1;White;1;;1;Straight;1;1980;1;Best Actress;http://www.nndb.com/people/897/000022831/;;;Norma Rae;Sally Field;;;;
FALSE;3;2015-02-10T08:47:00+07:00;Quincy, Ma;1;1896-10-30;1;White;1;;1;Straight;1;1969;1;Best Supporting Actress;http://www.nndb.com/people/818/000043689/;;;Rosemary's Baby;Ruth Gordon;;;;
FALSE;3;2015-02-10T10:45:00+07:00;South Kensington, London, England;1;2016-09-28;1;White;1;;1;Straight;1;1977;1;Best Actor;http://www.nndb.com/people/745/000063556/;;;Network;Peter Finch;;;;
FALSE;3;2015-02-10T08:46:00+07:00;Astoria, Ny;1;2043-03-31;1;White;1;;1;Straight;1;1979;1;Best Supporting Actor;http://www.nndb.com/people/618/000022552/;;;The Deer Hunter;Christopher Walken;;;;
FALSE;3;2015-02-10T10:55:00+07:00;Cincinnati, Oh;1;2046-12-18;1;White;1;Jewish;1;Straight;1;1999;1;Best Director;http://www.nndb.com/people/734/000022668/;;;Saving Private Ryan;Steven Spielberg;;;;
FALSE;3;2015-02-10T08:59:00+07:00;St. Petersburg, Russia;1;2018-10-09;1;White;1;;1;Straight;1;1965;1;Best Supporting Actress;http://www.nndb.com/people/049/000063857/;;;Zorba the Greek;Lila Kedrova;;;;
FALSE;3;2015-02-10T08:58:00+07:00;Summit, Nj;1;2049-06-22;1;White;1;;1;Straight;1;2012;1;Best Actress;http://www.nndb.com/people/001/000024926/;;;The Iron Lady;Meryl Streep;;;;
FALSE;3;2015-02-10T09:19:00+07:00;Troy, Ny;1;2025-06-21;1;White;1;Roman Catholic;1;Straight;1;1982;1;Best Supporting Actress;http://www.nndb.com/people/376/000032280/;;;Reds;Maureen Stapleton;;;;
FALSE;3;2015-02-10T09:15:00+07:00;Detroit, Mi;1;2039-04-07;1;White;1;;1;Straight;1;1975;1;Best Director;http://www.nndb.com/people/866/000022800/;;;The Godfather Part II;Francis Ford Coppola;;;;
FALSE;3;2015-02-10T08:52:00+07:00;Cleveland, Oh;1;2032-04-11;1;White;1;Jewish;1;Gay;1;1973;1;Best Supporting Actor;http://www.nndb.com/people/853/000048709/;;;Cabaret;Joel Grey;;;;
FALSE;3;2015-02-10T09:01:00+07:00;New York City;1;2021-06-21;1;White;1;;1;Straight;1;1951;1;Best Actress;http://www.nndb.com/people/808/000063619/;;;Born Yesterday;Judy Holliday;;;;
FALSE;3;2015-02-10T08:59:00+07:00;Summit, Nj;1;2049-06-22;1;White;1;;1;Straight;1;1983;1;Best Actress;http://www.nndb.com/people/001/000024926/;;;Sophie's Choice;Meryl Streep;;;;
FALSE;3;2015-02-10T10:56:00+07:00;Bramhall, Cheshire, England;1;2012-08-15;1;White;1;;1;Straight;1;1959;1;Best Supporting Actress;http://www.nndb.com/people/056/000063864/;;;Separate Tables;Wendy Hiller;;;;
FALSE;3;2015-02-10T08:53:00+07:00;Kapuskasing, Ontario, Canada;1;2054-08-16;1;White;1;Atheist;0.6667;Straight;1;1998;1;Best Director;http://www.nndb.com/people/385/000025310/;;;Titanic;James Cameron;;;;
