Symbol,Company,Market,SET50,SET100,SETHD,Industry,Sector,Address,Zip code,Tel,Fax,Website
2S,2S METAL PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"8/5 Moo 14, Tha-change, Bangklam District Songkhla",90110,0-7480-0111,0-7480-1286,www.ss.co.th
7UP,SEVEN UTILITIES AND POWER PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"73 Mahachol Building, Soi Sukhumvit 62, Sukhumvit Road, Phrakhanong Tai, Phrakhanong Bangkok",10260,0-2741-5700,0-2741-5724,www.sevenup.co.th
A,AREEYA PROPERTY PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"999 Praditmanutham road, Saphansong, Wangthonglang Bangkok",10310,"0-2798-9999, 1797",0-2798-9990,http://www.areeya.co.th
A5,ASSET FIVE GROUP PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"349 SJ Infinite I Business Complex 19th Floor 1901 Unit Vibhavadi-Rangsit Road, Chomphon Chatuchak Bangkok",10900,0-2026-3512,0-2026-3513,www.assetfive.co.th
AAV,ASIA AVIATION PUBLIC COMPANY LIMITED,SET,False,True,False,Services,Transportation & Logistics,"222, Don Mueang International Airport, 3rd Fl., Central Office Bldg., Room no. 3200, Vibhavadee Rangsit Road, Don Mueang, Bangkok",10210,0-2562-5700,0-2562-5705,http://www.aavplc.com
ABICO,ABICO HOLDINGS PUBLIC COMPANY LIMITED,mai,False,False,False,Agro & Food Industry,-,"401/1 Moo 8, 5th floor ABICO Building, Phaholyothin Road, KhukhotSub-district, Lumlookka District Pathum Thani",12130,0-2080-7899,0-2080-7805,www.abicogroup.com
ABM,ASIA BIOMASS PUBLIC COMPANY LIMITED,mai,False,False,False,Resources,-,"273/2 Rama 2 Road, Samae Dam Sub-district, Bang Khun Thian District Bangkok",10150,0-2415-0054,0-2415-1102,www.asiabiomass.com
ABPIF,AMATA B. GRIMM POWER POWER PLANT INFRASTRUCTURE FUND,SET,False,False,False,Resources,Energy & Utilities,"400/22 KASIKORNBANK Building, 6th and 12th floor, Phahon Yothin Road, Samsen Nai Sub-District, Phaya Thai District Bangkok",10400,0-2673-3999,0-2673-3988,http://www.kasikornasset.com
ACAP,ASIA CAPITAL GROUP PUBLIC COMPANY LIMITED,mai,False,False,False,Financials,-,"349 SJ Infinite I Business Complex 24th Floor, Unit 2401-2405, Vibhavadi Rangsit Road, Chompol, Chatuchak Bangkok",10900,0-2793-3888,0-2793-3944,www.acap.co.th
ACC,ADVANCED CONNECTION CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Home & Office Products,"32 Srinagarindra Road (The Corner of Soi Srinagarindra 40) Nongbon, Praves Bangkok",10250,0-2748-2400-1,0-2748-2402,http://acc-plc.com
ADB,APPLIED DB PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"252 Moo 4, Sukhumvit Road, Praksa, Muang Samutprakarn Samut Prakarn",10280,0-2709-4040-9,0-2323-9195,http://www.adb.co.th
ADVANC,ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED,SET,True,True,True,Technology,Information & Communication Technology,"AIS TOWER 1, 414 PHAHOLYOTHIN ROAD, PHAYA THAI Bangkok",10400,0-2029-5000,0-2029-5165,http://investor.ais.co.th
AEC,AEC SECURITIES PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"17th fl., Athenee Tower, 63 Wittayu Road, Lumpini, Pathumwan Bangkok",10330,0-2659-3456,0-2659-3457,www.aecs.com
AEONTS,AEON THANA SINSAP (THAILAND) PUBLIC COMPANY LIMITED,SET,False,True,False,Financials,Finance & Securities,"EXCHANGE TOWER, FLOOR 27, 388 SUKHUMVIT ROAD, KHLONG TOEI Bangkok",10110,"0-2665-0123, 0-2689-7197",0-2689-7007,www.aeon.co.th
AF,AIRA FACTORING PUBLIC COMPANY LIMITED,mai,False,False,False,Financials,-,"No. 319 Chamchuri Square, 20 Floors, Phayathai Road, Pathumwan Sub-District, Pathumwan District Bangkok",10330,0-2657-6222,"0-2657-6244, 0-2657-6245",www.airafactoring.co.th
AFC,ASIA FIBER PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"WALL STREET TOWER,FLOOR 27,33/133-136 SURAWONG ROAD, BANG RAK Bangkok",10500,0-2632-7071-85,0-2236-1982,www.asiafiber.com
AGE,ASIA GREEN ENERGY PUBLIC COMPANY LIMITED,mai,False,False,False,Resources,-,"273/1 Rama II Road, Samaedam, Bangkhuntien Bangkok",10150,0-2894-0088,"0-2894-0044, 0-2894-4267",www.agecoal.com
AH,AAPICO HITECH PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"99 MOO 1 HITECH INDUSTRIAL ESTATE TAMBON BAN LANE, AMPHUR BANG PA-IN Ayutthya",13160,0-3535-0880,0-3535-0881,www.aapico.com
AHC,AIKCHOL HOSPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"68/3 MOO 2, PHRAYASATJA ROAD, AMPHOE MUANG Chonburi",20000,"0-3827-3840-7, 0-3879-2500, 0-3879-2555",0-3827-3848,www.aikchol.com
AI,ASIAN INSULATORS PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"254, SERI THAI ROAD, KHAN NA YAO Bangkok",10230,"0-2517-1451, 0-2517-1026, 0-2517-9447-8",0-2517-1465,http://www.asianinsulators.com
AIE,AI ENERGY PUBLIC COMPANY LIMITED,mai,False,False,False,Resources,-,"55/2 Moo 8 Sethakit 1 Rd., Klong Maduea, Krathum Baen Samut Sakhon",74110,0-3487-7485-8,0-3487-7491-2,www.aienergy.co.th
AIMIRT,AIM INDUSTRIAL GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"62 Millennia Tower Bldg. 16 Fl. Room 1601, Soi Lang Suan Lumpini, Pathum Wan Bangkok",10330,0-2254-0441-2,0-2254-0443,www.aimreit.com
AIRA,AIRA CAPITAL PUBLIC COMPANY LIMITED,mai,False,False,False,Financials,-,"319 Chamchuri Square Building. 12th Floor, Phayathai Road, Pathumwan Bangkok",10330,0-2080-2999,0-2160-5395,https://www.airacapital.co.th
AIT,"ADVANCED INFORMATION TECHNOLOGY PUBLIC CO.,LTD.",SET,False,False,False,Technology,Information & Communication Technology,"37/2 SUTHISARN ROAD, SAMSAENNOK, HUAI KHWANG Bangkok",10320,0-2275-9400,"0-2275-9100, 0-2275-9200",www.ait.co.th
AJ,A.J. PLAST PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Packaging,"95 Thakarm Road, Samaedam, Bangkhuntien Bangkok",10150,"0-2415-0035, 0-2415-6059",0-2415-6068,www.ajplast.co.th
AJA,AJ ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Home & Office Products,"427/2 Rama 2 Road, Kwang Samaedum, Khet Bangkhuntian Bangkok",10150,0-2451-6888,0-2451-5490,www.ajthai.com
AKP,AKKHIE PRAKARN PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"792 Moo 2 Soi 1C/1 Bangpoo Industrail Estate, Sukhumwit Rd., Bangpoo Mai, Mueang Samut Prakarn Samut Prakarn",10280,0-2323-0714-21,0-2323-0724,www.akkhie.com
AKR,EKARAT ENGINEERING PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"U.M. TOWER, FLOOR 28, 9/291 RAMKHAMHAENG ROAD, SUAN LUANG Bangkok",10250,0-2719-8777,02-719-8760-2,http://www.ekarat.co.th
ALL,ALL INSPIRE DEVELOPMENT PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"4345 Bhiraj Tower at Bitec, 18th floor, Sukhumvit road, Bangna sub-district, Bangna district Bangkok",10260,0-2029-9988,-,www.allinspire.co.th
ALLA,ALLA PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Industrial Materials & Machinery,"933 935 937 939 Soi Onnut 46, Onnut Road, Onnut, Suanluang Bangkok",10250,"0-2322-0777, 0-2721-5699",0-2322-1891-2,www.alla.co.th
ALT,ALT TELECOM PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"52/1 Moo 5 Bangkruay -Sai Noi road, Bang Sithong sub-district, Bang Kruay district Nonthaburi",11130,0-2863-8999,0-2886-3364,www.alt.co.th
ALUCON,ALUCON PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Packaging,"500 MOO 1, SOI SIRIKAM, SUKHUMVIT 72 ROAD, AMPHOE MUEANG Samut Prakarn",10270,"0-2398-0147, 0-2398-4601","0-2398-3455, 0-2361-2511",www.alucon.th.com
AMA,AMA MARINE PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"33/4 the ninth Tower A, 33rd Floor, Room #TNA02, Rama 9 Road, Huaykwang Bangkok",10310,0-2001-2801,0-2001-2800,www.amamarine.co.th
AMANAH,AMANAH LEASING PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"16-16/1 PHAYATHAI ROAD, WANGMAI, PATHUM WAN Bangkok",10330,0-2091-6456,0-2030-6401,http://www.amanah.co.th
AMARIN,AMARIN PRINTING AND PUBLISHING PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"378 CHAIYAPRUK ROAD, TALING-CHAN Bangkok",10170,-,-,http://www.amarin.com
AMATA,AMATA CORPORATION PUBLIC COMPANY LIMITED,SET,False,True,False,Property & Construction,Property Development,"KROMADIT BLDG, 2126 NEW PETCHBURI ROAD, BANG KAPI, HUAI KHWANG Bangkok",10320,"0-2318-0007, 0-2792-0000",0-2318-1096,http://www.amata.com
AMATAR,AMATA SUMMIT GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"2126 Kromadit Building, New Petchburi Road, Bangkapi, Huay kwang Bangkok",10320,0-2792-0089,0-2792-0090,www.amatareit.com
AMATAV,AMATA VN PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"2126 New Petchaburi road, Bangkrapi, Huay Kwang Bangkok",10310,0-2792-0000,0-2318-1096,http://www.amatavn.com
AMC,ASIA METAL PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"55, 55/1 MOO 2 SOI WATNAMDANG, SRINAKARIN ROAD, AMPHOE BANG PHLI Samut Prakarn",10540,0-2383-4100,0-2383-4101-2,www.asiametal.co.th
ANAN,ANANDA DEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,True,False,Property & Construction,Property Development,"No. 99/1 Moo 14 Soi Wind Mill Village, Bangna-Trad Road (k.m.10.5), Bangpleeyai, Bangplee Samut Prakarn",10540,0-2317-1155,0-2317-1100,http://www.ananda.co.th
AOT,AIRPORTS OF THAILAND PUBLIC COMPANY LIMITED,SET,True,True,False,Services,Transportation & Logistics,333 CHERDWUTAGARD ROAD DON MUEANG Bangkok,10210,0-2535-1111,"0-2531-5559, 0-2535-4061",www.airportthai.co.th
AP,AP (THAILAND) PUBLIC COMPANY LIMITED,SET,False,True,True,Property & Construction,Property Development,"OCEAN TOWER 1, FLOOR 18, 170/57, RACHADAPISEK ROAD, KHLONG TOEI Bangkok",10110,"0-2261-2518-22, 0-2261-2285-7",0-2261-2548-9,www.apthai.com
APCO,ASIAN PHYTOCEUTICALS PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Personal Products & Pharmaceuticals,"84/3 Moo 4, Northern Region Industrial Estate (West), Banklang Subdistrict, Muang District Lamphun",51000,0-5358-1374,0-5358-1375,http://www.apco.co.th
APCS,ASIA PRECISION PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"Amata Nakorn Industrial Estate, No. 700/331 Moo 6, Don Hua Lor Sub-district, Mueang District Chonburi",20000,0-3846-8300,0-3845-8751,http://www.asiaprecision.com
APEX,APEX DEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"10/53, 2nd Floor The Trendy Building, Soi Sukhumvit 13, Sukhumvit Road, Klongtoey Nua Sub-district, Wattana District Bangkok",10110,0-2168-7200,0-2168-7190-91,www.apexpcl.com
APURE,AGRIPURE HOLDINGS PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"The Ruamjaipattana Foundation Building No. 70 Moo 6 Klong 1 District, Klongluang Pathum Thani",12120,0-2516-0941-45,0-2516-0946,http://www.apureholdings.com
AQ,AQ ESTATE PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"102 Rimklong Bangkapi Road, Bangkapi, Huai Khwang Bangkok",10310,0-2033-5555,0-2033-5566,www.aqestate.com
AQUA,AQUA CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"R.S. TOWER, FLOOR 21, 121/68-69 RATCHADAPISEK ROAD, DIN DAENG Bangkok",10400,0-2694-8888,"0-2694-8880, 0-2694-8889",www.aquacorp.co.th
ARIP,ARIP PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"No. 99/16-20 Ratchadapisek Road, Din-Daeng Bangkok",10320,0-2642-3400,0-2642-3440,http://www.aripplc.com
ARROW,ARROW SYNDICATE PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,31 Moo 1 Phanthong Chonburi,20160,0-3874-0371-4,0-3874-0150,www.arrowpipe.com
AS,ASIASOFT CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"No. 9, UM Tower, Room 9 / 283 - 5, 28th Floor Ramkhamhaeng Road, Suanluang Bangkok",10250,0-2769-8888,0-2717-4251,http://as-th.listedcompany.com
ASAP,SYNERGETIC AUTO PERFORMANCE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"149 Moo 3 Theparak Road, Theparak, Muang Samutprakarn Samut Prakarn",10270,0-2091-8000,0-2091-8111,http://www.asapcarrent.com
ASEFA,ASEFA PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Industrial Materials & Machinery,"5 Moo 1, Rama II Road, Khok-krabue, Muang Samutsakhon Samut Sakhon",74000,0-2686-7777,0-2686-7788,www.asefa.co.th
ASIA,ASIA HOTEL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Tourism & Leisure,"296 PHAYATHAI ROAD, PHAYA THAI Bangkok",10400,0-2217-0808,0-2215-2645,www.asiahotel.co.th
ASIAN,ASIAN SEAFOODS COLDSTORAGE PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"55/2 MOO 2 RAMA II ROAD, TAMBOL BANGKRAJAO, AMPHOE MUEANG Samut Sakhon",74000,"0-3482-2204-7, 0-3482-2700-6","0-3482-2407, 0-3482-2698-9, 0-3482-2706",www.asianseafoods.co.th
ASIMAR,ASIAN MARINE SERVICES PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Transportation & Logistics,"No. 128 Mu 3 Suksawad Rd., Laemfapa, PraSamutjedee Samut Prakarn",10290,0-2815-2060-67,0-2453-7213-4,www.asimar.com
ASK,ASIA SERMKIJ LEASING PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"SATHORN CITY TOWER BUILDING, FLOOR 24, 175 SOUTH SATHORN ROAD, THUNGMAHAMEK, SATHON Bangkok",10120,"0-2679-6226, 0-2679-6262",0-2679-6241-3,www.ask.co.th
ASN,ASN BROKER PUBLIC COMPANY LIMITED,mai,False,False,False,Financials,-,"388 IBM Tower, 16th Floor, Zone B, Phaholyothin Road, Samsennai, Phayathai Bangkok",10400,0-2494-8388,0-2619-2296,http://www.asnbroker.co.th
ASP,ASIA PLUS GROUP HOLDINGS PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"SATHORN CITY TOWER, FLOOR 3,9 and 11, 175 SOUTH SATHORN ROAD, SATHON Bangkok",10120,"0-2285-1888, 0-2680-1111",0-2285-1901-2,www.asiaplusgroup.co.th
ATP30,ATP30 PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"700/199 Moo 1. Bankao, Pahnthong Chonburi",20160,0-3846-8788,0-3846-8788,http://www.atp30.com
AU,AFTER YOU PUBLIC COMPANY LIMITED,mai,False,False,False,Agro & Food Industry,-,"1319/9 Pattanakarn Road Suan Luang Sub District ,Suan Luang District Bangkok",10250,0-2318-4488,0-2318-1022,www.afteryoudessertcafe.com
AUCT,UNION AUCTION PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,518/28 Soi Ramkhamhaeng 39 (Thepleela 1) Wangthonglang Bangkok,10310,0-2934-7344-8,0-2935-6202,www.auct.co.th
AYUD,ALLIANZ AYUDHYA CAPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Insurance,"PLOENCHIT TOWER, FLOOR 7, 898 PLOENCHIT ROAD, LUMPINI, PATHUM Bangkok",10330,0-2657-2970,0-2657-2971,www.ayud.co.th
B,BEGISTICS PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Transportation & Logistics,"3656/64 Green Tower Building, 19th Floor, Unit K, Rama 4 Road, Klongton, Klongtoey Bangkok",10110,0-2367-3570-6,0-2367-3577,www.btc.co.th
B52,B-52 CAPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"973 President Tower Building, Unit 7B, 7C, 7D, 7I, 7th Floor, Ploenchit Road, Lumpini, Pathumwan Bangkok",10330,0-2656-0189,-,www.digitaltechplanet.com
BA,BANGKOK AIRWAYS PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Transportation & Logistics,"99 Mu 14, Vibhavadirangsit Rd., Chom Phon, Chatuchak Bangkok",10900,0-2265-5678,0-2265-5500,http://www.bangkokair.com
BAFS,BANGKOK AVIATION FUEL SERVICES PCL.,SET,False,False,False,Resources,Energy & Utilities,"171/2 Kamphaeng Phet 6 Road, Sub-Distict Don Mueang, Khet Don Mueang Bangkok",10210,0-2834-8900,0-2834-8999,www.bafsthai.com
BANPU,BANPU PUBLIC COMPANY LIMITED,SET,True,True,False,Resources,Energy & Utilities,"THANAPOOM TOWER BLDG., FLOOR 25-28, 1550 NEW PETCHABURI ROAD, MAKKASAN, RATCHATHEWI Bangkok",10400,0-2694-6600,0-2207-0696,http://www.banpu.com
BAT-3K,HITACHI CHEMICAL STORAGE BATTERY (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"387 MOO 4, BANGPU INDUSTRIAL ESTATE, SUKHUMVIT ROAD AMPHOE MUANG Samut Prakarn",10280,0-2709-3535,0-2709-3544-45,www.hitachi-chem-bt.com
BAY,BANK OF AYUDHYA PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Banking,"1222 RAMA III ROAD, BANGPHONGPHANG, YAN NAWA Bangkok",10120,"0-2296-2000, 0-2683-1000",0-2683-1304,www.krungsri.com
BBL,BANGKOK BANK PUBLIC COMPANY LIMITED,SET,True,True,True,Financials,Banking,"333 SILOM ROAD, BANG RAK Bangkok",10500,0-2231-4333,0-2231-4890,www.bangkokbank.com
BCH,BANGKOK CHAIN HOSPITAL PUBLIC COMPANY LIMITED,SET,False,True,False,Services,Health Care Services,"44 Moo 4, Pakkred Sub District, Pakkred District Nonthaburi",11120,0-2836-9999,0-2106-4858,www.bangkokchainhospital.com
BCP,BANGCHAK CORPORATION PUBLIC COMPANY LIMITED,SET,False,True,True,Resources,Energy & Utilities,"2098 M Tower Building, 8th Floor, Sukhumvit Rd., Phra Khanong Tai, Phra Khanong Bangkok",10260,0-2335-8888,0-2335-8000,http://www.bangchak.co.th
BCPG,BCPG PUBLIC COMPANY LIMITED,SET,False,True,False,Resources,Energy & Utilities,"M Tower, 12th floor, 2098 Sukhumvit Road, Bangchak, Phrakanong Bangkok",10260,-,-,www.bcpggroup.com
BCT,BIRLA CARBON (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Petrochemicals & Chemicals,"MAHATUN PLAZA BUILDING, FLOOR 12, 888/122,128 PLOENCHIT ROAD, LUMPINI, PATHUM WAN Bangkok",10330,0-2253-6745-54,"0-2254-9031, 0-2253-2812",www.birlacarbon.com
BDMS,BANGKOK DUSIT MEDICAL SERVICES PUBLIC COMPANY LIMITED,SET,True,True,False,Services,Health Care Services,"2 SOI SOONVIJAI 7, NEW PETCHABURI ROAD, BANGKAPI, HUAY KWANG Bangkok",10310,0-2310-3000,"0-2318-1546 , 0-2310-3327",www.bangkokhospital.com
BEAUTY,BEAUTY COMMUNITY PUBLIC COMPANY LIMITED,SET,False,True,False,Services,Commerce,"10/915 NUANCHAN 34, NUANCHAN, BUNGKUM Bangkok",10230,0-2946-0700-6,0-2946-1571,WWW.BEAUTYCOMMUNITY.CO.TH
BEC,BEC WORLD PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"MALEENONT TOWER, 3199 RAMA IV ROAD, KLONGTON, KHLONG TOEI Bangkok",10110,"0-2204-3333, 0-2262-3333",0-2204-1384,www.becworld.com
BEM,BANGKOK EXPRESSWAY AND METRO PUBLIC COMPANY LIMITED,SET,True,True,False,Services,Transportation & Logistics,"587 Sutthisanvinitchai Rd., Ratchadaphisek, Din Daeng, Bangkok",10400,"0-2641-4611, 0-2354-2000","0-2641-4610, 0-2354-2040",www.bemplc.co.th
BFIT,SRISAWAD FINANCE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"99/392 Srisawad Building, 1,3,5,6 floor, Chaeng Watthana Road, Thungsonghong, Laksi Bangkok",10210,0-2073-0677,0-2073-0670,www.bfit.co.th
BGC,BG CONTAINER GLASS PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Packaging,"47/1 Moo 2, Buengyeetho, Thanyaburi Pathum Thani",12130,0-2834-7000,0-2533-1140,www.bgc.co.th
BGRIM,B.GRIMM POWER PUBLIC COMPANY LIMITED,SET,True,True,False,Resources,Energy & Utilities,"No. 5 Grungthepgreetha Road, Hua Mhark, Bang Kapi Bangkok",10240,0-2710-3400,0-2379-4245,http://www.bgrimmpower.com
BGT,BGT CORPORATION PUBLIC COMPANY LIMITED,mai,False,False,False,Consumer Products,-,"188 SUWINTHAWONG ROAD, MINBURI SUBDISTRICT, MINBURI DISTRICT Bangkok",10510,0-2540-2888,0-2540-1953,http://www.bodyglove.co.th
BH,BUMRUNGRAD HOSPITAL PUBLIC COMPANY LIMITED,SET,True,True,False,Services,Health Care Services,"33 SUKHUMVIT SOI 3 (NANA NUA), SUKHUMVIT ROAD, KLONGTOEY NUA, WATTHANA Bangkok",10110,0-2667-1000,0-2667-2525,www.bumrungrad.com
BIG,BIG CAMERA CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"No. 115 ? 115/1 Sawaddikarn 1 Road, Nongkham Sub-District, Nongkham District Bangkok",10160,0-2809-9956-65,0-2809-9950,www.bigcamera.co.th
BIZ,BUSINESS ALIGNMENT PUBLIC COMPANY LIMITED,mai,False,False,False,Consumer Products,-,"92/45 Sathorn Thani Building 2, 16th Floor, North Sathorn Rd., Bangrak Bangkok",10500,0-2636-6828-9,0-2236-3167,www.bizalignment.com
BJC,BERLI JUCKER PUBLIC COMPANY LIMITED,SET,True,True,False,Services,Commerce,"BERLI JUCKER HOUSE, 99 SUKHUMVIT 42 ROAD, KHLONG TOEI Bangkok",10110,"0-2367-1111, 0-2381-4520-39","0-2367-1000, 0-2381-4545",www.bjc.co.th
BJCHI,BJC HEAVY INDUSTRIES PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"No. 594 Moo 4, Makhamkoo Sub-district, Nikompattana District Rayong",21180,0-3889-3709,0-3889-3711,www.bjc1994.com
BKD,BANGKOK DEC-CON PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"52/3 Moo 8 Bangbuathong-Suphanburi Road, Lahan, Bangbuathong Nonthaburi",11110,0-2925-5777,0-2925-5778,www.bangkokdeccon.com
BKI,BANGKOK INSURANCE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Insurance,"BANGKOK INSURANCE BLD., 25 SATHON TAI ROAD Bangkok",10120,0-2285-8888,0-2610-2100,www.bangkokinsurance.com
BKKCP,BANGKOK COMMERCIAL PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"989 Siam Piwat Tower, 9th, 24 th Floor, Rama I Road, Pathumwan Bangkok",10330,0-2659-8888,0-2659-8860-1,-
BLA,BANGKOK LIFE ASSURANCE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Insurance,"23/115-121 Royal City Avenue, Rama 9 Road, Huay Kwang Sub-district Bangkok",10310,0-2777-8888,0-2777-8899,www.bangkoklife.com
BLAND,BANGKOK LAND PUBLIC COMPANY LIMITED,SET,False,True,True,Property & Construction,Property Development,"NEW GENEVA INDUSTRY CONDOMINIUM, FLOOR 10, 47/569-576 MOO 3, POPULAR 3 ROAD, TAMBOL BANNMAI, AMPHUR PAK KRET Nonthaburi",11120,0-2504-4940-49,-,www.bangkokland.co.th
BLISS,BLISS-TEL PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"office No. 96 Chaloem Phrakiat RatchakanThi 9 Road, Pravet, Nongbon Bangkok",10250,-,-,www.blisstel.co.th
BM,BANGKOK SHEET METAL PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"149 Moo 6 Suksawad rd., Bangjak, Prapadang Samut Prakarn",10130,"0-2817-5555-7, 0-2817-5440-3","0-2817-5432 , 0-2817-5443",www.bmplc.co.th
BOFFICE,BHIRAJ OFFICE LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"591 Sukhumvit Road, Khlong Tan Nua, Wattana Bangkok",10110,0-2258-9212,0-2261-0170,www.bofficereit.com
BOL,BUSINESS ONLINE PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"No. 1023 MS Siam Tower, 28 Floor, Rama III Road, Chong Nonsi, Yannawa Bangkok",10120,0-2657-3999,0-2657-3900-1,www.BOL.co.th
BPP,BANPU POWER PUBLIC COMPANY LIMITED,SET,True,True,False,Resources,Energy & Utilities,"26th Floor, Thanapoon Tower, 1550 New Petchburi Road, Makkasan Sub-district, Ratchathewi District Bangkok",10400,0-2007-6000,0-2007-6060,www.banpupower.com
BR,BANGKOK RANCH PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"18/1 Moo 12, Sai Lang Wat Bangplee Yai Nai Road, Bangphli Yai, Bangphli Samut Prakarn",10540,0-2337-3280,0-2337-3293,www.br-brgroup.com
BROCK,BAAN ROCK GARDEN PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"601 RAMKHAMHEANG 39, PRACHA-UTHIT ROAD, WANG THONGLANG Bangkok",10310,0-2934-7000,0-2934-7186,www.rockgarden.co.th
BROOK,THE BROOKER GROUP PUBLIC COMPANY LIMITED,mai,False,False,False,Financials,-,"THE TRENDY BUILDING, FLOOR 26, 10/190-193 SOI SUKHUMVIT 13, SUKHUMVIT ROAD, KLONGTOEY NUA, WATTHANA Bangkok",10110,0-2168-7100,0-2168-7111-2,www.brookergroup.com
BRR,BURIRAM SUGAR PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"237 Moo.2 Hinlekfai Sub-District, Kumueang District Buriram",31190,0-4465-9020-3,"0-4465-9020-3 µèÍ 103,131,152",http://www.buriramsugar.com
