Symbol,Company,Market,SET50,SET100,SETHD,Industry,Sector,Address,Zip code,Tel,Fax,Website
ETE,EASTERN TECHNICAL ENGINEERING PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"59/21-22 M. 1, Leangmuang Road, Bangkung, Muang, Surat Thani",84000,0-7729-5316-8,0-7729-5320,www.eastern-groups.com
EVER,EVERLAND PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"223/96 Country Tower 21th Fl., Sanphawut Road, Bangna Bangkok",10260,0-2361-6156-60,0-2720-7598-9,www.everland.co.th
F&D,FOOD AND DRINKS PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"15th Floor, Regent House Bldg., 183 Rajdamri Rd., Lumpini, Patumwan Bangkok",10330,0-2253-5232-33,-,www.foodanddrinks.co.th
FANCY,FANCY WOOD INDUSTRIES PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Home & Office Products,"No. 357, Mu 12, Soi Suksawad 84 (Kusang), Suksawad Road, Naikhlongbangplakot subdistrict, Prasamutjaedee district Samut Prakarn",10290,"0-2816-3060-2, 0-2461-2100-1","0-2816-0179, 0-2461-2102",http://www.fancywood.th.com
FC,FOOD CAPITALS PUBLIC COMPANY LIMITED,mai,False,False,False,Agro & Food Industry,-,"No. 18/8 Fico Place Building 2nd Floor, Sukhumvit 21 Road (Asoke), Klongtoey Nua, Wattana Bangkok",10110,0-2259-9522,0-2259-9590,www.foodcapitals.com
FE,FAR EAST FAME LINE DDB PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"465/1-467 SI AYUTTHAYA ROAD, THUNGPHYATHAI, RATCHATHEWI Bangkok",10400,0-2354-3333,0-2644-9550-2,www.fareastfamelineddb.com
FLOYD,FLOYD PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"31/4 Moo 2 Soi Wat-Som-Kliang Kanchanaphisek Rd. Bang-Mae-Nang, Bang-Yai District Nonthaburi",11140,"0-2191-6258, 0-2191-6260",0-2191-6262,www.floyd.co.th
FMT,FURUKAWA METAL (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Industrial Materials & Machinery,"183 Regent House Building, 14th Floor, Rajdamri Road, Lumpini, Pathumwan Bangkok",10330,0-2256-0641-50,0-2256-0651-2,www.fmt.co.th
FN,FN FACTORY OUTLET PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"991 FN Building Rama 9, Suan Luang Bangkok",10250,0-2300-4951,0-2300-4681,www.fnoutlet.com
FNS,FINANSA PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"48/48 TISCO Tower 20th Floor, North Sathorn Road, Silom, Bangrak Bangkok",10500,0-2697-3700,0-2266-6688,http://www.finansa.com
FORTH,FORTH CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"1053/1 Phaholyothin Road, Phayathai, Phayathai Bangkok",10400,"0-2265-6700, 0-2271-2888","0-2265-6799, 0-2279-4888",http://www.forth.co.th
FPI,FORTUNE PARTS INDUSTRY PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"11/22 Moo 20 Nimitmai Road, Lamlukka Pathum Thani",12150,0-2993-4970-7,0-2993-4978-9,http://www.fpiautoparts.com
FPT,FRASERS PROPERTY (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"SATHORN CITY TOWER, FLOOR 13/1, 175 SOUTH SATHORN ROAD, THUNGMAHAMEK, SATHON Bangkok",10120,0-2679-6565,0-2679-6569,http://www.ticon.co.th
FSMART,FORTH SMART SERVICE PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"256 Phaholyothin Road, Samsennai, Phayathai Bangkok",10400,0-2278-1777,0-2279-7195,www.boonterm.com
FSS,FINANSIA SYRUS SECURITIES PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"999/9 The Offices at Centralworld, 18th Floor, Rama 1 Rd., Pathumwan, Pathumwan Bangkok",10330,0-2658-9000,0-2658-9501,www.fnsyrus.com
FTE,FIRETRADE ENGINEERING PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"21/57-58 Soi Soonvijai, Rama 9 road, Bangkapi, Huaykwang Bangkok",10310,0-2641-4707-12,"0-2203-0533, 0-2203-0282",www.firetrade.co.th
FTREIT,FRASERS PROPERTY THAILAND INDUSTRIAL FREEHOLD & LEASEHOLD REIT,SET,False,False,False,Property & Construction,Property Fund & REITs,"175 Sathorn City Tower, 13th/1 Floor (room 1308), South Sathorn Road, Tungmahamek Sub-district, Sathorn District Bangkok",10120,0-2679-6565,0-2287-3153,www.treit.co.th
FUTUREPF,FUTURE PARK LEASEHOLD PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"SINTHORN TOWER 3 BUILDING, FLOOR 15 AND 17-18, 130-132 WIRELESS ROAD, LUMPINI, PATHUM WAN Bangkok",10330,"0-2688-7777 µèÍ 7721 ,7722, 7732",0-2688-7701,http://futurepf-th.listedcompany.com
FVC,FILTER VISION PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"95 Soi Ramintra 117, Ramintra Road, Minburi, Minburi Bangkok",10510,0-2518-2722,0-2518-2723,http://www.filtervision.co.th
GAHREIT,GRANDE HOSPITALITY REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"9th and 24th Floor, Siam Piwat Tower Building, 989 Rama 1 Road, Patumwan Bangkok",10330,0-2659-8888,0-2659-8860,www.one-asset.com
GBX,GLOBLEX HOLDING MANAGEMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"C R C TOWER, ALL SEASONS PLACE, FLOOR 12, 87/2, WIRELESS ROAD, LUMPINI, PATHUM WAN Bangkok",10330,0-2672-5999,0-2687-7009,www.globlexholding.co.th
GC,GLOBAL CONNECTIONS PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Petrochemicals & Chemicals,"13/1 MOO 2 KINGKAEW ROAD, TAMBOL RACHATEVA, AMPHOE BANG PHLI Samut Prakarn",10540,"0-2763-7921, 0-2763-7999, 0-2763-7923-42","0-2763-7950, 0-2312-4880-1",www.gc.co.th
GCAP,G CAPITAL PUBLIC COMPANY LIMITED,mai,False,False,False,Financials,-,"161/1 SG Tower 8th Floor Soi Mahadleklung 3 Rajdamri Rd., Lumpini ,Pathumwan Bangkok",10330,0-2651-9995,0-2651-9553,www.gcapital.co.th
GEL,GENERAL ENGINEERING PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Materials,"44/2 MOO 2, TIWANON ROAD, BANG KADI, AMPHOE MUANG Pathum Thani",12000,"0-2501-1055, 0-2501-2462-7, 0-2501-2020","0-2501-2134, 0-2501-2468",www.gel.co.th
GENCO,"GENERAL ENVIRONMENTAL CONSERVATION PUBLIC CO., LTD.",SET,False,False,False,Services,Professional Services,"447 BOND STREET ROAD BANGPOOD, PAK KRET Nonthaburi",11120,0-2502-0900,0-2502-0999,http://www.genco.co.th
GFPT,GFPT PUBLIC COMPANY LIMITED,SET,False,True,False,Agro & Food Industry,Agribusiness,"312 Rama 2 Road, Bangmod, Jomthong Bangkok",10150,0-2473-8000,"0-2473-8392, 0-2473-8384",www.gfpt.co.th
GGC,GLOBAL GREEN CHEMICALS PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Petrochemicals & Chemicals,"555/1 Energy Complex Building A, Vibhavadi-Rangsit Road, Chatuchak Bangkok",10900,0-2558-7300,0-2558-7301,http://www.ggcplc.com
GIFT,GRATITUDE INFINITE PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Petrochemicals & Chemicals,"9/8 Moo 5, Baromratchonnani Road, Salathammasop, Taweewattana Bangkok",10170,0-2888-6800,0-2888-7200,www.gratitudeinfinite.co.th
GJS,G J STEEL PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"88 PASO Tower, 24th Floor, Silom Road, Suriyawongse, Bangrak Bangkok",10500,0-2267-8222,0-2267-9048,www.gjsteel.co.th
GL,GROUP LEASE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"63 SOI 1, THETSABANNIMITAI ROAD, LADYAO, CHATUCHAK Bangkok",10900,0-2580-7555,0-2954-2902-3,https://grouplease.international
GLAND,GRAND CANAL LAND PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"33/4 Rama 9 Road, Huaykwang Bangkok",10310,0-2246-2323,0-2247-1082,http://www.grandcanalland.com
GLANDRT,GLAND OFFICE LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"33/4 Rama 9 Road, Huai Khwang Sub-district, Huai Khwang District Bangkok",10310,0-2168-1042,0-2168-1046,www.glandrt.com
GLOBAL,SIAM GLOBAL HOUSE PUBLIC COMPANY LIMITED,SET,True,True,False,Services,Commerce,"232 Moo 19, Rob Muang, Muang Roi Et",45000,0-4361-9850-99,0-4351-9777,www.globalhouse.co.th
GLOW,GLOW ENERGY PUBLIC COMPANY LIMITED,SET,True,True,True,Resources,Energy & Utilities,"38TH FLOOR, EMPIRE TOWER - PARK WING, N0. 1 SOUTH SATHORN ROAD, YANNAWA, SATHORN Bangkok",10120,0-2670-1500-33,0-2670-1548-9,www.glow.co.th
GOLD,GOLDEN LAND PROPERTY DEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,True,False,Property & Construction,Property Development,"36th floor, Sathorn Square Office Tower, 98 North Sathorn Road, Silom, Bangrak Bangkok",10500,0-2764-6200,0-2620-6222,www.goldenland.co.th
GOLDPF,GOLD PROPERTY FUND (LEASE HOLD),SET,False,False,False,Property & Construction,Property Fund & REITs,"400/22 KASIKORNBANK Building, 6th and 12th floor, Phahon Yothin Road, Samsen Nai Sub-District, Phaya Thai District Bangkok",10400,0-2673-3999,-,-
GPI,GRAND PRIX INTERNATIONAL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"4/299 Moo 5, Soi Ladplakhao 66, Ladplakhao Rd., Anusawaree, Bangkhen Bangkok",10220,0-2522-1731-8,0-2971-6462,www.grandprix.co.th
GPSC,GLOBAL POWER SYNERGY PUBLIC COMPANY LIMITED,SET,True,True,False,Resources,Energy & Utilities,"555/2 Energy Complex Building B, 5th Floor, Vibhvadi - Rangsit Road, Chatuchak Sub-district, Chatuchak District Bangkok",10900,"0-2140-4691, 0-2140-4646, 0-2140-4628",-,http://www.gpscgroup.com
GRAMMY,GMM GRAMMY PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"GMM GRAMMY PLACE TOWER, 50 SUKHUMVIT 21 ROAD (ASOKE), KLONGTOEY NUA, WATTHANA Bangkok",10110,0-2669-9000,0-2669-9009,www.gmmgrammy.com
GRAND,GRANDE ASSET HOTELS AND PROPERTY PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Tourism & Leisure,"Unit 3203-4,32nd Floor,Exchange Tower,388 Sukhumvit Road., Klongtoey Sub-district, Klongtoey District Bangkok",10110,0-2204-9900,0-2204-9996-9,http://www.grandeasset.com
GREEN,GREEN RESOURCES PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"405 Bonstreet Rd. Soi 13, Tumbon Bangpud, Amphur Parkred Nonthaburi",11120,0-2504-5234-42,0-2504-5244-45,www.greenresources.co.th
GSC,GLOBAL SERVICE CENTER PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"2991/14-15 Wisut Thani Building, Ladproa Road, Khlongjan Sub-District, Bangkapi District Bangkok",10240,0-2793-3999,0-2793-3944,www.gsc-servicecenter.com
GSTEL,G STEEL PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"88 PASO Tower, 18th Floor, Silom Road, Suriyawong, Bangrak Bangkok",10500,0-2634-2222,0-2634-4114,www.gsteel.com
GTB,GETABEC PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"335/7 Srinakarin Road, Nongbon, Pravej Bangkok",10250,0-2366-0400,0-2366-0399,http://www.getabecboiler.com
GULF,GULF ENERGY DEVELOPMENT PUBLIC COMPANY LIMITED,SET,True,True,False,Resources,Energy & Utilities,"87 M Thai Tower 11th floor All Seasons Place, Wireless Road, Lumpini, Pathumwan Bangkok",10330,0-2080-4499,0-2080-4455,www.gulf.co.th
GUNKUL,GUNKUL ENGINEERING PUBLIC COMPANY LIMITED,SET,False,True,False,Resources,Energy & Utilities,"1177 PEARL BANGKOK BUILDING FL.8 Phahonyothin Rd, Phaya Thai, Phaya Thai Bangkok",10400,0-2242-5800,0-2242-5818-9,http://www.gunkul.com
GVREIT,GOLDEN VENTURES LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"57 Park Ventures Ecoplex Building, 22th Floor, Wireless Road, Lumpini, Pathumwan Bangkok",10330,0-2643-7620,0-2643-7625,www.gvreit.com
GYT,GOODYEAR (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"50/9 Moo 3, Paholyothin Road KM 36, Klong Nueng Sub-District, Klong Luang District Pathum Thani",12120,0-2909-8080,0-2909-8068,www.goodyear.co.th
HANA,HANA MICROELECTRONICS PUBLIC COMPANY LIMITED,SET,False,True,True,Technology,Electronic Components,"65/98 Soi Vibhavadi-Rangsit 64, Junction 2, Kwang Talad Bangkhen, Khet Laksi Bangkok",10210,"0-2551-1297, 0-2521-4935-9","0-2551-1299 , 0-2552-4906",www.hanagroup.com
HARN,HARN ENGINEERING SOLUTIONS PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"19/20-22 Royal City Avenue, Block A, Rama 9 Soi 8 Road, Bang Kapi, Huai Khwang Bangkok",10310,0-2203-0868,0-2203-1504,www.harn.co.th
HFT,HWA FONG RUBBER (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"317 SOI 6C MOO 4 BANGPU INDUSTRIAL ESTATE TOMBOL PRAKSA, AMPHOE MUEANG Samut Prakarn",10280,0-2709-6580,"0-2324-0483-4, 0-2709-6589",www.duro.co.th
HMPRO,HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,SET,True,True,False,Services,Commerce,"31 Prachachuennonthaburi Rd., Bangkhen, Amphoe Muang Nonthaburi",11000,0-2832-1000,0-2832-1400,www.homepro.co.th
HPF,HEMARAJ INDUSTRIAL PROPERTY AND LEASEHOLD FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"199 Column Tower Ground floor & 21st - 23rd floor, Ratchadapisek road, Klongtoey Bangkok",10110,0-2649-2000,0-2649-2100,www.mfcfund.com
HPT,HOME POTTERY PUBLIC COMPANY LIMITED,mai,False,False,False,Consumer Products,-,"119 Moo 15 Sopprap Lampang-Tak Road, Tambol Sopprab, Amphur Sopprab Lampang",52170,0-5485-8996,0-5429-6556,www.homepottery.com
HREIT,HEMARAJ LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"No. 9 UM Tower 27th Floor, Ramkhamhaeng Road, Suan Luang Sub-district, Suan Luang District Bangkok",10250,0-2717-3901,0-2717-3902,www.hemarajreit.com
HTC,HAAD THIP PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"36 SUKHUMVIT 63 ROAD, WATTANA Bangkok",10110,0-2391-4488,"0-2381-2257 , 0-2390-1925",http://www.haadthip.com
HTECH,HALCYON TECHNOLOGY PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Industrial Materials & Machinery,"41 Mu.14 Bangchan Industrial Estate Soi 6, Serithai Road, Minburi Bangkok",10510,0-2906-3259-60,0-2906-3261,www.halcyon.co.th
HUMAN,HUMANICA PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"No. 2 Soi Rongmuang 5, Rongmuang Road, Rongmuang Sub-District, Pathumwan District Bangkok",10330,0-2636-6999,0-2092-9202,www.humanica.com
HYDRO,HYDROTEK PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"14th Floor,TP&T Tower 1 Soi Vibhavadee-Rangsit19, Chatuchak Bangkok",10900,0-2936-1661-2,0-2936-1669,www.hydrotek.co.th
ICC,I.C.C. INTERNATIONAL PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"530 Soi Sathupradit 58 Bangpongpang Subdistrict, Yannawa District Bangkok",10120,"0-2293-9000, 0-2293-9300",0-2294-3024,http://www.icc.co.th
ICHI,ICHITAN GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"2922/301-303, 28th Fl. Charn Issara II Bldg. New Pethchburi Rd., Bangkapi, Huaykwang Bangkok",10310,0-2716-5555,0-2716-7000,www.ichitangroup.com
ICN,INFORMATION AND COMMUNICATION NETWORKS PUBLIC COMPANY LIMITED,mai,False,False,False,Technology,-,"393 DKJ Bldg. 5 Fl. Sukhonthasawat Rd., Lat Phrao, Lat Phrao Bangkok",10230,0-2553-0755-6,0-2553-0757,www.icn.co.th
IEC,THE INTERNATIONAL ENGINEERING PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"408/37, 9th Floor Phaholyothin Place Tower, Phaholyothin Road, Samsennai, Phayathai Bangkok",10400,0-2619-0199,0-2619-0019,http://www.iec.co.th
IFEC,INTER FAR EAST ENERGY CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"No. 33/4, The Nine Tower, 29 th Floor, Rama IX Road., Huai Khwang Sub-district, Huai Khwang District Bangkok",10310,0-2168-1378-86,0-2168-1387,www.ifec.co.th
IFS,IFS CAPITAL (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"20th Floor Lumpini Tower, 1168/55 Rama 4 Road, Tungmahamek, Sathorn Bangkok",10120,0-2285-6326-32,"0-2285-6335, 0-2679-9159",http://www.ifscapthai.com
IHL,INTERHIDES PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"678 SOI T.J.C., SUKHUMVIT ROAD, BANGPOOMAI, AMPHOE MUEANG Samut Prakarn",10280,"0-2323-2754-5, 0-2709-5512-4, 0-2709-6288-9","0-2709-5516, 0-2323-2749",http://www.interhides.com
III,TRIPLE I LOGISTICS PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Transportation & Logistics,"628 3rd Floor, Triple i Building, Soi Klab Chom, Nonsee Road, Chongnonsee, Yannawa Bangkok",10120,0-2681-8700,0-2681-8701,http://www.iii-logistics.com
ILINK,INTERLINK COMMUNICATION PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"48 Interlink building Soi Rung-Rueng, Ratchadapisek Road., Samsennok, Huay Khwang Bangkok",10310,0-2666-1111,0-2666-1193,http://www.interlink.co.th
IMPACT,IMPACT GROWTH REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"No.47/569-576 Moo 3, Floor 10, New Geneva Industry Condominium Popular Road 3, Banmai Subdistrict, Pakkred District Nonthaburi",11120,0-2833-4455,0-2833-4456,www.impactgrowthreit.com
INET,INTERNET THAILAND PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"THAI SUMMIT TOWER, FLOOR 10-12 AND IT, 1768 NEW PETCHBURI ROAD, BANGKAPI, HUAI KHWANG Bangkok",10310,0-2257-7000,0-2257-7222,www.inet.co.th
INGRS,INGRESS INDUSTRIAL (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"No. 9/141, Floor 14, UM Tower Building, Unit A1, Ramkamhang Road, Suan Luang Sub-District, Suan Luang District Bangkok",10250,0-2719-9644-46,0-2719-9647,http://www.ingress.co.th
INOX,POSCO-THAINOX PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"622 Emporium Tower, Floor 15/6-8, Sukhumvit Road, Klongton, Klongtoey Bangkok",10110,0-2494-3130-49,0-2494-3178-9,www.poscothainox.com
INSURE,INDARA INSURANCE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Insurance,"364/29 SI AYUTTHAYA ROAD, RAJ DHEWI Bangkok",10400,"0-2247-9261-75, 0-2247-6570","0-2247-9260, 0-2642-4454",www.indara.co.th
INTUCH,INTOUCH HOLDINGS PUBLIC COMPANY LIMITED,SET,True,True,False,Technology,Information & Communication Technology,"349 SJ Infinite One Business Complex, 29th and 30th Floors, Vibhavadi-Rangsit Road, Chompol, Chatuchak Bangkok",10900,0-2118-6900,0-2118-6947,www.intouchcompany.com
IRC,INOUE RUBBER (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Automotive,"258 SOI RANGSIT-NAKHONNAYOK 49, TAMBOL PRACHATHIPAT THANYABURI Pathum Thani",12130,0-2996-0890-7 (23 ÊÒÂ),"0-2996-1439, 0-2996-0294",www.ircthailand.com
IRCP,"INTERNATIONAL RESEARCH CORPORATION PUBLIC CO., LTD.",mai,False,False,False,Technology,-,"23/106-108 SOI SOONVIJAI RAMA 9 ROAD, BANGKAPI, HUAI KHWANG Bangkok",10320,0-2645-8900,"0-2203-0260, 0-2203-0122",www.ircp.co.th
IRPC,IRPC PUBLIC COMPANY LIMITED,SET,True,True,True,Resources,Energy & Utilities,"555/2, Energy Complex, Building B, 6th Floor, Vibhavadi Rangsit Road, Chatuchak Bangkok",10900,0-2765-7000,0-2765-7001,www.irpc.co.th
IT,IT CITY PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"PANTHIP PLAZA BUILDING, FLOOR 5-6, 604/3 PETCHABURI ROAD, RATCHATHEWI Bangkok",10400,0-2656-5030-45,0-2656-5049,www.itcity.co.th
ITD,ITALIAN-THAI DEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Construction Services,"ITALTHAI TOWER, 2034/132-161 NEW PETCHBURI RD, HUAI KHWANG Bangkok",10320,0-2716-1600,0-2716-1488,http://www.itd.co.th
ITEL,INTERLINK TELECOM PUBLIC COMPANY LIMITED,mai,False,False,False,Technology,-,"48 Soi Rung-Rueng, Ratchadaphisek Rd., Samsennok, Huay Khwang Bangkok",10310,0-2666-2222,0-2666-2299,www.interlinktelecom.co.th
IVL,INDORAMA VENTURES PUBLIC COMPANY LIMITED,SET,True,True,False,Industrials,Petrochemicals & Chemicals,"75/102 Ocean Tower 2, 37th Floor, Soi Sukhumvit 19, Asoke road, Kwaeng Klongtoey Nuer, Khet Wattana Bangkok",10110,0-2661-6661,0-2661-6664-5,www.indoramaventures.com
J,JAS ASSET PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"187 JMART Building, 8th floor, Ramkamheang Road, Rat Phatthana, Saphan Sung Bangkok",10240,0-2308-9000,0-2308-8088,http://www.jasasset.co.th
JAS,JASMINE INTERNATIONAL PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"JASMINE INTERNATIONAL BUILDING, FLOOR 29-30, MOO 4, CHAENGWATTHANA RD, PAK KRET Nonthaburi",11120,0-2100-3000,0-2100-3150-2,http://www.jasmine.com
JASIF,JASMINE BROADBAND INTERNET INFRASTRUCTURE FUND,SET,False,False,False,Technology,Information & Communication Technology,"175 Sathorn City Tower, 7,21,26 Floor, South Sathorn Road, Tungmahamek, Sathorn Bangkok",10120,0-2674-6488,0-2679-5996,www.jas-if.com
JCK,JCK INTERNATIONAL PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"18 Soi Sathorn 11 Yaek 9,TFD Building, Yannawa, Sathorn Bangkok",10120,"0-2676-4031-6, 0-2676-3836-9",0-2676-4038-9,www.tfd-factory.com
JCKH,JCK HOSPITALITY PUBLIC COMPANY LIMITED,mai,False,False,False,Agro & Food Industry,-,"TFD Building No.18 Soi Sathorn 11, yaeg 9, Khwaeng yannava, Ket Sathorn Bangkok",10120,0-2286-9959,-,www.jckhgroup.com
JCT,JACK CHIA INDUSTRIES (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Personal Products & Pharmaceuticals,"114/1 Soi Chalongkrung 31, Lumplatew, Ladkrabang, Bangkok",10520,0-2012-0012,"0-2021-0709, 0-2021-0719",www.Jackchia.co.th
JKN,JKN GLOBAL MEDIA PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"JKN Gallery Tower Salaya, 45/14 M.1, Sonkanong Sub-District, Sam Pran District Nakorn Phathom",73210,0-2482-2273-4,0-2482-2275,www.jknglobal.com
JMART,JAY MART PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"187, 189 JMART Building, Ramkamheang Road, Rat Phatthana, Saphan Sung Bangkok",10240,0-2308-9000,0-2308-8001,http://www.jaymart.co.th
JMT,JMT NETWORK SERVICES PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"325/7 Jaymart Bldg., 4-6 FL., Ramkhamhaeng Rd., Sapansoong Bangkok",10240,0-2308-9999,"0-2308-9900, 0-2308-9941",http://www.jmtnetwork.co.th
JSP,J.S.P. PROPERTY PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"41/1 Soi Rama 2 Soi 54, Samae-Dam, Bang Khun Thian Bangkok",10150,0-2897-8888,0-2897-8822,www.jsp.co.th
JTS,JASMINE TELECOM SYSTEMS PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"JASMINE INTERNATIONAL TOWER, FLOOR 9, 200, MOO 4, CHAENGWATANA ROAD AMPHOE PAK KRET Nonthaburi",11120,0-2100-8300,0-2502-3363,http://www.jts.co.th
JUBILE,JUBILEE ENTERPRISE PUBLIC COMPANY LIMITED,mai,False,False,False,Consumer Products,-,"179 Bangkok City Tower 10th Floor, South Sathorn Road, Thungmahamek, Sathorn Bangkok",10120,0-2625-1188,0-2625-1100,www.jubileediamond.co.th
JUTHA,JUTHA MARITIME PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Transportation & Logistics,"MANO TOWER,153 SOI SUKHUMVIT 39, SUKHUMVIT ROAD, PHRA KHANONG Bangkok",10110,0-2260-0050,"0-2259-9825, 0-2261-4813",www.jutha.co.th
JWD,JWD INFOLOGISTICS PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Transportation & Logistics,"222 Krungthep Kreetha Road, Huamark, Bangkapi Bangkok",10240,0-2710-4000,0-2710-4009,www.jwd-group.com
K,KINGSMEN C.M.T.I. PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"122/4-5 Krungthep-Kreeta Road, Sapansoong Bangkok",10250,0-2735-8000,0-2735-8005,http://www.kingsmen-cmti.com
KAMART,KARMARTS PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"81-81/1 Soi Phetchakasem54 Yak 3 Bangduan, Phasicharoen Bangkok",10160,0-2805-2756-60,0-2805-2751-52,www.karmarts.co.th
KASET,THAI HA PUBLIC COMPANY LIMITED,mai,False,False,False,Agro & Food Industry,-,"140 Moo 5, Tambon Bangkratuek, Amphur Sampran Nakorn Phathom",73210,0-2482-1661-6,0-3428-8415,www.kasetbrand.com
KBANK,KASIKORNBANK PUBLIC COMPANY LIMITED,SET,True,True,False,Financials,Banking,"1 Soi Ratburana 27/1 Ratburana Road, Bangkok",10140,"0-2222-0000, 0-2888-8888",0-2470-1144,www.kasikornbank.com
KBS,KHONBURI SUGAR PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"5 Soi Sukhumvit 57 Khlongtan Nua, Wattana Bangkok",10110,0-2725-4888,0-2617-6170,http://www.kbs.co.th
