ID,Executed,Applied,Issued,Patent No.,Title,Primary Subject Matter
567,8/9/1887,8/19/1887,3/15/1892,470923,Railway-Signaling,Electric Light and Power
568,8/26/1887,8/29/1887,8/27/1895,545405,System of Electrical Distribution,Electric Light and Power
569,9/13/1887,9/23/1887,3/27/1888,380101,System of Electrical Distribution,Electric Light and Power
570,9/14/1887,9/23/1887,3/27/1888,380102,System of Electrical Distribution,Electric Light and Power
571,9/26/1887,9/30/1887,3/15/1892,470924,Electric Conductor,Electric Light and Power
572,10/17/1887,10/21/1887,7/7/1896,563462,Method of and Apparatus for Drawing Wire,Electric Light and Power
573,11/5/1887,12/9/1887,6/26/1888,385173,System of Electrical Distribution,Electric Light and Power
574,11/9/1887,11/11/1887,10/10/1893,506215,Method of Making Plate Glass,Miscellaneous
575,11/22/1887,11/26/1887,5/8/1888,382414,Burnishing Attachment for Phonographs,Phonographs and Sound Recording
576,11/22/1887,11/26/1887,7/31/1888,386974,Phonograph,Phonographs and Sound Recording
577,11/22/1887,11/26/1887,6/17/1890,430570,Phonogram-Blank,Phonographs and Sound Recording
578,11/29/1887,1/5/1888,5/8/1888,382416,Feed and Return Mechanism for Phonographs,Phonographs and Sound Recording
579,12/4/1887,12/27/1887,5/8/1888,382415,System of Electrical Distribution,Electric Light and Power
580,12/5/1887,1/5/1888,5/8/1888,382462,Phonogram-Blank,Phonographs and Sound Recording
581,1/17/1888,1/30/1888,10/18/1892,484582,Duplicating Phonograms,Phonographs and Sound Recording
582,1/21/1888,1/30/1888,8/19/1890,434586,Electric Generator,Electric Light and Power
583,1/21/1888,1/30/1888,8/19/1890,434587,Thermo-Electric Battery,Batteries
584,1/30/1888,2/4/1888,5/8/1888,382417,Process of Making Phonogram-Blanks,Phonographs and Sound Recording
585,2/2/1888,2/6/1888,9/11/1888,389369,Incandescing Electric Lamp,Electric Light and Power
586,2/20/1888,3/2/1888,5/8/1888,382418,Phonogram-Blank,Phonographs and Sound Recording
587,2/20/1888,3/2/1888,10/2/1888,390462,Process of Making Carbon Filaments,Electric Light and Power
588,2/20/1888,3/2/1888,12/4/1888,394105,Phonograph-Recorder,Phonographs and Sound Recording
589,2/20/1888,3/2/1888,12/4/1888,394106,Phonograph-Reproducer,Phonographs and Sound Recording
590,3/3/1888,3/8/1888,5/8/1888,382419,Process of Duplicating Phonograms,Phonographs and Sound Recording
591,3/3/1888,3/8/1888,4/15/1890,425762,Cut-Out for Incandescent Electric Lamps,Electric Light and Power
592,3/19/1888,3/29/1888,1/15/1889,396356,Magnetic Separator,Mining and Ore Milling
593,4/28/1888,5/7/1888,11/27/1888,393462,Process of Making Phonogram-Blanks,Phonographs and Sound Recording
594,4/28/1888,5/7/1888,11/27/1888,393463,Machine for Making Phonogram-Blanks,Phonographs and Sound Recording
595,4/28/1888,5/7/1888,11/27/1888,393464,Machine for Making Phonogram-Blanks,Phonographs and Sound Recording
596,5/7/1888,5/21/1888,2/12/1895,534208,Induction-Converter,Electric Light and Power
597,5/9/1888,5/21/1888,6/14/1892,476991,Method of and Apparatus for Separating Ores,Mining and Ore Milling
598,5/22/1888,6/7/1888,4/2/1889,400646,Phonograph Recorder and Reproducer,Phonographs and Sound Recording
599,5/22/1888,6/7/1888,12/20/1892,488190,Phonograph-Reproducer,Phonographs and Sound Recording
600,5/26/1888,5/29/1888,12/20/1892,488189,Phonograph,Phonographs and Sound Recording
601,6/21/1888,7/2/1888,3/15/1892,470925,Manufacture of Filaments for Incandescent Lamps,Electric Light and Power
602,6/30/1888,7/7/1888,11/27/1888,393465,Method of Preparing Phonograph Recording-Surfaces,Phonographs and Sound Recording
603,6/30/1888,7/7/1888,4/2/1889,400647,Phonograph,Phonographs and Sound Recording
604,6/30/1888,7/7/1888,3/24/1891,448780,Device for Turning Off Phonogram-Blanks,Phonographs and Sound Recording
605,7/14/1888,7/17/1888,11/27/1888,393466,Phonograph-Recorder,Phonographs and Sound Recording
606,7/14/1888,7/17/1888,12/4/1888,393966,Method of Recording and Reproducing Sounds,Phonographs and Sound Recording
607,7/14/1888,7/17/1888,12/4/1888,393967,Method of Recording and Reproducing Sounds,Phonographs and Sound Recording
608,7/14/1888,7/17/1888,9/30/1890,437423,Phonograph,Phonographs and Sound Recording
609,7/14/1888,7/17/1888,4/21/1891,450740,Phonograph-Recorder,Phonographs and Sound Recording
610,7/14/1888,7/17/1888,11/8/1892,485617,Incandescent-Lamp Filament,Electric Light and Power
611,7/14/1888,7/30/1888,6/17/1890,430274,Phonogram-Blank,Phonographs and Sound Recording
612,7/16/1888,7/30/1888,3/24/1891,448781,Turning-Off Device for Phonographs,Phonographs and Sound Recording
613,7/27/1888,7/30/1888,4/2/1889,400648,Phonogram-Blank,Phonographs and Sound Recording
614,7/27/1888,7/30/1888,6/20/1893,499879,Phonograph,Phonographs and Sound Recording
615,8/31/1888,9/15/1888,2/12/1889,397705,Method of Winding Field-Magnets,Electric Light and Power
616,8/31/1888,9/15/1888,9/2/1890,435690,Method of Making Armatures for Dynamo-Electric Machines,Electric Light and Power
617,9/12/1888,9/20/1888,6/17/1890,430275,Magnetic Separator,Mining and Ore Milling
618,9/12/1888,9/20/1888,5/10/1892,474591,Process of Extracting Gold from Sulphide Ores,Mining and Ore Milling
619,9/19/1888,9/27/1888,2/5/1889,397280,Phonograph Recorder and Reproducer,Phonographs and Sound Recording
620,9/29/1888,10/11/1888,2/12/1889,397706,Phonograph,Phonographs and Sound Recording
621,9/29/1888,10/11/1888,4/2/1889,400649,Method of Making Phonogram-Blanks,Phonographs and Sound Recording
622,10/15/1888,10/17/1888,4/2/1889,400650,Method of Making Phonogram-Blanks,Phonographs and Sound Recording
623,10/15/1888,10/17/1888,7/9/1889,406568,Phonograph,Phonographs and Sound Recording
624,10/15/1888,10/17/1888,9/30/1890,437424,Phonograph,Phonographs and Sound Recording
625,10/31/1888,11/5/1888,12/4/1888,393968,Phonograph-Recorder,Phonographs and Sound Recording
626,1/10/1889,1/19/1889,7/9/1889,406569,Phonogram-Blank,Phonographs and Sound Recording
627,1/10/1889,1/19/1889,12/20/1892,488191,Phonogram-Blank,Phonographs and Sound Recording
628,1/12/1889,1/15/1889,6/17/1890,430276,Phonograph,Phonographs and Sound Recording
629,2/1/1889,2/11/1889,7/9/1889,406570,Phonograph,Phonographs and Sound Recording
630,2/1/1889,2/11/1889,7/9/1889,406571,Process of Treating Phonogram-Blanks,Phonographs and Sound Recording
631,2/1/1889,2/11/1889,7/9/1889,406572,Automatic Determining Device for Phonographs,Phonographs and Sound Recording
632,2/1/1889,2/11/1889,7/9/1889,406573,Automatic Determining Device for Phonographs,Phonographs and Sound Recording
633,2/1/1889,2/11/1889,7/9/1889,406574,Automatic Determining Device for Phonographs,Phonographs and Sound Recording
634,2/1/1889,2/11/1889,7/9/1889,406575,Automatic Determining Device for Phonographs,Phonographs and Sound Recording
635,2/1/1889,2/11/1889,6/17/1890,430277,Automatic Determining Device for Phonographs,Phonographs and Sound Recording
636,2/1/1889,2/11/1889,9/30/1890,437425,Phonograph-Recorder,Phonographs and Sound Recording
637,2/1/1889,2/16/1889,7/9/1889,406576,Phonogram-Blank,Phonographs and Sound Recording
638,3/22/1889,3/25/1889,11/12/1889,414759,Phonogram-Blank,Phonographs and Sound Recording
639,3/22/1889,3/25/1889,11/3/1891,462540,Incandescent Electric Lamp,Electric Light and Power
640,3/22/1889,3/30/1889,11/12/1889,414760,Phonograph,Phonographs and Sound Recording
641,4/8/1889,4/10/1889,6/17/1890,430278,Phonograph,Phonographs and Sound Recording
642,4/25/1889,5/11/1889,10/14/1890,438309,Method of Insulating Electrical Conductors,Electric Light and Power
643,6/15/1889,7/2/1889,3/11/1890,423039,Phonograph for Dolls or other Toys,Phonographs and Sound Recording
644,6/15/1889,7/2/1889,4/29/1890,426527,Automatic Determining Device for Phonographs,Phonographs and Sound Recording
645,6/15/1889,7/2/1889,6/17/1890,430279,Voltaic Battery,Batteries
646,6/29/1889,7/2/1889,10/10/1893,506216,Apparatus for Making Glass,Miscellaneous
647,7/16/1889,8/10/1889,11/12/1889,414761,Phonogram-Blank,Phonographs and Sound Recording
648,7/20/1889,7/29/1889,6/17/1890,430280,Magnetic Separator,Mining and Ore Milling
649,7/20/1889,8/10/1889,9/30/1890,437426,Phonograph,Phonographs and Sound Recording
650,11/14/1889,11/18/1889,12/29/1891,465972,Phonograph,Phonographs and Sound Recording
651,12/11/1889,12/27/1889,12/30/1890,443507,Phonograph,Phonographs and Sound Recording
652,12/11/1889,12/27/1889,3/23/1894,513095,Phonograph,Phonographs and Sound Recording
653,1/16/1890,1/20/1890,8/19/1890,434588,Magnetic Ore-Separator,Mining and Ore Milling
654,2/8/1890,2/17/1890,9/30/1890,437427,Method of Making Phonogram-Blanks,Phonographs and Sound Recording
655,2/8/1890,2/17/1890,12/15/1891,465250,Process of Extracting Copper Pyrites,Mining and Ore Milling
656,2/14/1890,2/20/1890,8/19/1890,434589,Propelling Mechanism for Electric Vehicles,Electric Light and Power
657,4/25/1890,5/5/1890,10/14/1890,438310,Lamp-Base,Electric Light and Power
658,4/29/1890,5/5/1890,9/30/1890,437428,Propelling Device for Electric Cars,Electric Light and Power
659,4/29/1890,5/9/1890,9/30/1890,437429,Phonogram-Blank,Phonographs and Sound Recording
660,5/6/1890,5/24/1890,6/30/1891,454941,Phonograph Recorder or Reproducer,Phonographs and Sound Recording
661,5/17/1890,5/24/1890,9/9/1890,436127,Electric Motor,Electric Light and Power
662,5/24/1890,5/27/1890,10/18/1892,484583,Phonograph Cutting-Tool,Phonographs and Sound Recording
663,5/24/1890,5/27/1890,10/18/1892,484584,Phonograph-Reproducer,Phonographs and Sound Recording
664,6/2/1890,6/10/1890,9/23/1890,436970,Apparatus for Transmitting Power,Electric Light and Power
665,7/5/1890,7/30/1890,6/9/1891,453741,Phonograph,Phonographs and Sound Recording
666,7/5/1890,7/30/1890,6/30/1891,454942,Phonograph,Phonographs and Sound Recording
667,7/5/1890,7/30/1890,7/21/1891,456301,Phonograph-Doll,Phonographs and Sound Recording
668,7/5/1890,7/30/1890,10/18/1892,484585,Phonograph,Phonographs and Sound Recording
669,8/4/1890,8/12/1890,7/21/1891,456302,Phonograph,Phonographs and Sound Recording
670,8/9/1890,8/28/1890,6/14/1892,476984,Expansible Pulley,Miscellaneous
671,8/9/1890,8/28/1890,3/21/1893,493858,Transmission of Power,Miscellaneous
672,9/6/1890,9/10/1890,8/11/1891,457343,Magnetic Belting,Miscellaneous
673,9/12/1890,9/15/1890,1/13/1891,444530,Leading-In Wire for Incandescent Lamps,Electric Light and Power
674,9/13/1890,9/17/1890,2/12/1895,534209,Incandescent Electric Lamp,Electric Light and Power
675,10/27/1890,11/21/1890,6/14/1892,476985,Trolley for Electric Railways,Electric Light and Power
676,10/27/1890,11/21/1890,6/27/1893,500280,Phonograph,Phonographs and Sound Recording
677,10/27/1890,11/21/1890,7/2/1895,541923,Phonograph,Phonographs and Sound Recording
678,11/17/1890,11/21/1890,8/11/1891,457344,Smoothing-Tool for Phonogram-Blanks,Phonographs and Sound Recording
679,11/17/1890,11/21/1890,9/29/1891,460123,Phonogram-Blank Carrier,Phonographs and Sound Recording
680,11/17/1890,11/21/1890,6/27/1893,500281,Phonograph,Phonographs and Sound Recording
681,11/17/1890,12/3/1890,7/2/1895,541924,Phonograph,Phonographs and Sound Recording
682,12/1/1890,12/3/1890,6/27/1893,500282,Phonograph,Phonographs and Sound Recording
683,12/1/1890,12/3/1890,1/12/1897,575151,Phonograph,Phonographs and Sound Recording
684,12/1/1890,12/3/1890,6/14/1898,605667,Phonograph,Phonographs and Sound Recording
685,12/1/1890,12/3/1890,9/13/1898,610706,Phonograph,Phonographs and Sound Recording
686,12/1/1890,12/3/1890,4/11/1899,622843,Phonograph,Phonographs and Sound Recording
687,12/6/1890,12/15/1890,8/16/1898,609268,Phonograph,Phonographs and Sound Recording
688,12/20/1890,1/19/1891,3/14/1893,493425,Electric Locomotive,Electric Light and Power
689,1/20/1891,1/24/1891,6/14/1892,476992,Incandescent Electric Lamp,Electric Light and Power
690,2/4/1891,2/9/1891,4/25/1893,496191,Phonograph,Phonographs and Sound Recording
691,2/4/1891,2/24/1891,3/15/1892,470926,Dynamo-Electric Machine or Motor,Electric Light and Power
692,2/24/1891,3/2/1891,6/14/1892,476986,Means for Propelling Electric Cars,Electric Light and Power
693,2/24/1891,3/2/1891,6/14/1892,476987,Electric Locomotive,Electric Light and Power
694,3/4/1891,3/23/1891,12/29/1891,465973,Armature for Dynamos or Motors,Electric Light and Power
695,3/4/1891,3/26/1891,3/15/1892,470927,Driving Mechanism for Cars,Electric Light and Power
696,3/20/1891,3/26/1891,12/29/1891,465970,Armature Connection for Motors or Generators,Electric Light and Power
697,3/20/1891,4/4/1891,2/16/1892,468950,Commutator-Brush for Electric Motors and Dynamos,Electric Light and Power
698,6/3/1891,6/9/1891,5/24/1892,475491,Electric Locomotive,Electric Light and Power
699,6/3/1891,6/9/1891,5/24/1892,475492,Electric Locomotive,Electric Light and Power
700,6/3/1891,6/9/1891,5/24/1892,475493,Electric Locomotive,Electric Light and Power
701,6/3/1891,6/9/1891,5/24/1892,475494,Electric Railway,Electric Light and Power
702,7/31/1891,8/14/1891,6/14/1892,476988,Lightning-Arrester,Electric Light and Power
703,7/31/1891,8/14/1891,6/14/1892,476989,Conductor for Electric Railways,Electric Light and Power
704,7/31/1891,8/14/1891,11/28/1893,509518,Electric Railway,Electric Light and Power
705,7/31/1891,8/24/1891,12/15/1891,465251,Method of Bricking Fine Ores,Mining and Ore Milling
706,7/31/1891,8/24/1891,11/8/1892,485840,Method of Bricking Fine Iron Ores,Mining and Ore Milling
707,7/31/1891,8/24/1891,3/14/1893,493426,Apparatus for Exhibiting Photographs of Moving Objects,Motion Pictures
708,7/31/1891,8/24/1891,8/31/1897,589168,Kinetographic Camera,Motion Pictures
709,7/31/1891,8/25/1891,3/15/1892,470928,Alternating-Current Generator,Electric Light and Power
710,7/31/1891,8/25/1891,6/14/1892,476990,Electric Meter,Electric Light and Power
711,7/31/1891,9/2/1891,10/11/1892,484183,Electrical Depositing-Meter,Electric Light and Power
712,7/31/1891,10/1/1891,6/14/1892,476993,Electric-Arc Lamp,Electric Light and Power
713,8/28/1891,10/1/1891,3/15/1892,470929,Magnetic Separator,Mining and Ore Milling
714,8/28/1891,10/1/1891,3/22/1892,471268,Ore-Conveyer and Method of Arranging Ore Thereon,Mining and Ore Milling
715,8/28/1891,10/1/1891,4/5/1892,472288,Dust-Proof Bearing for Shafts,Mining and Ore Milling
716,8/28/1891,10/1/1891,4/12/1892,472752,Dust-Proof Journal-Bearing,Mining and Ore Milling
717,8/28/1891,10/1/1891,4/12/1892,472753,Ore-Screening Apparatus,Mining and Ore Milling
718,8/28/1891,10/1/1891,5/10/1892,474592,Ore-Conveying Apparatus,Mining and Ore Milling
719,8/28/1891,10/1/1891,5/30/1893,498385,Roller for Crushing Ore or Other Material,Mining and Ore Milling
720,8/28/1891,10/8/1891,5/10/1892,474593,Dust-Proof Swivel Shaft-Bearing,Mining and Ore Milling
721,10/8/1891,10/10/1891,3/15/1892,470930,Dynamo-Electric Machine,Electric Light and Power
722,10/8/1891,10/15/1891,6/7/1892,476532,Ore-Screening Apparatus,Mining and Ore Milling
723,11/10/1891,11/12/1891,2/21/1893,491992,Cut-Out for Incandescent Electric Lamps,Electric Light and Power
724,4/5/1892,4/11/1892,2/21/1893,491993,Stop Device,Motion Pictures
725,6/27/1892,7/2/1892,7/21/1896,564423,Process of Separating Ores,Mining and Ore Milling
726,7/9/1892,7/20/1892,11/8/1892,485841,Method of Magnetically Separating Ores,Mining and Ore Milling
727,7/9/1892,7/20/1892,11/8/1892,485842,Method of Magnetic-Ore Separation,Mining and Ore Milling
728,8/24/1892,8/29/1892,1/23/1894,513096,Method of and Apparatus for Mixing Materials,Mining and Ore Milling
729,3/15/1893,3/17/1893,11/28/1893,509428,Composition Brick and Method of Making Same,Mining and Ore Milling
730,5/22/1893,5/24/1893,1/23/1894,513097,Phonograph,Phonographs and Sound Recording
731,12/13/1893,12/19/1893,9/8/1896,567187,Crushing-Roll,Mining and Ore Milling
732,12/13/1893,12/19/1893,4/12/1898,602064,Conveyer,Mining and Ore Milling
733,5/16/1896,5/19/1896,9/10/1907,865367,Fluorescent Electric Lamp,Electric Light and Power
734,1/25/1897,1/27/1897,5/31/1898,604740,Governor for Motors,Phonographs and Sound Recording
735,1/25/1897,1/27/1897,7/19/1898,607588,Phonograph,Phonographs and Sound Recording
736,5/14/1897,6/12/1897,5/28/1901,675056,Magnetic Separator,Mining and Ore Milling
737,5/14/1897,7/16/1897,11/21/1899,637327,Rolls,Mining and Ore Milling
738,5/14/1897,7/16/1897,4/23/1901,672616,Method of Breaking Rock,Mining and Ore Milling
739,5/14/1897,7/16/1897,6/18/1901,676618,Magnetic Separator,Mining and Ore Milling
740,6/10/1897,6/29/1897,6/14/1898,605475,Drying Apparatus,Mining and Ore Milling
741,6/10/1897,6/29/1897,6/14/1898,605668,Mixer,Mining and Ore Milling
742,6/10/1897,6/29/1897,2/5/1901,667201,Flight Conveyer,Mining and Ore Milling
743,6/10/1897,6/29/1897,4/2/1901,671314,Lubricating Journal-Bearings,Mining and Ore Milling
744,6/10/1897,6/29/1897,4/2/1901,671315,Conveyer,Mining and Ore Milling
745,6/10/1897,6/29/1897,5/28/1901,675057,Apparatus for Screening Pulverized Material,Mining and Ore Milling
746,2/21/1898,3/5/1898,11/11/1902,713209,Process of Duplicating Phonograms,Phonographs and Sound Recording
747,3/21/1898,3/24/1898,7/1/1902,703774,Reproducer for Phonographs,Phonographs and Sound Recording
748,3/29/1898,3/31/1898,6/6/1899,626460,Filament for Incandescent Lamps and Process of Manufacturing Same,Electric Light and Power
749,4/11/1898,5/23/1898,5/8/1900,648933,Drier,Mining and Ore Milling
750,4/11/1898,5/23/1898,11/6/1900,661238,Machine for Forming Pulverized Material into Briquets,Mining and Ore Milling
751,4/11/1898,5/23/1898,5/14/1901,674057,Grinding or Crushing Rolls,Mining and Ore Milling
752,4/11/1898,5/23/1898,7/1/1902,703562,Apparatus for Bricking Pulverized Material,Mining and Ore Milling
753,4/11/1898,5/23/1898,7/8/1902,704010,Apparatus for Concentrating Magnetic Iron Ores,Mining and Ore Milling
754,9/19/1898,9/24/1898,10/9/1900,659389,Electric Meter,Electric Light and Power
755,2/6/1899,3/17/1899,5/8/1900,648934,Process of Screening or Sizing Very Fine Materials,Mining and Ore Milling
756,2/6/1899,3/17/1899,12/14/1900,663015,Electric Meter,Electric Light and Power
757,2/10/1899,3/17/1899,12/10/1901,688610,Phonograph Recording Apparatus,Phonographs and Sound Recording
758,2/24/1899,2/27/1899,2/20/1900,643764,Method of Reheating Compressed Air for Industrial Purposes,Miscellaneous
759,3/23/1899,9/16/1899,10/23/1900,660293,Electric Meter,Electric Light and Power
760,4/10/1899,4/24/1899,1/16/1900,641281,Expanding Pulley,Miscellaneous
761,6/15/1899,7/1/1899,5/5/1903,727116,Grinding-Rolls,Mining and Ore Milling
762,9/12/1899,9/21/1899,6/26/1900,652457,Phonograph,Phonographs and Sound Recording
763,10/27/1899,10/28/1899,5/8/1900,648935,Apparatus for Duplicating Phonograph-Records,Phonographs and Sound Recording
764,11/24/1899,12/6/1899,11/5/1901,685911,Apparatus for Reheating Compressed Air for Industrial Purposes,Miscellaneous
765,12/9/1899,12/12/1899,9/18/1900,657922,Apparatus for Reheating Compressed Air for Industrial Purposes,Miscellaneous
766,1/3/1900,1/9/1900,6/18/1901,676840,Magnetic Separating Apparatus,Mining and Ore Milling
767,1/9/1900,1/11/1900,10/30/1900,660845,"Apparatus for Sampling, Averaging, Mixing, and Storing Materials in Bulk",Cement
768,1/9/1900,1/11/1900,11/20/1900,662063,"Process of Sampling, Averaging, Mixing, and Storing Materials in Bulk",Cement
769,1/24/1900,1/31/1900,7/30/1901,679500,Apparatus for Screening or Sizing Very Fine Materials,Cement
770,2/23/1900,3/7/1900,4/2/1901,671316,Apparatus for Screening or Rescreening Fine Materials,Cement
771,3/28/1900,3/31/1900,4/2/1901,671317,Method of Screening or Rescreening Fine Materials,Cement
772,4/10/1900,4/19/1900,5/10/1904,759356,"Method of Burning Portland-Cement Clinker, &c.",Cement
773,4/10/1900,4/19/1900,5/10/1904,759357,Apparatus for Burning Portland-Cement Clinker &c.,Cement
774,4/30/1900,5/3/1900,8/7/1900,655480,Phonographic Reproducing Device,Phonographs and Sound Recording
775,4/30/1900,5/4/1900,9/11/1900,657527,Process of Making Metallic Duplicate Phonograph-Records,Phonographs and Sound Recording
776,4/30/1900,5/8/1900,2/5/1901,667202,Apparatus for Duplicating Phonograph-Records,Phonographs and Sound Recording
777,4/30/1900,5/8/1900,2/5/1901,667662,Process of Duplicating Phonograph-Records,Phonographs and Sound Recording
778,5/15/1900,6/16/1900,11/18/1902,713863,Process of Coating Phonograph-Records,Phonographs and Sound Recording
779,6/11/1900,6/21/1900,5/10/1904,759358,Magnetic Separating Apparatus,Mining and Ore Milling
780,6/11/1900,7/2/1900,6/18/1901,676841,Magnetic Separating Apparatus,Mining and Ore Milling
781,7/23/1900,8/18/1900,8/13/1901,680520,Process of Making Duplicate Phonograph-Records,Phonographs and Sound Recording
782,8/1/1900,8/9/1900,4/23/1901,672617,Apparatus for Breaking Rock,Cement
783,8/10/1900,8/18/1900,6/11/1901,676225,Phonographic Recording Apparatus,Phonographs and Sound Recording
784,9/28/1900,10/15/1900,6/24/1902,703051,Electric Meter,Electric Light and Power
785,10/15/1900,10/31/1900,10/8/1901,684204,Reversible Galvanic Battery,Batteries
786,10/15/1900,10/31/1900,11/19/1907,871214,Reversible Galvanic Battery,Batteries
787,12/22/1900,1/8/1901,7/8/1902,704303,Reversible Galvanic Battery,Batteries
788,2/18/1901,3/5/1901,5/13/1902,700136,Reversible Galvanic Battery,Batteries
789,2/23/1901,3/1/1901,7/8/1902,704304,Reversible Galvanic Battery,Batteries
790,2/23/1901,3/5/1901,5/13/1902,700137,Reversible Galvanic Battery,Batteries
791,5/10/1901,5/17/1901,7/8/1902,704305,Electrode for Batteries,Batteries
792,6/17/1901,6/20/1901,7/16/1901,678722,Reversible Galvanic Battery,Batteries
793,6/17/1901,6/20/1901,10/8/1901,684205,Reversible Galvanic Battery,Batteries
794,6/17/1901,6/20/1901,2/4/1902,692507,Reversible Galvanic Battery,Batteries
795,6/17/1901,6/20/1901,6/3/1902,701804,Reversible Galvanic Battery,Batteries
796,6/17/1901,6/20/1901,7/8/1902,704306,Reversible Galvanic Battery,Batteries
797,10/24/1901,11/8/1901,7/29/1902,705829,Reproducer for Sound-Records,Phonographs and Sound Recording
798,10/24/1901,11/8/1901,9/25/1906,831606,Sound-Recording Apparatus,Phonographs and Sound Recording
799,12/24/1901,1/2/1902,7/31/1906,827089,Calcining-Furnace,Cement
800,2/11/1902,2/14/1902,7/28/1903,734522,Process of Nickel-Plating,Batteries
801,9/29/1902,10/3/1902,5/5/1903,727117,Reversible Galvanic Battery,Batteries
802,10/13/1902,10/21/1902,5/5/1903,727118,Process of Manufacturing Electrolytically-Active Finely-Divided Iron,Batteries
803,11/13/1902,11/28/1902,3/3/1903,721682,Reversible Galvanic Battery,Batteries
804,11/13/1902,11/28/1902,3/3/1903,721870,Funnel for Filling Storage-Battery Cans or Analogous Purposes,Batteries
805,11/13/1902,11/28/1902,3/24/1903,723449,Electrode for Storage Batteries,Batteries
806,11/13/1902,11/28/1902,3/24/1903,723450,Reversible Galvanic Battery,Batteries
807,11/13/1902,11/28/1902,3/15/1904,754755,Compressing-Dies,Batteries
808,11/13/1902,11/28/1902,3/15/1904,754858,Storage-Battery Tray,Batteries
809,11/13/1902,11/28/1902,3/15/1904,754859,Reversible Galvanic Battery,Batteries
810,11/13/1902,11/28/1902,7/5/1904,764183,Method of Separating Mechanically-Entrained Globules from Gases,Batteries
811,11/13/1902,11/28/1902,5/7/1907,852424,Secondary Battery,Batteries
812,11/13/1902,12/5/1902,10/24/1905,802631,Apparatus for Burning Portland-Cement Clinker,Cement
813,12/18/1902,1/9/1903,3/10/1903,722502,Means for Handling Cable-Drawn Cars on Inclines,Miscellaneous
814,12/18/1902,1/9/1903,3/31/1903,724089,Means for Operating Motors in Dust-Laden Atmospheres,Cement
815,12/18/1902,1/9/1903,1/19/1904,750102,Electrical Automobile,Batteries
816,12/18/1902,1/9/1903,4/26/1904,758432,Stock-House Conveyer,Cement
817,12/18/1902,1/9/1903,10/2/1906,832046,Automatic Weighing and Mixing Apparatus,Cement
818,12/18/1902,1/13/1903,12/10/1907,873219,Feed-Regulator for Grinding-Machines,Cement
819,12/18/1902,1/13/1903,1/16/1912,1014818,Giant Rolls,Cement
820,1/22/1903,1/29/1903,1/22/1907,841677,Apparatus for Grinding and Separating Fine Materials,Cement
821,1/30/1903,2/11/1903,5/23/1905,790351,Process of Duplicating Phonographic Records,Phonographs and Sound Recording
822,1/30/1903,3/5/1903,10/18/1904,772647,Photographic Film for Moving-Picture Machines,Motion Pictures
823,1/30/1903,3/5/1903,9/18/1906,831269,Storage-Battery Electrode-Plate,Batteries
824,4/27/1903,5/4/1903,11/29/1904,775965,Dry Separator,Cement
825,5/25/1903,5/29/1903,3/15/1904,754756,Process of Separating Ores from Magnetic Gangue,Mining and Ore Milling
826,7/20/1903,7/22/1903,11/22/1904,775600,Rotary Cement-Kiln,Cement
827,7/30/1903,8/1/1903,8/9/1904,767216,Apparatus for Vacuously Depositing Metals,Phonographs and Sound Recording
828,7/30/1903,8/1/1903,8/8/1905,796629,Lamp-Guard,Electric Light and Power
829,8/25/1903,8/28/1903,10/18/1904,772648,Vehicle-Wheel,Miscellaneous
830,10/3/1903,10/5/1903,4/23/1907,850912,Process of Making Articles by Electroplating,Batteries
831,10/3/1903,10/5/1903,6/18/1907,857041,Can or Receptacle for Storage Batteries,Batteries
832,11/11/1903,11/13/1903,6/21/1910,962081,Apparatus for Recording Sounds,Phonographs and Sound Recording
833,11/16/1903,11/18/1903,8/9/1904,766815,Primary Battery,Batteries
834,11/16/1903,11/18/1903,12/21/1909,943664,Sound-Recording Apparatus,Phonographs and Sound Recording
835,11/20/1903,11/23/1903,12/10/1907,873220,Reversible Galvanic Battery,Batteries
836,12/8/1903,12/10/1903,9/15/1908,898633,Filling Apparatus for Storage-Battery Jars & c.,Batteries
837,6/8/1904,6/13/1904,8/16/1904,767554,Method of Rendering Storage-Battery Gases Non-Explosive,Batteries
838,6/20/1904,6/28/1904,7/23/1907,861241,Portland Cement and Process of Manufacturing the Same,Cement
839,6/24/1904,6/29/1904,10/3/1905,800800,Phonograph-Record and Method of Making the Same,Phonographs and Sound Recording
840,6/24/1904,6/29/1904,5/29/1906,821622,Process of Cleaning Metallic Surfaces,Batteries
841,6/24/1904,6/29/1904,2/18/1908,879612,Alkaline Storage Battery,Batteries
842,6/24/1904,6/29/1904,2/25/1908,880484,Process of Producing Very Thin Sheet Metal,Batteries
843,7/12/1904,7/21/1904,8/22/1905,797845,Sheet Metal for Perforated Pockets of Storage Batteries,Batteries
844,7/12/1904,7/21/1904,7/31/1906,827297,Alkaline Battery,Batteries
845,7/12/1904,7/21/1904,3/19/1907,847746,Electrical Welding Apparatus,Miscellaneous
846,7/18/1904,8/16/1904,3/21/1905,785297,Gas-Separator for Storage Batteries,Batteries
847,8/10/1904,8/16/1904,7/23/1907,861242,Can or Receptacle for Storage Batteries,Batteries
848,8/10/1904,9/28/1904,5/22/1906,821032,Storage Battery,Batteries
849,8/23/1904,8/30/1904,9/20/1910,970615,Method and Apparatus for Making Sound-Records,Phonographs and Sound Recording
850,9/26/1904,9/29/1904,4/10/1906,817162,Process of Treating Alkaline Storage Batteries,Batteries
