Transaction,date_time,period_day,weekday_weekend,items
1621,2016-11-18 16:21:00,afternoon,weekday,"bread,coffee,hot chocolate"
1622,2016-11-18 17:03:00,evening,weekday,"medialuna,tea"
1623,2016-11-18 17:11:00,evening,weekday,coke
1624,2016-11-18 17:13:00,evening,weekday,medialuna
1625,2016-11-18 17:23:00,evening,weekday,fudge
1626,2016-11-18 18:30:00,evening,weekday,"muffin,tea"
1627,2016-11-18 18:33:00,evening,weekday,"alfajores,coffee"
1629,2016-11-19 08:42:00,morning,weekend,"bread,pastry"
1630,2016-11-19 08:42:00,morning,weekend,"coffee,pastry"
1631,2016-11-19 08:53:00,morning,weekend,coffee
1632,2016-11-19 08:55:00,morning,weekend,bread
1633,2016-11-19 08:56:00,morning,weekend,bread
1634,2016-11-19 08:57:00,morning,weekend,"coffee,keeping it local,tea"
1635,2016-11-19 09:12:00,morning,weekend,"bread,medialuna,pastry"
1636,2016-11-19 09:15:00,morning,weekend,"coffee,farm house,medialuna"
1637,2016-11-19 09:29:00,morning,weekend,"coffee,pastry"
1638,2016-11-19 09:31:00,morning,weekend,coffee
1639,2016-11-19 09:31:00,morning,weekend,coffee
1640,2016-11-19 09:35:00,morning,weekend,"coffee,keeping it local,medialuna"
1641,2016-11-19 09:40:00,morning,weekend,"bread,coffee,pastry"
1642,2016-11-19 09:46:00,morning,weekend,farm house
1643,2016-11-19 09:50:00,morning,weekend,bread
1644,2016-11-19 09:55:00,morning,weekend,"bread,keeping it local,tea"
1645,2016-11-19 10:01:00,morning,weekend,"bread,coffee,keeping it local,medialuna"
1646,2016-11-19 10:04:00,morning,weekend,"bread,coffee,medialuna"
1647,2016-11-19 10:04:00,morning,weekend,coffee
1648,2016-11-19 10:06:00,morning,weekend,bread
1649,2016-11-19 10:12:00,morning,weekend,"bread,medialuna,pastry"
1650,2016-11-19 10:14:00,morning,weekend,"bread,pastry"
1651,2016-11-19 10:15:00,morning,weekend,"coffee,medialuna"
1652,2016-11-19 10:15:00,morning,weekend,bread
1653,2016-11-19 10:16:00,morning,weekend,bread
1654,2016-11-19 10:17:00,morning,weekend,coffee
1655,2016-11-19 10:19:00,morning,weekend,focaccia
1656,2016-11-19 10:19:00,morning,weekend,coffee
1657,2016-11-19 10:20:00,morning,weekend,"hot chocolate,pastry"
1658,2016-11-19 10:30:00,morning,weekend,"coffee,hot chocolate"
1659,2016-11-19 10:33:00,morning,weekend,bread
1660,2016-11-19 10:34:00,morning,weekend,"bread,coffee"
1661,2016-11-19 10:35:00,morning,weekend,"muffin,pastry,scandinavian"
1662,2016-11-19 10:37:00,morning,weekend,"bread,focaccia"
1663,2016-11-19 10:38:00,morning,weekend,bread
1664,2016-11-19 10:41:00,morning,weekend,muffin
1665,2016-11-19 10:44:00,morning,weekend,"caramel bites,coffee,medialuna"
1666,2016-11-19 10:50:00,morning,weekend,"muffin,tartine,tea"
1667,2016-11-19 10:54:00,morning,weekend,bread
1668,2016-11-19 10:57:00,morning,weekend,"bread,coffee,focaccia,tea"
1669,2016-11-19 11:00:00,morning,weekend,jam
1670,2016-11-19 11:01:00,morning,weekend,focaccia
1671,2016-11-19 11:03:00,morning,weekend,"coffee,medialuna,muffin"
1672,2016-11-19 11:05:00,morning,weekend,"bread,coffee"
1673,2016-11-19 11:06:00,morning,weekend,"coffee,muffin"
1674,2016-11-19 11:17:00,morning,weekend,coffee
1675,2016-11-19 11:19:00,morning,weekend,coffee
1676,2016-11-19 11:24:00,morning,weekend,bread
1677,2016-11-19 11:35:00,morning,weekend,coffee
1678,2016-11-19 11:36:00,morning,weekend,coffee
1679,2016-11-19 11:36:00,morning,weekend,coffee
1680,2016-11-19 11:41:00,morning,weekend,coffee
1681,2016-11-19 11:46:00,morning,weekend,tea
1682,2016-11-19 11:48:00,morning,weekend,fudge
1683,2016-11-19 11:52:00,morning,weekend,"bread,coffee,ella's kitchen pouches,medialuna,tea"
1684,2016-11-19 12:02:00,afternoon,weekend,jammie dodgers
1685,2016-11-19 12:05:00,afternoon,weekend,bread
1686,2016-11-19 12:12:00,afternoon,weekend,"coffee,keeping it local,soup,tea"
1687,2016-11-19 12:34:00,afternoon,weekend,coffee
1688,2016-11-19 12:39:00,afternoon,weekend,coffee
1689,2016-11-19 12:44:00,afternoon,weekend,"coffee,muffin"
1690,2016-11-19 12:47:00,afternoon,weekend,"bread,coffee,soup"
1691,2016-11-19 13:04:00,afternoon,weekend,"coffee,medialuna,tea"
1692,2016-11-19 13:10:00,afternoon,weekend,alfajores
1693,2016-11-19 13:14:00,afternoon,weekend,bread
1694,2016-11-19 13:15:00,afternoon,weekend,"coffee,medialuna,pastry,tartine"
1695,2016-11-19 13:16:00,afternoon,weekend,"tartine,tea"
1696,2016-11-19 13:18:00,afternoon,weekend,"bread,coffee"
1697,2016-11-19 13:26:00,afternoon,weekend,"bread,coffee,medialuna"
1698,2016-11-19 13:28:00,afternoon,weekend,"bread,medialuna"
1699,2016-11-19 13:34:00,afternoon,weekend,focaccia
1700,2016-11-19 13:36:00,afternoon,weekend,scandinavian
1701,2016-11-19 13:45:00,afternoon,weekend,"coffee,hearty & seasonal,mineral water,sandwich"
1702,2016-11-19 13:46:00,afternoon,weekend,"coffee,sandwich"
1703,2016-11-19 14:09:00,afternoon,weekend,"scandinavian,tea"
1704,2016-11-19 14:11:00,afternoon,weekend,coffee
1705,2016-11-19 14:20:00,afternoon,weekend,coffee
1706,2016-11-19 14:26:00,afternoon,weekend,"kids biscuit,soup"
1707,2016-11-19 14:27:00,afternoon,weekend,coffee
1708,2016-11-19 14:29:00,afternoon,weekend,bread
1709,2016-11-19 14:30:00,afternoon,weekend,coffee
1710,2016-11-19 14:36:00,afternoon,weekend,coffee
1711,2016-11-19 14:40:00,afternoon,weekend,"bread,coffee"
1712,2016-11-19 14:55:00,afternoon,weekend,"cake,coffee,muffin,tea"
1713,2016-11-19 15:01:00,afternoon,weekend,hot chocolate
1714,2016-11-19 15:05:00,afternoon,weekend,"cake,coffee,tea"
1715,2016-11-19 15:07:00,afternoon,weekend,"coffee,muffin,tea"
1716,2016-11-19 15:18:00,afternoon,weekend,"coffee,cookies,hot chocolate,jammie dodgers"
1717,2016-11-19 15:20:00,afternoon,weekend,"bread,caramel bites,jammie dodgers,my-5 fruit shoot"
1718,2016-11-19 15:36:00,afternoon,weekend,coffee
1719,2016-11-19 15:37:00,afternoon,weekend,"caramel bites,coffee,kids biscuit,tea"
1720,2016-11-19 15:39:00,afternoon,weekend,"bread,coffee"
1721,2016-11-19 15:46:00,afternoon,weekend,"alfajores,bread,coffee"
1722,2016-11-19 15:53:00,afternoon,weekend,farm house
1723,2016-11-19 16:05:00,afternoon,weekend,"bread,jammie dodgers,scandinavian"
1724,2016-11-19 16:09:00,afternoon,weekend,tea
1725,2016-11-19 16:17:00,afternoon,weekend,"alfajores,bread,coffee,tea"
1726,2016-11-19 16:26:00,afternoon,weekend,"coffee,mineral water,tea"
1727,2016-11-19 16:32:00,afternoon,weekend,"coffee,kids biscuit"
1728,2016-11-19 16:38:00,afternoon,weekend,"bread,kids biscuit"
1729,2016-11-20 10:06:00,morning,weekend,coffee
1730,2016-11-20 10:25:00,morning,weekend,bread
1731,2016-11-20 10:28:00,morning,weekend,"cake,coffee,hot chocolate"
1732,2016-11-20 10:33:00,morning,weekend,"bread,coffee"
1733,2016-11-20 10:53:00,morning,weekend,"juice,pastry,scandinavian"
1734,2016-11-20 10:54:00,morning,weekend,"bread,coffee"
1735,2016-11-20 10:56:00,morning,weekend,bread
1736,2016-11-20 10:57:00,morning,weekend,"farm house,medialuna,pastry"
1737,2016-11-20 11:00:00,morning,weekend,"alfajores,coffee"
1738,2016-11-20 11:01:00,morning,weekend,bread
1739,2016-11-20 11:02:00,morning,weekend,"coffee,keeping it local"
1740,2016-11-20 11:03:00,morning,weekend,"bread,coffee,hot chocolate,pastry,scandinavian"
1741,2016-11-20 11:07:00,morning,weekend,bread
1742,2016-11-20 11:08:00,morning,weekend,"bread,coffee"
1743,2016-11-20 11:13:00,morning,weekend,"coffee,pastry"
1744,2016-11-20 11:16:00,morning,weekend,"coffee,keeping it local,smoothies"
1745,2016-11-20 11:20:00,morning,weekend,coffee
1746,2016-11-20 11:21:00,morning,weekend,"medialuna,pastry"
1747,2016-11-20 11:35:00,morning,weekend,"cake,tea"
1748,2016-11-20 11:35:00,morning,weekend,"cake,mineral water"
1749,2016-11-20 11:45:00,morning,weekend,"cake,coffee,farm house,medialuna,tea"
1750,2016-11-20 11:46:00,morning,weekend,"bread,coffee,hot chocolate"
1751,2016-11-20 11:49:00,morning,weekend,bread
1752,2016-11-20 11:54:00,morning,weekend,"alfajores,cake,coffee,my-5 fruit shoot,sandwich"
1753,2016-11-20 11:56:00,morning,weekend,farm house
1754,2016-11-20 11:59:00,morning,weekend,jam
1755,2016-11-20 12:03:00,afternoon,weekend,"bread,cake,coffee"
1756,2016-11-20 12:05:00,afternoon,weekend,"bread,coffee"
1757,2016-11-20 12:09:00,afternoon,weekend,tartine
1758,2016-11-20 12:16:00,afternoon,weekend,"bread,farm house,medialuna"
1759,2016-11-20 12:20:00,afternoon,weekend,"bread,brownie,cake"
1760,2016-11-20 12:25:00,afternoon,weekend,"alfajores,cake,coffee,mineral water"
1761,2016-11-20 12:38:00,afternoon,weekend,bread
1762,2016-11-20 12:43:00,afternoon,weekend,coffee
1763,2016-11-20 12:45:00,afternoon,weekend,"bread,jam"
1764,2016-11-20 12:48:00,afternoon,weekend,brownie
1765,2016-11-20 12:52:00,afternoon,weekend,"coffee,mineral water,sandwich"
1767,2016-11-20 12:55:00,afternoon,weekend,coffee
1768,2016-11-20 12:57:00,afternoon,weekend,bread
1769,2016-11-20 12:58:00,afternoon,weekend,"bread,mineral water"
1770,2016-11-20 13:35:00,afternoon,weekend,farm house
1771,2016-11-20 13:39:00,afternoon,weekend,"coffee,medialuna"
1772,2016-11-20 13:43:00,afternoon,weekend,"alfajores,coffee,cookies,focaccia,juice"
1773,2016-11-20 13:48:00,afternoon,weekend,bread
1774,2016-11-20 13:52:00,afternoon,weekend,"brownie,sandwich"
1775,2016-11-20 14:13:00,afternoon,weekend,"alfajores,bread,juice,my-5 fruit shoot"
1776,2016-11-20 14:13:00,afternoon,weekend,bread
1777,2016-11-20 14:16:00,afternoon,weekend,"brownie,cake,coffee,dulce de leche,fudge"
1778,2016-11-20 14:18:00,afternoon,weekend,"cake,coffee,hot chocolate"
1779,2016-11-20 14:25:00,afternoon,weekend,"alfajores,coffee,medialuna"
1780,2016-11-20 14:34:00,afternoon,weekend,"coffee,farm house,keeping it local"
1781,2016-11-20 14:37:00,afternoon,weekend,bread
1782,2016-11-20 14:41:00,afternoon,weekend,"medialuna,truffles"
1783,2016-11-20 14:42:00,afternoon,weekend,"bread,cake,tea,truffles"
1784,2016-11-20 14:52:00,afternoon,weekend,bread
1785,2016-11-20 14:53:00,afternoon,weekend,"brownie,coffee"
1786,2016-11-20 15:03:00,afternoon,weekend,"bread,coffee"
1787,2016-11-20 15:06:00,afternoon,weekend,"brownie,medialuna,tea"
1788,2016-11-20 15:08:00,afternoon,weekend,"bread,scandinavian"
1789,2016-11-20 15:13:00,afternoon,weekend,"alfajores,cake,hot chocolate,medialuna,truffles"
1790,2016-11-20 15:14:00,afternoon,weekend,"brownie,coffee,medialuna"
1791,2016-11-20 15:16:00,afternoon,weekend,"coffee,medialuna,truffles"
1792,2016-11-20 15:17:00,afternoon,weekend,"cake,tea"
1793,2016-11-20 15:22:00,afternoon,weekend,"cake,cookies,hot chocolate,mineral water"
1794,2016-11-20 15:26:00,afternoon,weekend,cookies
1795,2016-11-20 15:37:00,afternoon,weekend,bread
1796,2016-11-20 15:41:00,afternoon,weekend,"cake,hot chocolate"
1797,2016-11-20 15:50:00,afternoon,weekend,"bread,farm house,truffles"
1798,2016-11-20 15:58:00,afternoon,weekend,tea
1799,2016-11-20 18:16:00,evening,weekend,farm house
1800,2016-11-21 07:29:00,morning,weekday,coffee
1801,2016-11-21 08:13:00,morning,weekday,coffee
1802,2016-11-21 08:38:00,morning,weekday,bread
1803,2016-11-21 08:38:00,morning,weekday,coffee
1804,2016-11-21 09:15:00,morning,weekday,coffee
1805,2016-11-21 09:31:00,morning,weekday,"bread,pastry"
1806,2016-11-21 09:35:00,morning,weekday,coffee
1807,2016-11-21 09:41:00,morning,weekday,"coffee,farm house"
1808,2016-11-21 09:44:00,morning,weekday,"coffee,keeping it local"
1809,2016-11-21 09:50:00,morning,weekday,"coffee,medialuna"
1810,2016-11-21 09:59:00,morning,weekday,coffee
1811,2016-11-21 09:59:00,morning,weekday,"coffee,pastry"
1812,2016-11-21 10:00:00,morning,weekday,tea
1813,2016-11-21 10:04:00,morning,weekday,"coffee,keeping it local"
1814,2016-11-21 10:12:00,morning,weekday,"coffee,pastry,smoothies"
1815,2016-11-21 10:14:00,morning,weekday,"coffee,medialuna,muffin"
1816,2016-11-21 10:31:00,morning,weekday,coffee
1817,2016-11-21 11:07:00,morning,weekday,coffee
1818,2016-11-21 11:11:00,morning,weekday,coffee
1819,2016-11-21 11:14:00,morning,weekday,"brownie,coffee,farm house,tea"
1820,2016-11-21 11:55:00,morning,weekday,coffee
1821,2016-11-21 12:02:00,afternoon,weekday,"bread,coffee,keeping it local"
1822,2016-11-21 12:25:00,afternoon,weekday,tea
1823,2016-11-21 12:36:00,afternoon,weekday,"bread,coffee"
1824,2016-11-21 12:36:00,afternoon,weekday,farm house
1825,2016-11-21 12:48:00,afternoon,weekday,coffee
1826,2016-11-21 13:15:00,afternoon,weekday,sandwich
1827,2016-11-21 13:30:00,afternoon,weekday,"farm house,scandinavian"
1828,2016-11-21 13:38:00,afternoon,weekday,coffee
1829,2016-11-21 13:41:00,afternoon,weekday,"cake,coffee"
1830,2016-11-21 14:07:00,afternoon,weekday,"bread,tea"
1831,2016-11-21 14:20:00,afternoon,weekday,truffles
1832,2016-11-21 14:28:00,afternoon,weekday,"bread,fudge,medialuna,pastry"
1833,2016-11-21 14:29:00,afternoon,weekday,bread
1834,2016-11-21 14:32:00,afternoon,weekday,"brownie,cake,tea"
1835,2016-11-21 14:36:00,afternoon,weekday,"juice,medialuna"
1836,2016-11-21 14:54:00,afternoon,weekday,"cake,tea"
1837,2016-11-21 14:57:00,afternoon,weekday,"bread,coffee,medialuna,sandwich,tea"
1838,2016-11-21 15:23:00,afternoon,weekday,alfajores
1839,2016-11-21 15:24:00,afternoon,weekday,coffee
1840,2016-11-21 15:35:00,afternoon,weekday,"coffee,cookies,keeping it local,my-5 fruit shoot"
1841,2016-11-21 15:47:00,afternoon,weekday,"alfajores,bread,hot chocolate"
1842,2016-11-21 16:00:00,afternoon,weekday,bread
1843,2016-11-21 16:11:00,afternoon,weekday,farm house
1844,2016-11-21 16:18:00,afternoon,weekday,"coffee,juice,pastry"
1845,2016-11-21 16:26:00,afternoon,weekday,cookies
1846,2016-11-21 16:27:00,afternoon,weekday,brownie
1847,2016-11-22 08:06:00,morning,weekday,"coffee,medialuna"
1848,2016-11-22 09:07:00,morning,weekday,"coffee,keeping it local"
1849,2016-11-22 09:33:00,morning,weekday,tea
1850,2016-11-22 09:42:00,morning,weekday,"medialuna,tea"
1851,2016-11-22 09:59:00,morning,weekday,"bread,scandinavian"
1852,2016-11-22 10:01:00,morning,weekday,"bread,scandinavian"
1853,2016-11-22 10:08:00,morning,weekday,"coffee,hot chocolate,keeping it local,pastry"
1854,2016-11-22 10:21:00,morning,weekday,bread
1855,2016-11-22 10:25:00,morning,weekday,coffee
1856,2016-11-22 10:28:00,morning,weekday,bread
1857,2016-11-22 10:29:00,morning,weekday,"coffee,cookies"
1858,2016-11-22 10:34:00,morning,weekday,"coffee,pastry"
1859,2016-11-22 11:05:00,morning,weekday,tea
1860,2016-11-22 11:57:00,morning,weekday,"bread,brownie,coffee"
1861,2016-11-22 12:15:00,afternoon,weekday,"coke,sandwich"
1862,2016-11-22 12:34:00,afternoon,weekday,"bread,cake,medialuna,tea"
1863,2016-11-22 12:35:00,afternoon,weekday,bread
1864,2016-11-22 12:40:00,afternoon,weekday,"brownie,coffee,medialuna"
1865,2016-11-22 12:41:00,afternoon,weekday,bread
1866,2016-11-22 13:05:00,afternoon,weekday,coffee
1867,2016-11-22 13:07:00,afternoon,weekday,medialuna
1868,2016-11-22 13:17:00,afternoon,weekday,"coffee,medialuna,scandinavian"
1869,2016-11-22 13:26:00,afternoon,weekday,"brownie,tea"
1870,2016-11-22 13:34:00,afternoon,weekday,"coffee,pastry"
1871,2016-11-22 13:47:00,afternoon,weekday,coffee
1872,2016-11-22 13:59:00,afternoon,weekday,"cake,coffee,fudge,tea"
1873,2016-11-22 14:12:00,afternoon,weekday,bread
1874,2016-11-22 14:22:00,afternoon,weekday,"cake,coffee"
1875,2016-11-22 14:42:00,afternoon,weekday,"brownie,cake,coffee,sandwich,tea"
1876,2016-11-22 15:02:00,afternoon,weekday,"alfajores,cake,coffee"
1877,2016-11-22 15:08:00,afternoon,weekday,coffee
1878,2016-11-22 15:17:00,afternoon,weekday,mineral water
1879,2016-11-22 15:25:00,afternoon,weekday,"coffee,cookies"
1880,2016-11-22 15:29:00,afternoon,weekday,"bread,cake"
1881,2016-11-22 15:39:00,afternoon,weekday,bread
1882,2016-11-22 15:40:00,afternoon,weekday,coffee
1885,2016-11-22 16:36:00,afternoon,weekday,"brownie,cake,tea"
1886,2016-11-22 16:39:00,afternoon,weekday,"hot chocolate,medialuna"
1887,2016-11-22 16:39:00,afternoon,weekday,hot chocolate
1888,2016-11-22 17:10:00,evening,weekday,"bread,coffee"
1889,2016-11-22 17:18:00,evening,weekday,"cake,coffee"
1890,2016-11-23 08:11:00,morning,weekday,"cake,coffee"
1891,2016-11-23 09:05:00,morning,weekday,"coffee,hot chocolate,medialuna"
1892,2016-11-23 09:06:00,morning,weekday,"coffee,hot chocolate,medialuna"
1893,2016-11-23 09:07:00,morning,weekday,"coffee,hot chocolate,medialuna"
1894,2016-11-23 09:54:00,morning,weekday,"bread,coffee,keeping it local"
1895,2016-11-23 10:06:00,morning,weekday,coffee
1896,2016-11-23 10:11:00,morning,weekday,coffee
1897,2016-11-23 10:15:00,morning,weekday,coffee
1898,2016-11-23 10:19:00,morning,weekday,"bread,coffee"
1899,2016-11-23 10:22:00,morning,weekday,"coffee,sandwich"
1900,2016-11-23 10:33:00,morning,weekday,"bread,cake,keeping it local"
1901,2016-11-23 10:50:00,morning,weekday,coffee
1902,2016-11-23 11:12:00,morning,weekday,"brownie,cookies"
1903,2016-11-23 11:34:00,morning,weekday,bread
1904,2016-11-23 11:42:00,morning,weekday,"bread,juice"
1905,2016-11-23 11:50:00,morning,weekday,"coffee,cookies"
1906,2016-11-23 11:50:00,morning,weekday,coffee
1907,2016-11-23 12:24:00,afternoon,weekday,"coffee,cookies,medialuna,tea"
1908,2016-11-23 12:35:00,afternoon,weekday,"cookies,tea"
1909,2016-11-23 12:42:00,afternoon,weekday,mineral water
1910,2016-11-23 12:49:00,afternoon,weekday,"bread,cake,coffee,pastry,tea,tiffin"
1911,2016-11-23 13:04:00,afternoon,weekday,coffee
1912,2016-11-23 13:13:00,afternoon,weekday,cookies
1913,2016-11-23 13:25:00,afternoon,weekday,sandwich
1914,2016-11-23 13:26:00,afternoon,weekday,coffee
1915,2016-11-23 13:40:00,afternoon,weekday,"sandwich,tea"
1916,2016-11-23 13:51:00,afternoon,weekday,jam
1917,2016-11-23 13:55:00,afternoon,weekday,"brownie,tea"
1919,2016-11-23 14:07:00,afternoon,weekday,bread
1920,2016-11-23 14:22:00,afternoon,weekday,"bread,olum & polenta"
1921,2016-11-23 14:52:00,afternoon,weekday,bread
1922,2016-11-23 14:53:00,afternoon,weekday,"polenta,tea"
1923,2016-11-23 14:59:00,afternoon,weekday,"coffee,sandwich"
1924,2016-11-23 15:00:00,afternoon,weekday,coffee
1925,2016-11-23 15:05:00,afternoon,weekday,"cake,coffee"
1926,2016-11-23 15:09:00,afternoon,weekday,"alfajores,coffee,tea"
1927,2016-11-23 15:23:00,afternoon,weekday,coke
1928,2016-11-23 15:44:00,afternoon,weekday,coffee
1929,2016-11-23 16:00:00,afternoon,weekday,coffee
1930,2016-11-23 16:14:00,afternoon,weekday,"coffee,medialuna"
1931,2016-11-23 16:31:00,afternoon,weekday,"bread,cookies"
1932,2016-11-23 16:36:00,afternoon,weekday,coffee
1933,2016-11-23 17:00:00,evening,weekday,coffee
1934,2016-11-23 17:29:00,evening,weekday,bread
1935,2016-11-24 08:41:00,morning,weekday,bread
1936,2016-11-24 09:08:00,morning,weekday,coffee
1937,2016-11-24 09:10:00,morning,weekday,coffee
1938,2016-11-24 09:11:00,morning,weekday,hot chocolate
1939,2016-11-24 09:20:00,morning,weekday,pastry
1940,2016-11-24 09:21:00,morning,weekday,"coffee,keeping it local"
1941,2016-11-24 09:24:00,morning,weekday,"bread,pastry"
1942,2016-11-24 09:26:00,morning,weekday,"bread,keeping it local"
1943,2016-11-24 09:28:00,morning,weekday,pastry
1944,2016-11-24 09:30:00,morning,weekday,hot chocolate
1945,2016-11-24 09:31:00,morning,weekday,"coffee,pastry"
1946,2016-11-24 09:43:00,morning,weekday,"bread,medialuna"
1947,2016-11-24 09:53:00,morning,weekday,"alfajores,medialuna,pastry"
1948,2016-11-24 09:55:00,morning,weekday,coffee
1949,2016-11-24 10:02:00,morning,weekday,coffee
1950,2016-11-24 10:05:00,morning,weekday,"cake,tea"
1951,2016-11-24 10:06:00,morning,weekday,"bread,coffee"
1952,2016-11-24 10:07:00,morning,weekday,coffee
1953,2016-11-24 10:13:00,morning,weekday,"bread,cake,tea"
1954,2016-11-24 10:18:00,morning,weekday,"bread,coffee"
1955,2016-11-24 10:23:00,morning,weekday,"alfajores,coffee"
1956,2016-11-24 10:25:00,morning,weekday,coffee
1957,2016-11-24 10:45:00,morning,weekday,"bread,cookies"
1958,2016-11-24 10:48:00,morning,weekday,"bread,sandwich,tea"
1959,2016-11-24 10:51:00,morning,weekday,bread
1960,2016-11-24 10:59:00,morning,weekday,"cake,coffee,tea"
1961,2016-11-24 11:03:00,morning,weekday,bread
1962,2016-11-24 11:05:00,morning,weekday,"brownie,hot chocolate"
