title,year,genres,rank_in_year,imdb_rating,rt_score,rt_audience_score,worldwide_gross,2015_inflation,adjusted,rt_freshness,audience_freshness,length,rating,release_date,studio,poster_url,poster_img
Angels & Demons,2009,Thriller|Mystery,9,6.7,5.1,3.4,485930816.0,10.06%,534814499.8,37.0,57.0,138.0,PG-13,1980-12-12,Columbia|Imagine,http://resizing.flixster.com/0foscMemcena5-qSG3LfkWNmNmE=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/10/11171070_ori.jpg,<img src=http://resizing.flixster.com/0foscMemcena5-qSG3LfkWNmNmE=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/10/11171070_ori.jpg width=100>
Avatar,2009,Fantasy|Adventure|Action,1,7.9,7.4,4.1,2749064328.0,10.06%,3025614789.35,83.0,82.0,162.0,PG-13,2009-12-18,Fox,http://resizing.flixster.com/OPDpDBP1P_qiiOjKOW9042R4R3g=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/67/11176792_ori.jpg,<img src=http://resizing.flixster.com/OPDpDBP1P_qiiOjKOW9042R4R3g=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/67/11176792_ori.jpg width=100>
Harry Potter and the Half-Blood Prince,2009,Fantasy|Family|Adventure,2,7.5,7.2,3.8,934416487.0,10.06%,1028416946.7,84.0,77.0,153.0,PG,2009-07-15,Warner Bros.,http://resizing.flixster.com/5jRb-4cS1AXhTEYE-wQ3wpHlZHY=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/39/11163943_ori.jpg,<img src=http://resizing.flixster.com/5jRb-4cS1AXhTEYE-wQ3wpHlZHY=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/39/11163943_ori.jpg width=100>
Ice Age: Dawn of the Dinosaurs,2009,Animation|Adventure|Action,3,7.0,5.4,3.6,886686817.0,10.06%,975885765.83,45.0,63.0,94.0,PG,2009-07-01,Fox|Blue Sky,http://resizing.flixster.com/ee9qtz-r1W0A5tmu-Q1vSj1AxvA=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/89/10938903_ori.jpg,<img src=http://resizing.flixster.com/ee9qtz-r1W0A5tmu-Q1vSj1AxvA=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/89/10938903_ori.jpg width=100>
Sherlock Holmes,2009,Crime|Adventure|Action,8,7.6,6.2,3.7,524028679.0,10.06%,576744932.84,70.0,77.0,128.0,PG-13,2009-12-25,Warner Bros.,http://resizing.flixster.com/t90NXGvHd_JXdRtTgD2BA8WPQKM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166728_ori.jpg,<img src=http://resizing.flixster.com/t90NXGvHd_JXdRtTgD2BA8WPQKM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166728_ori.jpg width=100>
The Hangover,2009,Comedy,10,7.8,6.8,4.0,467483912.0,10.06%,514511873.56,79.0,84.0,100.0,R,2009-06-05,Warner Bros.|Legendary,http://resizing.flixster.com/F3uvNtnigwJMOXpuCgMttqWBU14=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166717_ori.jpg,<img src=http://resizing.flixster.com/F3uvNtnigwJMOXpuCgMttqWBU14=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166717_ori.jpg width=100>
The Twilight Saga: New Moon,2009,Fantasy|Drama|Adventure,7,4.6,4.7,3.6,709827462.0,10.06%,781234707.77,28.0,61.0,130.0,PG-13,2009-11-20,Summit,http://resizing.flixster.com/1fiLyMqNvE2Ggu52KZf7-3We8ak=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/44/11174487_ori.jpg,<img src=http://resizing.flixster.com/1fiLyMqNvE2Ggu52KZf7-3We8ak=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/44/11174487_ori.jpg width=100>
Transformers: Revenge of the Fallen,2009,Sci-Fi|Adventure|Action,4,6.0,3.9,3.5,836303693.0,10.06%,920434198.7,19.0,58.0,150.0,PG-13,2009-06-24,Paramount|DreamWorks,http://resizing.flixster.com/oNcE9YJ500YHi2_2wGnclRTcyd8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/66/11176669_ori.jpg,<img src=http://resizing.flixster.com/oNcE9YJ500YHi2_2wGnclRTcyd8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/66/11176669_ori.jpg width=100>
Up,2009,Comedy|Animation|Adventure,6,8.3,8.7,3.8,731342744.0,10.06%,804914384.79,98.0,90.0,96.0,PG,2009-05-29,Disney|Pixar,http://resizing.flixster.com/rqDzFEQ7SZfbZ_sFTjlbOufZRWw=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/89/43/10894361_ori.jpg,<img src=http://resizing.flixster.com/rqDzFEQ7SZfbZ_sFTjlbOufZRWw=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/89/43/10894361_ori.jpg width=100>
Hancock,2008,Fantasy|Action,4,6.5,5.4,3.6,624386746.0,9.67%,684753923.91,41.0,60.0,92.0,PG-13,2008-07-02,Columbia,http://resizing.flixster.com/pZEMKqMe1dRkWRkxtAI8aFv7wac=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/67/11176707_ori.jpg,<img src=http://resizing.flixster.com/pZEMKqMe1dRkWRkxtAI8aFv7wac=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/67/11176707_ori.jpg width=100>
Indiana Jones and the Kingdom of the Crystal Skull,2008,Adventure|Action,2,6.2,6.9,3.3,786636033.0,9.67%,862689853.26,78.0,54.0,122.0,PG-13,2008-05-22,Paramount|Lucasfilm,http://resizing.flixster.com/qzgCz6mYia28SvhY2MKKYr1A8eA=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/88/10868884_ori.jpg,<img src=http://resizing.flixster.com/qzgCz6mYia28SvhY2MKKYr1A8eA=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/88/10868884_ori.jpg width=100>
Iron Man,2008,Sci-Fi|Adventure|Action,8,7.9,7.6,4.2,585174222.0,9.67%,641750240.94,93.0,91.0,126.0,PG-13,2008-05-02,Paramount|Marvel Studios,http://resizing.flixster.com/cXKTN6mCA8-ig98jkg7RVBhnMv4=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/35/10933541_ori.jpg,<img src=http://resizing.flixster.com/cXKTN6mCA8-ig98jkg7RVBhnMv4=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/35/10933541_ori.jpg width=100>
Kung Fu Panda,2008,Animation|Adventure|Action,3,7.6,7.2,3.9,631744560.0,9.67%,692823108.65,87.0,82.0,92.0,PG,2008-06-06,Paramount|DreamWorks,http://resizing.flixster.com/Xx3Kv2GPxvCvWWGe_BjJCd6mq3w=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/78/11177843_ori.jpg,<img src=http://resizing.flixster.com/Xx3Kv2GPxvCvWWGe_BjJCd6mq3w=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/78/11177843_ori.jpg width=100>
Madagascar: Escape 2 Africa,2008,Animation|Adventure|Action,6,6.7,5.9,3.6,603900354.0,9.67%,662286859.38,64.0,66.0,89.0,PG,2008-11-07,Paramount|DreamWorks,http://resizing.flixster.com/8qu9PY5y1_Vy98M35ZAVSoLceOM=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/92/10849221_ori.jpg,<img src=http://resizing.flixster.com/8qu9PY5y1_Vy98M35ZAVSoLceOM=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/92/10849221_ori.jpg width=100>
Mamma Mia!,2008,Romance|Musical|Comedy,5,6.4,5.5,3.6,609827661.0,9.67%,668787232.35,54.0,66.0,108.0,PG-13,2008-07-18,Universal,http://resizing.flixster.com/-1n0hNCTG4FcJyeGOFqK3yktLk0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/19/11171949_ori.jpg,<img src=http://resizing.flixster.com/-1n0hNCTG4FcJyeGOFqK3yktLk0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/19/11171949_ori.jpg width=100>
Quantum of Solace,2008,Adventure|Action,7,6.7,6.1,3.4,586090727.0,9.67%,642755355.79,65.0,58.0,106.0,PG-13,2008-11-14,MGM|Columbia,http://resizing.flixster.com/dmf-4VeDXkWOnVqcZgwmDL6ZRDM=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/77/10867703_ori.jpg,<img src=http://resizing.flixster.com/dmf-4VeDXkWOnVqcZgwmDL6ZRDM=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/77/10867703_ori.jpg width=100>
The Chronicles of Narnia: Prince Caspian,2008,Family|Adventure|Action,10,6.6,6.3,3.7,419665568.0,9.67%,460239821.32,67.0,73.0,150.0,PG,2008-05-16,Disney|Walden Media,http://resizing.flixster.com/0p446SDsCxtLqOzHPuQNS1dxZQE=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/92/11129292_ori.jpg,<img src=http://resizing.flixster.com/0p446SDsCxtLqOzHPuQNS1dxZQE=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/92/11129292_ori.jpg width=100>
The Dark Knight,2008,Drama|Crime|Action,1,9.0,8.6,4.4,997000000.0,9.67%,1093392302.94,94.0,94.0,152.0,PG-13,2008-07-18,Warner Bros.|Legendary,http://resizing.flixster.com/csINXh6bBY_YMax7pD2fFGtGDjQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/51/11165160_ori.jpg,<img src=http://resizing.flixster.com/csINXh6bBY_YMax7pD2fFGtGDjQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/51/11165160_ori.jpg width=100>
WALL-E,2008,Family|Animation|Adventure,9,8.4,8.5,4.2,521311860.0,9.67%,571713515.7,96.0,89.0,98.0,G,2008-06-27,Disney|Pixar,http://resizing.flixster.com/zWzdOF4aj3aZlB3vX7BlUQ3PbSk=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/09/10930953_ori.jpg,<img src=http://resizing.flixster.com/zWzdOF4aj3aZlB3vX7BlUQ3PbSk=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/09/10930953_ori.jpg width=100>
300,2007,War|Fantasy|Action,10,7.8,6.1,4.1,456068181.0,13.88%,519365892.24,60.0,89.0,117.0,R,2007-03-09,Warner Bros.|Legendary,http://resizing.flixster.com/MqZzDrxTe4GO7kHb2bo-16W9Wo8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166714_ori.jpg,<img src=http://resizing.flixster.com/MqZzDrxTe4GO7kHb2bo-16W9Wo8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166714_ori.jpg width=100>
Harry Potter and the Order of the Phoenix,2007,Fantasy|Family|Adventure,2,7.4,6.9,3.9,939885929.0,13.88%,1070332714.4,79.0,81.0,138.0,PG-13,2007-07-11,Warner Bros.,http://resizing.flixster.com/O5pmr1P4sAe4L0G6SUFYlLGiKec=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168876_ori.jpg,<img src=http://resizing.flixster.com/O5pmr1P4sAe4L0G6SUFYlLGiKec=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168876_ori.jpg width=100>
I Am Legend,2007,Thriller|Sci-Fi|Drama,7,7.2,6.4,3.6,585349010.0,13.88%,666589609.88,70.0,68.0,101.0,PG-13,2007-12-14,Warner Bros.,http://resizing.flixster.com/-P1B68zFT7N17v-6cy5Bep7DU3A=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166780_ori.jpg,<img src=http://resizing.flixster.com/-P1B68zFT7N17v-6cy5Bep7DU3A=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166780_ori.jpg width=100>
National Treasure: Book of Secrets,2007,Mystery|Adventure|Action,9,6.5,4.8,3.6,457364600.0,13.88%,520842241.26,35.0,67.0,124.0,PG,2007-12-21,Disney,http://resizing.flixster.com/MDARF9TZB345ZZGLsmNCi0SoReI=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/10/43/10104317_ori.jpg,<img src=http://resizing.flixster.com/MDARF9TZB345ZZGLsmNCi0SoReI=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/10/43/10104317_ori.jpg width=100>
Pirates of the Caribbean: At World's End,2007,Fantasy|Adventure|Action,1,7.1,5.5,3.8,963420425.0,13.88%,1097133563.54,45.0,72.0,169.0,PG-13,2007-05-25,Disney,http://resizing.flixster.com/M2Ku83KAglImISwK7qTuXAgQtWo=/180x252/dkpu1ddg7pbsk.cloudfront.net/movie/10/95/55/10955508_ori.jpg,<img src=http://resizing.flixster.com/M2Ku83KAglImISwK7qTuXAgQtWo=/180x252/dkpu1ddg7pbsk.cloudfront.net/movie/10/95/55/10955508_ori.jpg width=100>
Ratatouille,2007,Family|Comedy|Animation,6,8.0,8.5,3.9,623707397.0,13.88%,710271758.12,96.0,87.0,111.0,G,2007-06-29,Disney|Pixar,http://resizing.flixster.com/8S8STXVMHBpUANLhLeLbVcdo0QY=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/41/60/98/4160984_ori.jpg,<img src=http://resizing.flixster.com/8S8STXVMHBpUANLhLeLbVcdo0QY=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/41/60/98/4160984_ori.jpg width=100>
Shrek the Third,2007,Comedy|Animation|Adventure,4,6.1,5.4,3.4,798958162.0,13.88%,909845580.02,40.0,53.0,93.0,PG,2007-05-18,DreamWorks|Paramount,http://resizing.flixster.com/7T7Mf9iNihk3sOMASXbEg5Hnd2Q=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/59/86/40/5986403_ori.jpg,<img src=http://resizing.flixster.com/7T7Mf9iNihk3sOMASXbEg5Hnd2Q=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/59/86/40/5986403_ori.jpg width=100>
Spider-Man 3,2007,Adventure|Action,3,6.2,6.2,3.3,890871626.0,13.88%,1014515715.39,63.0,51.0,139.0,PG-13,2007-05-04,Columbia,http://resizing.flixster.com/QeTUzkp6yGhLMqZRwZ4ygqobQl0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/52/11165292_ori.jpg,<img src=http://resizing.flixster.com/QeTUzkp6yGhLMqZRwZ4ygqobQl0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/52/11165292_ori.jpg width=100>
The Simpsons Movie,2007,Comedy|Animation|Adventure,8,7.4,7.6,3.7,527071022.0,13.88%,600223218.85,90.0,77.0,87.0,PG-13,2007-07-27,Fox,http://resizing.flixster.com/Vj9BYtnUOcPSdQRrFT8aeJqpinI=/180x265/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/37/10843725_ori.jpg,<img src=http://resizing.flixster.com/Vj9BYtnUOcPSdQRrFT8aeJqpinI=/180x265/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/37/10843725_ori.jpg width=100>
Transformers,2007,Sci-Fi|Adventure|Action,5,7.2,5.8,4.1,709709780.0,13.88%,808210413.44,57.0,86.0,144.0,PG-13,2007-07-03,DreamWorks|Paramount,http://resizing.flixster.com/JZvkeqWLNeqakvkeY4aTklBQV1o=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169794_ori.jpg,<img src=http://resizing.flixster.com/JZvkeqWLNeqakvkeY4aTklBQV1o=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169794_ori.jpg width=100>
Cars,2006,Comedy|Animation|Adventure,6,7.2,6.9,3.7,461983149.0,17.12%,541086305.35,74.0,80.0,117.0,G,2006-06-09,Disney|Pixar,http://resizing.flixster.com/LVmmDUeCVlq9gYapYjWXBo7jbY4=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/20/10922005_ori.jpg,<img src=http://resizing.flixster.com/LVmmDUeCVlq9gYapYjWXBo7jbY4=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/20/10922005_ori.jpg width=100>
Casino Royale,2006,Thriller|Adventure|Action,4,8.0,7.8,3.9,599045960.0,17.12%,701617723.36,95.0,89.0,144.0,PG-13,2006-11-17,MGM|Columbia,http://resizing.flixster.com/nVwVWCdXtCU2QjoiYNi_3CNFGOw=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/81/11128111_ori.jpg,<img src=http://resizing.flixster.com/nVwVWCdXtCU2QjoiYNi_3CNFGOw=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/81/11128111_ori.jpg width=100>
Happy Feet,2006,Family|Comedy|Animation,10,6.5,6.9,3.6,384335608.0,17.12%,450143548.74,75.0,70.0,108.0,PG,2006-11-17,Warner Bros.,http://resizing.flixster.com/bCM1HcCJyha7Woh-txAHhyjEDqo=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166724_ori.jpg,<img src=http://resizing.flixster.com/bCM1HcCJyha7Woh-txAHhyjEDqo=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166724_ori.jpg width=100>
Ice Age: The Meltdown,2006,Animation|Adventure|Action,3,6.9,6.1,3.6,660940780.0,17.12%,774110496.19,57.0,71.0,91.0,PG,2006-03-31,Fox|Blue Sky,http://resizing.flixster.com/8JL-X7PSHtVrLJV3m9vmwFY1Wq4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/34/60/10/3460109_ori.jpg,<img src=http://resizing.flixster.com/8JL-X7PSHtVrLJV3m9vmwFY1Wq4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/34/60/10/3460109_ori.jpg width=100>
Mission: Impossible III,2006,Thriller|Adventure|Action,8,6.8,6.6,3.3,397850012.0,17.12%,465971959.24,70.0,69.0,126.0,PG-13,2006-05-05,Paramount,http://resizing.flixster.com/2KYbFrx6KYIzP0Bp_-g7zYjBADk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169790_ori.jpg,<img src=http://resizing.flixster.com/2KYbFrx6KYIzP0Bp_-g7zYjBADk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169790_ori.jpg width=100>
Night at the Museum,2006,Comedy|Adventure|Action,5,6.4,5.3,3.5,574480052.0,17.12%,672845512.89,44.0,67.0,108.0,PG,2006-12-22,Fox,http://resizing.flixster.com/YUQIBUn5Xp1WT1dWCZiAofYtYuY=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/11/11181144_ori.jpg,<img src=http://resizing.flixster.com/YUQIBUn5Xp1WT1dWCZiAofYtYuY=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/11/11181144_ori.jpg width=100>
Pirates of the Caribbean: Dead Man's Chest,2006,Fantasy|Adventure|Action,1,7.3,6.0,3.9,1066179725.0,17.12%,1248736559.96,54.0,72.0,151.0,PG-13,2006-07-07,Disney,http://resizing.flixster.com/qk6YXbPRzxZNFCv29_ayCEa6mBY=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/78/63/786362_ori.jpg,<img src=http://resizing.flixster.com/qk6YXbPRzxZNFCv29_ayCEa6mBY=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/78/63/786362_ori.jpg width=100>
Superman Returns,2006,Fantasy|Adventure|Action,9,6.1,7.0,3.3,391081192.0,17.12%,458044146.7,76.0,61.0,154.0,PG-13,2006-06-28,Warner Bros.|Village Roadshow,http://resizing.flixster.com/jxYV0tzA4f2_BD9lSeOHw56i-64=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/45/20/452092_ori.jpg,<img src=http://resizing.flixster.com/jxYV0tzA4f2_BD9lSeOHw56i-64=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/45/20/452092_ori.jpg width=100>
The Da Vinci Code,2006,Thriller|Mystery,2,6.5,4.8,3.2,758239851.0,17.12%,888069619.93,25.0,57.0,149.0,PG-13,2006-05-19,Columbia,http://resizing.flixster.com/QmcEmsrcgbQ1n3RYy-ONqsrHI6I=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/31/42/314213_ori.jpg,<img src=http://resizing.flixster.com/QmcEmsrcgbQ1n3RYy-ONqsrHI6I=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/31/42/314213_ori.jpg width=100>
X-Men: The Last Stand,2006,Sci-Fi|Adventure|Action,7,6.8,5.9,3.6,459359555.0,17.12%,538013485.95,58.0,62.0,104.0,PG-13,2006-05-26,Fox,http://resizing.flixster.com/g-qQMJ4MG4TGyU2mvktQXhvNp3k=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/74/11177483_ori.jpg,<img src=http://resizing.flixster.com/g-qQMJ4MG4TGyU2mvktQXhvNp3k=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/74/11177483_ori.jpg width=100>
Batman Begins,2005,Adventure|Action,9,8.3,7.7,3.9,372710015.0,20.90%,450608889.05,85.0,94.0,140.0,PG-13,2005-06-15,Warner Bros|Legendary,http://resizing.flixster.com/fg1Y49hq1wUyVH-VdqeAksXVM4A=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/52/11165262_ori.jpg,<img src=http://resizing.flixster.com/fg1Y49hq1wUyVH-VdqeAksXVM4A=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/52/11165262_ori.jpg width=100>
Charlie and the Chocolate Factory,2005,Comedy|Adventure|Family,8,6.7,7.2,3.0,474968763.0,20.90%,574240396.06,83.0,51.0,115.0,PG,2005-07-15,Warner Bros,http://resizing.flixster.com/1_QYLOL1hIXTD3z7ujcYi8zcqzs=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/64/11176489_ori.jpg,<img src=http://resizing.flixster.com/1_QYLOL1hIXTD3z7ujcYi8zcqzs=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/64/11176489_ori.jpg width=100>
Harry Potter and the Goblet of Fire,2005,Fantasy|Family|Adventure,1,7.6,7.5,3.4,895921036.0,20.90%,1083174496.16,88.0,74.0,157.0,PG-13,2005-11-18,Warner Bros.,http://resizing.flixster.com/Z-LFUFCKP2jWIiji0Lr_HI2FJmI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168873_ori.jpg,<img src=http://resizing.flixster.com/Z-LFUFCKP2jWIiji0Lr_HI2FJmI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168873_ori.jpg width=100>
Hitch,2005,Romance|Comedy,10,6.7,6.3,3.4,368100420.0,20.90%,445035858.01,69.0,62.0,118.0,PG-13,2005-02-11,Columbia,http://resizing.flixster.com/ysVT2wYRZOaSFeoimUqCsyWeN2M=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/16/90/56/1690569_ori.jpg,<img src=http://resizing.flixster.com/ysVT2wYRZOaSFeoimUqCsyWeN2M=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/16/90/56/1690569_ori.jpg width=100>
King Kong,2005,Drama|Adventure|Action,5,7.3,7.7,2.8,550517357.0,20.90%,665579149.09,84.0,50.0,187.0,PG-13,2005-12-14,Universal,http://resizing.flixster.com/QoPcsIL-O00p3YYGQbbo4zfkLLQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168882_ori.jpg,<img src=http://resizing.flixster.com/QoPcsIL-O00p3YYGQbbo4zfkLLQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168882_ori.jpg width=100>
Madagascar,2005,Comedy|Animation|Adventure,6,6.9,6.1,3.4,532680671.0,20.90%,644014476.99,55.0,67.0,86.0,PG,2005-05-27,DreamWorks,http://resizing.flixster.com/oKyYx8tO-5UYR3hmsx0kbzZ4Nl8=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/24/97/249793_ori.jpg,<img src=http://resizing.flixster.com/oKyYx8tO-5UYR3hmsx0kbzZ4Nl8=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/24/97/249793_ori.jpg width=100>
Mr. & Mrs. Smith,2005,Crime|Comedy|Action,7,6.5,6.0,3.4,478207520.0,20.90%,578156074.83,59.0,58.0,120.0,PG-13,2005-06-10,20th Century Fox,http://resizing.flixster.com/65JisMaXM3YsP04ToywirE5Cc1s=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/91/11189190_ori.jpg,<img src=http://resizing.flixster.com/65JisMaXM3YsP04ToywirE5Cc1s=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/91/11189190_ori.jpg width=100>
Star Wars Episode III: Revenge of the Sith,2005,Fantasy|Adventure|Action,2,7.7,7.2,3.1,848754768.0,20.90%,1026150164.19,80.0,65.0,140.0,PG-13,2005-05-19,20th Century Fox|Lucasfilm,http://resizing.flixster.com/wjhvha9b71ws51OXc6e1MYuAC48=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/10/94/47/10944718_ori.jpg,<img src=http://resizing.flixster.com/wjhvha9b71ws51OXc6e1MYuAC48=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/10/94/47/10944718_ori.jpg width=100>
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,Fantasy|Family|Adventure,3,6.9,6.9,3.1,745011272.0,20.90%,900723586.96,76.0,61.0,143.0,PG,2005-12-09,Disney,http://resizing.flixster.com/aeZ5-j-beDNOTPPM0_gbTX0KAbw=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/91/87/10918786_ori.jpg,<img src=http://resizing.flixster.com/aeZ5-j-beDNOTPPM0_gbTX0KAbw=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/91/87/10918786_ori.jpg width=100>
War of the Worlds,2005,Thriller|Sci-Fi|Adventure,4,6.5,7.0,2.9,591745540.0,20.90%,715424296.77,74.0,42.0,116.0,PG-13,2005-06-29,Paramount|DreamWorks,http://resizing.flixster.com/fWrTEymRYs82GDjb49Zh7K8d6q8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/94/11189471_ori.jpg,<img src=http://resizing.flixster.com/fWrTEymRYs82GDjb49Zh7K8d6q8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/94/11189471_ori.jpg width=100>
Harry Potter and the Prisoner of Azkaban,2004,Fantasy|Family|Adventure,2,7.8,7.9,3.8,795634069.0,25.00%,994517314.65,91.0,86.0,142.0,PG,2004-06-04,Warner Bros.,http://resizing.flixster.com/gUZOBF-TrffCG3MellSKNTfZLfc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168872_ori.jpg,<img src=http://resizing.flixster.com/gUZOBF-TrffCG3MellSKNTfZLfc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168872_ori.jpg width=100>
Meet the Fockers,2004,Romance|Comedy,7,6.3,5.2,3.5,516642939.0,25.00%,645787263.7,38.0,58.0,115.0,PG-13,2004-12-22,Universal|DreamWorks,http://resizing.flixster.com/yDvx31ULUwbQMpHmITBC8DvGEm4=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/10/10861012_ori.jpg,<img src=http://resizing.flixster.com/yDvx31ULUwbQMpHmITBC8DvGEm4=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/10/10861012_ori.jpg width=100>
