title,year,genres,rank_in_year,imdb_rating,rt_score,rt_audience_score,worldwide_gross,2015_inflation,adjusted,rt_freshness,audience_freshness,length,rating,release_date,studio,poster_url,poster_img
Gremlins,1984,Horror|Comedy,4,7.2,7.3,3.4,153083102.0,127.26%,347890557.86,85.0,77.0,106.0,PG,1984-06-08,Warner Bros.,http://resizing.flixster.com/00eKnKicNih1jQp_B5ltQPHSal0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/07/11170794_ori.jpg,<img src=http://resizing.flixster.com/00eKnKicNih1jQp_B5ltQPHSal0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/07/11170794_ori.jpg width=100>
Indiana Jones and the Temple of Doom,1984,Action|Adventure|Drama,3,7.6,7.2,3.8,179870271.0,127.26%,408766010.76,84.0,81.0,118.0,PG,1984-05-23,Paramount Pictures|Lucasfilm,http://resizing.flixster.com/hlGmbeNA0EUVahBTvVB1rBZvTfo=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/11/10921138_ori.jpg,<img src=http://resizing.flixster.com/hlGmbeNA0EUVahBTvVB1rBZvTfo=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/11/10921138_ori.jpg width=100>
Police Academy,1984,Comedy,6,6.6,4.5,3.2,81198894.0,127.26%,184529371.05,41.0,64.0,96.0,R,1984-03-23,Warner Bros.|The Ladd Company,http://resizing.flixster.com/yxkN7ApOx7oebSilMhOj1kcXv3M=/176x270/dkpu1ddg7pbsk.cloudfront.net/movie/55/35/80/5535807_ori.jpg,<img src=http://resizing.flixster.com/yxkN7ApOx7oebSilMhOj1kcXv3M=/176x270/dkpu1ddg7pbsk.cloudfront.net/movie/55/35/80/5535807_ori.jpg width=100>
Romancing the Stone,1984,Comedy|Adventure|Action,9,6.9,7.3,3.2,78371200.0,127.26%,178103266.34,87.0,69.0,106.0,PG,1984-03-30,20th Century Fox,http://resizing.flixster.com/Z1g_ytpzZwOKimr5eFOqEK7i3MI=/171x270/dkpu1ddg7pbsk.cloudfront.net/movie/24/63/50/2463504_ori.jpg,<img src=http://resizing.flixster.com/Z1g_ytpzZwOKimr5eFOqEK7i3MI=/171x270/dkpu1ddg7pbsk.cloudfront.net/movie/24/63/50/2463504_ori.jpg width=100>
Star Trek III: The Search for Spock,1984,Sci-Fi|Adventure|Action,10,6.6,6.4,3.3,76572238.0,127.26%,174015016.98,78.0,61.0,105.0,PG,1984-06-01,Paramount Pictures,http://resizing.flixster.com/sFfDyO-ggnJziirIooREwqob2YU=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/86/10888604_ori.jpg,<img src=http://resizing.flixster.com/sFfDyO-ggnJziirIooREwqob2YU=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/86/10888604_ori.jpg width=100>
The Karate Kid,1984,Family|Drama|Action,5,7.2,6.9,3.3,90815558.0,127.26%,206383818.47,90.0,81.0,126.0,PG,1984-06-22,Columbia Pictures,http://resizing.flixster.com/m7hi87x8Vofa79xBQywogTPQIZ4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/81/11178155_ori.jpg,<img src=http://resizing.flixster.com/m7hi87x8Vofa79xBQywogTPQIZ4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/81/11178155_ori.jpg width=100>
The Terminator,1984,Sci-Fi|Action,8,8.1,8.7,3.6,78400000.0,127.26%,178168716.07,100.0,88.0,107.0,R,1984-10-26,Orion Pictures,http://resizing.flixster.com/W54w6sQMgIsV5xH-ftwiWnz1nUA=/180x263/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/35/11153556_ori.jpg,<img src=http://resizing.flixster.com/W54w6sQMgIsV5xH-ftwiWnz1nUA=/180x263/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/35/11153556_ori.jpg width=100>
Flashdance,1983,Romance|Music|Drama,3,6.1,4.7,3.1,92921203.0,137.07%,220285758.34,33.0,62.0,95.0,R,1983-04-15,Paramount Pictures|PolyGram,http://resizing.flixster.com/dE3mzn20r1fYcNxLP8mXUIxphbw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/64/11176469_ori.jpg,<img src=http://resizing.flixster.com/dE3mzn20r1fYcNxLP8mXUIxphbw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/64/11176469_ori.jpg width=100>
Mr. Mom,1983,Drama|Comedy|Western,9,6.4,6.1,3.0,64783827.0,137.07%,153581249.47,85.0,57.0,91.0,PG,1983-08-19,20th Century Fox,http://resizing.flixster.com/4k65Krz0moljeHEqvjfxOyjh5rs=/180x260/dkpu1ddg7pbsk.cloudfront.net/movie/25/77/257712_ori.jpg,<img src=http://resizing.flixster.com/4k65Krz0moljeHEqvjfxOyjh5rs=/180x260/dkpu1ddg7pbsk.cloudfront.net/movie/25/77/257712_ori.jpg width=100>
Octopussy,1983,Thriller|Adventure|Action,6,6.6,5.2,3.1,67800000.0,137.07%,160731608.43,42.0,48.0,131.0,PG,1983-06-10,United Artists,http://resizing.flixster.com/VVpBn48QVIOIuckMl467m_E68qs=/180x264/dkpu1ddg7pbsk.cloudfront.net/movie/11/13/14/11131437_ori.jpg,<img src=http://resizing.flixster.com/VVpBn48QVIOIuckMl467m_E68qs=/180x264/dkpu1ddg7pbsk.cloudfront.net/movie/11/13/14/11131437_ori.jpg width=100>
Risky Business,1983,Drama|Crime|Comedy,10,6.8,7.5,3.2,63541777.0,137.07%,150636755.46,96.0,72.0,99.0,R,1983-08-05,Warner Bros.,http://resizing.flixster.com/3-yV3TNHIonKjCnpshrjCWJc4-0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168031_ori.jpg,<img src=http://resizing.flixster.com/3-yV3TNHIonKjCnpshrjCWJc4-0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168031_ori.jpg width=100>
Star Wars Episode VI: Return of the Jedi,1983,Fantasy|Adventure|Action,1,8.4,6.8,4.0,252583617.0,137.07%,598793082.96,79.0,95.0,134.0,PG,1983-05-25,Lucasfilm|20th Century Fox,http://resizing.flixster.com/jPGnLweJ4c_W-vQFMaeHfgWMtfY=/180x263/dkpu1ddg7pbsk.cloudfront.net/movie/10/94/47/10944709_ori.jpg,<img src=http://resizing.flixster.com/jPGnLweJ4c_W-vQFMaeHfgWMtfY=/180x263/dkpu1ddg7pbsk.cloudfront.net/movie/10/94/47/10944709_ori.jpg width=100>
Staying Alive,1983,Romance|Music|Drama,8,4.4,2.7,2.7,64892670.0,137.07%,153839280.6,0.0,38.0,93.0,PG,1983-07-15,Paramount Pictures,http://resizing.flixster.com/auWzMlFV3B1eDng1bvZjDxEz_8Q=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/09/10840968_ori.jpg,<img src=http://resizing.flixster.com/auWzMlFV3B1eDng1bvZjDxEz_8Q=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/09/10840968_ori.jpg width=100>
Sudden Impact,1983,Thriller|Action,7,6.6,5.6,3.2,67642693.0,137.07%,160358685.02,56.0,54.0,117.0,R,1983-12-09,Warner Bros.,http://resizing.flixster.com/0kpJQ8n5hnA7-U1DBG9SfFjUIe0=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/95/11159568_ori.jpg,<img src=http://resizing.flixster.com/0kpJQ8n5hnA7-U1DBG9SfFjUIe0=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/95/11159568_ori.jpg width=100>
Terms of Endearment,1983,Drama|Comedy,2,7.4,7.5,3.7,108423489.0,137.07%,257036604.41,88.0,84.0,132.0,R,1983-12-09,Paramount Pictures,http://resizing.flixster.com/E3_AJT2ZW2disDmOGT60EB3cfdY=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/26/77/267716_ori.jpg,<img src=http://resizing.flixster.com/E3_AJT2ZW2disDmOGT60EB3cfdY=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/26/77/267716_ori.jpg width=100>
Trading Places,1983,Comedy,4,7.5,7.2,3.5,90404800.0,137.07%,214320190.47,88.0,85.0,116.0,R,1983-06-08,Paramount Pictures,http://resizing.flixster.com/Qda433UHpulNe0Bvcw6ddGx-9rQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168976_ori.jpg,<img src=http://resizing.flixster.com/Qda433UHpulNe0Bvcw6ddGx-9rQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168976_ori.jpg width=100>
WarGames,1983,Thriller|Sci-Fi,5,7.1,7.6,3.3,79567667.0,137.07%,188628895.22,92.0,75.0,114.0,PG,1983-06-03,United Artists,http://resizing.flixster.com/MTs7anbf0ls1bMH0Q3WhwYIwIlY=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/11/14/87/11148730_ori.jpg,<img src=http://resizing.flixster.com/MTs7anbf0ls1bMH0Q3WhwYIwIlY=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/11/14/87/11148730_ori.jpg width=100>
48 Hrs.,1982,Crime|Comedy|Action,7,6.9,7.3,3.2,78868508.0,144.68%,192977753.79,92.0,69.0,96.0,R,1982-12-08,Paramount Pictures,http://resizing.flixster.com/1GsIK1cKROu9oo6ADaFnJZsjawQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168922_ori.jpg,<img src=http://resizing.flixster.com/1GsIK1cKROu9oo6ADaFnJZsjawQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168922_ori.jpg width=100>
An Officer and a Gentleman,1982,Romance|Drama,3,7.0,7.4,3.5,129795554.0,144.68%,317587527.62,81.0,81.0,124.0,R,1982-08-13,Paramount Pictures|Lorimar,http://resizing.flixster.com/AAwk4KU-kc8ShSa7d416hLrEhoU=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/91/10889116_ori.jpg,<img src=http://resizing.flixster.com/AAwk4KU-kc8ShSa7d416hLrEhoU=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/91/10889116_ori.jpg width=100>
Annie,1982,Family|Drama|Comedy,10,6.5,5.0,3.1,57059003.0,144.68%,139613624.14,50.0,69.0,127.0,PG,1982-06-18,Columbia Pictures|Rastar,http://resizing.flixster.com/fRj1Dsx9DniDck8VkZsabC2g2wE=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/68/11166872_ori.jpg,<img src=http://resizing.flixster.com/fRj1Dsx9DniDck8VkZsabC2g2wE=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/68/11166872_ori.jpg width=100>
E.T. the Extra-Terrestrial,1982,Sci-Fi|Family|Western,1,7.9,9.1,3.5,359197037.0,144.68%,878893732.43,98.0,71.0,115.0,PG,1982-06-11,Universal Pictures,http://resizing.flixster.com/7-pyoLHrjzt_5Oz9Va01SLVkwkA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166788_ori.jpg,<img src=http://resizing.flixster.com/7-pyoLHrjzt_5Oz9Va01SLVkwkA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166788_ori.jpg width=100>
Poltergeist,1982,Horror,8,7.4,7.2,3.4,76606280.0,144.68%,187442468.68,88.0,78.0,114.0,PG,1982-06-04,Metro-Goldwyn-Mayer,http://resizing.flixster.com/y4lK78Ue3RbiMIO1Dv9Yoln7oTo=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/81/11168111_ori.jpg,<img src=http://resizing.flixster.com/y4lK78Ue3RbiMIO1Dv9Yoln7oTo=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/81/11168111_ori.jpg width=100>
Porky's,1982,Comedy,5,6.1,4.6,3.1,105492483.0,144.68%,258122068.33,30.0,58.0,94.0,R,1982-03-19,20th Century Fox,http://resizing.flixster.com/pJ7I5kFNfqm5AVdwN_xYSGFgFMU=/180x251/dkpu1ddg7pbsk.cloudfront.net/movie/27/20/272018_ori.jpg,<img src=http://resizing.flixster.com/pJ7I5kFNfqm5AVdwN_xYSGFgFMU=/180x251/dkpu1ddg7pbsk.cloudfront.net/movie/27/20/272018_ori.jpg width=100>
Rocky III,1982,Sport|Drama,4,6.7,5.4,3.3,124146897.0,144.68%,303766229.77,61.0,74.0,99.0,PG,1982-05-28,United Artists,http://resizing.flixster.com/gSph_yURfQnTtC3tqotLhhDMVus=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/26/42/264213_ori.jpg,<img src=http://resizing.flixster.com/gSph_yURfQnTtC3tqotLhhDMVus=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/26/42/264213_ori.jpg width=100>
Star Trek II: The Wrath of Khan,1982,Drama|Adventure|Action,6,7.7,7.9,3.8,78912963.0,144.68%,193086527.57,90.0,90.0,113.0,PG,1982-06-04,Paramount Pictures,http://resizing.flixster.com/ik9Csa1K00izkR8dkc_vY3j8_qs=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169793_ori.jpg,<img src=http://resizing.flixster.com/ik9Csa1K00izkR8dkc_vY3j8_qs=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169793_ori.jpg width=100>
The Best Little Whorehouse in Texas,1982,Musical|Comedy,9,5.7,5.1,3.2,69701637.0,144.68%,170547987.84,56.0,69.0,114.0,R,1982-07-23,Universal Pictures|RKO Pictures,http://resizing.flixster.com/80I7gVDMKWiNKQObvsbRK0T3nZk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168899_ori.jpg,<img src=http://resizing.flixster.com/80I7gVDMKWiNKQObvsbRK0T3nZk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168899_ori.jpg width=100>
Tootsie,1982,Romance|Comedy,2,7.4,7.7,3.4,177200000.0,144.68%,433578101.55,88.0,81.0,116.0,PG,1982-12-17,Columbia Pictures,http://resizing.flixster.com/JJPyMdvYTHaURqxmYcIvZVydn88=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/25/67/256706_ori.jpg,<img src=http://resizing.flixster.com/JJPyMdvYTHaURqxmYcIvZVydn88=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/25/67/256706_ori.jpg width=100>
Arthur,1981,Romance|Comedy,4,6.9,7.2,3.3,95461682.0,159.76%,247968282.64,90.0,77.0,97.0,PG,1981-07-17,Orion Pictures|Warner Bros.,http://resizing.flixster.com/YoglmWIF_YOtY407y9zWEv39C6g=/180x250/dkpu1ddg7pbsk.cloudfront.net/movie/25/64/256427_ori.jpg,<img src=http://resizing.flixster.com/YoglmWIF_YOtY407y9zWEv39C6g=/180x250/dkpu1ddg7pbsk.cloudfront.net/movie/25/64/256427_ori.jpg width=100>
Chariots of Fire,1981,Sport|History|Drama,7,7.2,7.7,3.6,58972904.0,159.76%,153186172.93,84.0,81.0,119.0,PG,1982-04-09,Warner Bros.|Ladd,http://resizing.flixster.com/6huYBKWjCmWanFK7Wh97lbx4d_c=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/81/11168143_ori.jpg,<img src=http://resizing.flixster.com/6huYBKWjCmWanFK7Wh97lbx4d_c=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/81/11168143_ori.jpg width=100>
For Your Eyes Only,1981,Thriller|Adventure|Action,8,6.8,6.3,3.3,54812802.0,159.76%,142380021.95,73.0,64.0,127.0,PG,1981-06-26,United Artists,http://resizing.flixster.com/CBAZfS0ZsBqZrp4EXvkoZwjyWG0=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/25/84/258424_ori.jpg,<img src=http://resizing.flixster.com/CBAZfS0ZsBqZrp4EXvkoZwjyWG0=/180x262/dkpu1ddg7pbsk.cloudfront.net/movie/25/84/258424_ori.jpg width=100>
On Golden Pond,1981,Drama,2,7.7,7.6,3.7,119285432.0,159.76%,309852111.31,92.0,87.0,109.0,PG,1982-02-12,Universal Pictures|ITC,http://resizing.flixster.com/CX_ONPVUPd35rXtm4jdXLXoV6v0=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/26/46/264625_ori.jpg,<img src=http://resizing.flixster.com/CX_ONPVUPd35rXtm4jdXLXoV6v0=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/26/46/264625_ori.jpg width=100>
Raiders of the Lost Ark,1981,Adventure|Action,1,8.6,9.1,4.0,212222025.0,159.76%,551261301.66,95.0,96.0,115.0,PG,1981-06-12,Paramount Pictures|Lucasfilm,http://resizing.flixster.com/13XpB_m89nJi398isDv7cQKOkH4=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/76/11157614_ori.jpg,<img src=http://resizing.flixster.com/13XpB_m89nJi398isDv7cQKOkH4=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/76/11157614_ori.jpg width=100>
Stripes,1981,War|Comedy,5,6.9,6.6,3.5,85297000.0,159.76%,221564822.26,88.0,80.0,106.0,R,1981-06-26,Columbia Pictures,http://resizing.flixster.com/Q-eReXk6_UMY8FCVc-8bY3hIGUU=/180x260/dkpu1ddg7pbsk.cloudfront.net/movie/27/68/276891_ori.jpg,<img src=http://resizing.flixster.com/Q-eReXk6_UMY8FCVc-8bY3hIGUU=/180x260/dkpu1ddg7pbsk.cloudfront.net/movie/27/68/276891_ori.jpg width=100>
Superman II,1981,Sci-Fi|Romance|Action,3,6.8,7.5,3.2,108185706.0,159.76%,281019809.85,89.0,75.0,127.0,PG,1981-06-19,Warner Bros.,http://resizing.flixster.com/a4SRzDrySrNOffac_PAD9vv5jL0=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/98/11159894_ori.jpg,<img src=http://resizing.flixster.com/a4SRzDrySrNOffac_PAD9vv5jL0=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/98/11159894_ori.jpg width=100>
The Cannonball Run,1981,Comedy|Action,6,6.1,4.2,3.1,72179579.0,159.76%,187491419.29,31.0,62.0,95.0,PG,1981-06-19,20th Century Fox|Golden Harvest,http://resizing.flixster.com/hApXGMAbDBj2qVhhBnUsyzWoKCw=/175x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/08/33/10083378_ori.jpg,<img src=http://resizing.flixster.com/hApXGMAbDBj2qVhhBnUsyzWoKCw=/175x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/08/33/10083378_ori.jpg width=100>
The Four Seasons,1981,Drama|Comedy,9,7.2,6.1,3.5,50427646.0,159.76%,130989277.73,75.0,75.0,107.0,PG,1981-05-22,Universal Pictures,http://resizing.flixster.com/BF-PkUm3FXkIg0z88TdG1Snbens=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/96/10889696_ori.jpg,<img src=http://resizing.flixster.com/BF-PkUm3FXkIg0z88TdG1Snbens=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/96/10889696_ori.jpg width=100>
Time Bandits,1981,Fantasy|Comedy|Adventure,10,7.0,7.9,3.5,42365581.0,159.76%,110047509.57,91.0,77.0,110.0,PG,1981-11-06,Embassy Pictures,http://resizing.flixster.com/YI8rFD6y2Wpnp_EprQvZ0IskLXQ=/180x260/dkpu1ddg7pbsk.cloudfront.net/movie/26/30/263020_ori.jpg,<img src=http://resizing.flixster.com/YI8rFD6y2Wpnp_EprQvZ0IskLXQ=/180x260/dkpu1ddg7pbsk.cloudfront.net/movie/26/30/263020_ori.jpg width=100>
9 to 5,1980,Comedy,2,6.6,6.8,3.2,103290500.0,186.55%,295981184.1,82.0,74.0,110.0,PG,1980-12-19,20th Century-Fox,http://resizing.flixster.com/E7MSEo5CA8-8-tizPF0KospM0Gg=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/25/60/256025_ori.jpg,<img src=http://resizing.flixster.com/E7MSEo5CA8-8-tizPF0KospM0Gg=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/25/60/256025_ori.jpg width=100>
Airplane!,1980,Comedy,4,7.8,8.3,3.6,83453539.0,186.55%,239137939.02,96.0,89.0,88.0,PG,1980-07-02,Paramount Pictures,http://resizing.flixster.com/4NZDUpXJit0L6znC2aq1ELGQZHc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/76/10867612_ori.jpg,<img src=http://resizing.flixster.com/4NZDUpXJit0L6znC2aq1ELGQZHc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/76/10867612_ori.jpg width=100>
Any Which Way You Can,1980,Comedy|Action,5,6.0,4.9,3.1,70687344.0,186.55%,202556128.37,20.0,45.0,116.0,PG,1980-12-17,Warner Bros. Pictures,http://resizing.flixster.com/rBhoEC1ghZX_99DVAU9v3yAl_ak=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/01/11160107_ori.jpg,<img src=http://resizing.flixster.com/rBhoEC1ghZX_99DVAU9v3yAl_ak=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/01/11160107_ori.jpg width=100>
Coal Miner's Daughter,1980,Music|Drama|Biography,7,7.5,8.3,3.6,67182787.0,186.55%,192513743.73,100.0,86.0,124.0,PG,1980-03-07,Universal Studios,http://resizing.flixster.com/LQCE_QFFl-PVQ7RioIoCY7z1WSo=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/87/11178773_ori.jpg,<img src=http://resizing.flixster.com/LQCE_QFFl-PVQ7RioIoCY7z1WSo=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/87/11178773_ori.jpg width=100>
Private Benjamin,1980,War|Comedy,6,6.0,6.8,3.0,69847348.0,186.55%,200149101.49,88.0,60.0,109.0,R,1980-10-10,Warner Bros.,http://resizing.flixster.com/CLoO093AFMtK_eQ9AxuBCW1d4Dw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/79/11167930_ori.jpg,<img src=http://resizing.flixster.com/CLoO093AFMtK_eQ9AxuBCW1d4Dw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/79/11167930_ori.jpg width=100>
Smokey and the Bandit II,1980,Crime|Comedy|Action,8,5.1,4.0,2.8,66132626.0,186.55%,189504484.45,20.0,46.0,100.0,PG,1980-08-15,Universal Studios,http://resizing.flixster.com/Dpx80dphWfjC3ikCbPtTdS4fC6A=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/26/56/265607_ori.jpg,<img src=http://resizing.flixster.com/Dpx80dphWfjC3ikCbPtTdS4fC6A=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/26/56/265607_ori.jpg width=100>
Star Wars Episode V: The Empire Strikes Back,1980,Adventure|Action|Fantasy,1,8.8,8.7,4.1,209398025.0,186.55%,600034614.87,96.0,97.0,124.0,PG,1980-06-20,20th Century Fox,http://resizing.flixster.com/11pJ8EWEJv23jKxSlQHpVqVHKCA=/180x225/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/79/11157937_ori.jpg,<img src=http://resizing.flixster.com/11pJ8EWEJv23jKxSlQHpVqVHKCA=/180x225/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/79/11157937_ori.jpg width=100>
Stir Crazy,1980,Crime|Comedy,3,6.8,6.1,3.4,101300000.0,186.55%,290277362.86,67.0,77.0,111.0,R,1980-12-12,Columbia Pictures,http://resizing.flixster.com/wL38Yy4AjFhwIw7BL9Lx5M_g35g=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/72/10937292_ori.jpg,<img src=http://resizing.flixster.com/wL38Yy4AjFhwIw7BL9Lx5M_g35g=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/72/10937292_ori.jpg width=100>
The Blue Lagoon,1980,Romance|Drama|Adventure,9,5.7,2.7,2.9,58853106.0,186.55%,168644860.87,11.0,54.0,104.0,R,1980-07-02,Columbia Pictures,http://resizing.flixster.com/18EuoLXr1lT3GGEFw8lNIMgTMbw=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/42/10924290_ori.jpg,<img src=http://resizing.flixster.com/18EuoLXr1lT3GGEFw8lNIMgTMbw=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/42/10924290_ori.jpg width=100>
The Blues Brothers,1980,Crime|Comedy|Action,10,8.0,7.1,3.7,57229890.0,186.55%,163993499.96,87.0,93.0,133.0,R,1980-06-20,Universal Studios,http://resizing.flixster.com/CzylJmvpoTfiMgXNuYOTAzVfvW4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/19/11171945_ori.jpg,<img src=http://resizing.flixster.com/CzylJmvpoTfiMgXNuYOTAzVfvW4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/19/11171945_ori.jpg width=100>
10,1979,Romance|Comedy,7,6.0,6.4,2.9,74865517.0,225.23%,243487203.97,71.0,54.0,122.0,R,1979-10-05,Warner Bros. Pictures,http://resizing.flixster.com/EXXHnJDoD4q9EPZmY1xVaTJAq-4=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/97/11159767_ori.jpg,<img src=http://resizing.flixster.com/EXXHnJDoD4q9EPZmY1xVaTJAq-4=/175x239/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/97/11159767_ori.jpg width=100>
Alien,1979,Sci-Fi|Horror,6,8.5,8.9,3.9,80931801.0,225.23%,263216748.21,97.0,94.0,117.0,R,1979-06-22,20th Century Fox Film Corporation,http://resizing.flixster.com/zOG4S2KmEkBUxvHdpcGf862Z3fc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180795_ori.jpg,<img src=http://resizing.flixster.com/zOG4S2KmEkBUxvHdpcGf862Z3fc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180795_ori.jpg width=100>
Apocalypse Now,1979,War|Drama,4,8.5,8.9,4.1,83471511.0,225.23%,271476717.71,99.0,94.0,153.0,R,1979-08-15,United Artists Pictures,http://resizing.flixster.com/rTLp2ty2EmErU9bu_jef7AQyYWI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/41/11174198_ori.jpg,<img src=http://resizing.flixster.com/rTLp2ty2EmErU9bu_jef7AQyYWI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/41/11174198_ori.jpg width=100>
Kramer vs. Kramer,1979,Drama,1,7.8,7.8,3.7,106260000.0,225.23%,345592354.55,88.0,89.0,105.0,PG-13,1979-12-19,Columbia Pictures,http://resizing.flixster.com/I5FedDIL3XEzkwxjiQFweCpiUXI=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/41/10924118_ori.jpg,<img src=http://resizing.flixster.com/I5FedDIL3XEzkwxjiQFweCpiUXI=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/41/10924118_ori.jpg width=100>
Moonraker,1979,Crime|Adventure|Action,9,6.2,5.7,3.0,70308099.0,225.23%,228664986.61,62.0,43.0,126.0,PG,1979-06-29,United Artists Pictures,http://resizing.flixster.com/sjLwbfOZkuPl395copBayJM2QOk=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/26/08/260897_ori.jpg,<img src=http://resizing.flixster.com/sjLwbfOZkuPl395copBayJM2QOk=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/26/08/260897_ori.jpg width=100>
Rocky II,1979,Sport|Drama|Action,3,7.1,6.4,3.4,85182160.0,225.23%,277040309.05,72.0,81.0,119.0,PG,1979-06-15,United Artists Pictures,http://resizing.flixster.com/EKgpra5WGZ6BP0Ti7H6_ePJmOxw=/180x251/dkpu1ddg7pbsk.cloudfront.net/movie/10/65/79/10657999_ori.jpg,<img src=http://resizing.flixster.com/EKgpra5WGZ6BP0Ti7H6_ePJmOxw=/180x251/dkpu1ddg7pbsk.cloudfront.net/movie/10/65/79/10657999_ori.jpg width=100>
