key,name,subhead,description,rating,rating_count,ingredients,brand
56_breyers,Chocolate Truffle,,"It’s every chocolate-lover’s dream! Savor the creamy, delicious taste of Breyers® dark chocolate ice cream and pieces of dark chocolate truffles in every bite of Breyers® Chocolate Truffle!

Chocolate on chocolate – what could be better? Breyers® Chocolate Truffle is made with real cocoa and 100% Grade A milk and cream from American cows not treated with artificial growth hormones*.

We hope you give Breyers® Chocolate Truffle a try and agree. Leave us a review at to let us know!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.5,45,"MILK, CREAM, SUGAR, DUTCHED COCOA (PROCESSED WITH ALKALI), CORN SYRUP, COCONUT OIL, WHEY, CANOLA OIL, VEGETABLE GUMS, CAROB BEAN, TARA, GUAR, MONO AND DIGLYCERIDES, SALT, COCOA, SOY LECITHIN, NATURAL FLAVOR, ANNATTO (FOR COLOR)",breyers
57_breyers,Salted Caramel,,"Torn between sweet or salty for dessert? Give in to the perfect balance between the two with Breyers® Salted Caramel. Savor a scoop of smooth salted caramel goodness wrapped with a gooey salted caramel swirl for the ultimate salted caramel indulgence.

Have a sensitivity to gluten? No worries! Breyers® Salted Caramel and that delicious sea salt caramel swirl is gluten free! We care about the quality of the ingredients that use in our products and that’s why we have a Pledge to use high quality ingredients like 100% Grade A milk and cream from American cows not treated with artificial growth hormones*, colors and flavors from natural sources, and sustainably farmed fruit and vanilla**. We think it’s what makes Breyers® so good, and we hope you agree.

Give Breyers® Salted Caramel a try and leave us a review on or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. **Our product, before the inclusion of any candies, cookies, sauces or fruit from other suppliers, will fully abide by this claim. Raspberries are not sustainably farmed.",3.9,20,"MILK, CORN SYRUP, SUGAR, CREAM, WHEY, BUTTER, CREAM, SALT, SKIM MILK, VEGETABLE GUMS, CAROB BEAN, TARA, GUAR, MONO AND DIGLYCERIDES, CARAMEL (FOR COLOR), SALT, SEA SALT, CARRAGEENAN, SODIUM BICARBONATE, NATURAL FLAVOR, VITAMIN A PALMITATE, ANNATTO (FOR COLOR), WATER",breyers
58_breyers,Ice Cream Cake,,"Breyers® Ice Cream Cake is bite after bite of one of America's favorite party treats. Between layers of our signature Breyers® Natural Vanilla ice cream, is Breyers® Chocolate Ice Cream, bursting with loads of chocolatey crunchies. It's the perfect treat for even the smallest occasion.

Our vanilla is 100% sustainably sourced and through our partnership with Rainforest Alliance so your Breyers® Ice Cream Cake is also supporting farmers and their families in Madagascar. We believe that the quality of our ingredients makes the delicious vanilla desserts, and that’s why we use 100% Grade A milk and cream from American cows not treated with artificial growth hormones* and sustainably farmed fruit and vanilla**. Make it a party and try our Breyers® Ice Cream Cake for your next celebration!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. **Our product, before the inclusion of any candies, cookies, sauces or fruit from other suppliers, will fully abide by this claim. Raspberries are not sustainably farmed.",4.1,69,"MILK, SUGAR, SUGAR, CHOCOLATE COOKIE PIECES, ENRICHED FLOUR, WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, SUGAR, VEGETABLE OIL, PALM OIL, SOYBEAN OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), DRIED CANE SYRUP, VANILLA, CORNSTARCH, SODIUM BICARBONATE, SALT, SOY LECITHIN, COCONUT OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), COCOA, SOY LECITHIN, NATURAL FLAVORS, MILK, CORN SYRUP, CREAM, WHEY, COCOA PROCESSED WITH ALKALI, VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, MONO AND DIGLYCERIDES, VANILLA BEANS, NATURAL FLAVOR, VANILLA EXTRACT, VITAMIN A PALMITATE",breyers
59_breyers,Coconut Fudge,,"Sweet, creamy coconut and coconut pieces get delicious with chocolatey fudge swirled throughout Breyers® Coconut Fudge. It's the best of both worlds!

Need a tropical escape with some chocolate swirled in? Here it is! We can almost feel the ocean breeze. While you’re imagining being by the beach, take note that Breyers® is made with 100% Grade A milk and cream from American cows not treated with artificial growth hormones*. We believe that it’s our high quality ingredients that make Breyers® Coconut Fudge so great! We hope you agree.

Give it a try and leave us a review at or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.4,19,"SKIM MILK, CORN SYRUP, WATER, FRUCTOSE, SUGAR, COCONUT OIL, COCONUT, DUTCHED COCOA (PROCESSED WITH ALKALI), CREAM, WHEY, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, UNSWEETENED CHOCOLATE, COCOA BUTTER, MILK FAT, COCOA, NATURAL FLAVOR, SOY LECITHIN, PGPR, COCONUT EXTRACT",breyers
60_breyers,Chocolate Peanut Butter,,"Delicious Breyers® Chocolate Ice Cream is thoroughly swirled through with real peanut butter, making Chocolate Peanut Butter one spoon-lickin' good ice cream, perfect for sharing….or not! It’s the Breyers® Chocolate ice cream you love with swirls of peanut butter. What could go wrong?

We start with fresh cream, sugar, and milk and real cocoa. We’re obsessed with the quality of the ingredients that we put into our desserts and that’s why we partner with American farmers for 100% Grade A milk and cream.

We hope you give Breyers® Chocolate Peanut Butter a try and agree. Leave us a review at to let us know!",4.4,143,"MILK, CREAM, SUGAR, PEANUTS, CORN SYRUP, DUTCHED COCOA (PROCESSED WITH ALKALI), WHEY, SALT, PEANUT OIL, VEGETABLE GUMS, CAROB BEAN, TARA, GUAR, MONO AND DIGLYCERIDES, NATURAL FLAVOR, ANNATTO (FOR COLOR)",breyers
61_breyers,Natural Vanilla Snack Cups 10ct,,"Discover Breyers® Vanilla Ice Cream Snack Cups. Enjoy the delicious taste of America's favorite vanilla in a perfectly portioned 3 ounce serving.

What could be simpler than using ingredients like fresh cream, sugar, and milk? To make things even sweeter, the milk and cream are 100% Grade A and come from American cows not treated with artificial growth hormones*. We partner with our farmers all over America because milk and fresh cream are so important in one of our most popular ice cream flavors and the taste you love.Do you see those specks? Those are real vanilla beans.

That heavenly vanilla in Natural Vanilla is also 100% sustainably sourced, so you can enjoy it even more, knowing that you’re supporting farmers and their families in Madagascar through our partnership with the Rainforest Alliance. We believe that the quality of our ingredients makes the most delicious vanilla ice cream.

Try Breyers® Natural Vanilla yourself and see if you those vanilla specks and refreshing milk and cream can scoop up some smiles in your family. Want to give your dessert a twist? Check out our recipes at for fun and easy ideas!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.6,28,"MILK, CREAM, SUGAR, WATER, VEGETABLE GUM (TARA), NATURAL FLAVOR",breyers
62_breyers,Butterscotch Blondie,,"Sweet blondie pieces scattered throughout subtle vanilla bring out the brown sugar and butter flavors of butterscotch. Breyers® Butterscotch Blondie is a butterscotch lover’s dream! How sweet it is to bite into pieces of blondies! And it’s even sweeter knowing that we put high quality ingredients into every tub.

Our milk and cream is 100% Grade A and comes from American cows not treated with artificial growth hormones*. We believe that the quality of our ingredients makes delicious desserts.

We hope that you try our Breyers® Butterscotch Blondie and agree! Let us know by leaving a review at or follow us @Breyers on Instagram for the latest news and products!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",3.5,20,"MILK, SUGAR, CORN SYRUP, CREAM, BROWN SUGAR, WHEAT FLOUR, WHEY, EGG, BUTTER, CREAM, SALT, SOYBEAN OIL, VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, MONO AND DIGLYCERIDES, CARAMEL (FOR COLOR), NATURAL FLAVOR, BAKING POWDER, SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE, SALT, VITAMIN A PALMITATE",breyers
63_breyers,Chocolate Snack Cups 10ct,,"Breyers® Chocolate ice cream - rich, creamy, with just the right amount of sweetness and real cocoa! Who can resist? It’s deliciously snackable in a perfectly portioned 3 fl oz. serving ice cream cup.

America loves chocolate ice cream and so do we! That fresh cream taste in Breyers® Chocolate ice cream is thanks in part to our partnerships with American farmers, who ensure the highest quality of dairy for our desserts.

And that rich chocolate satisfying your taste buds? That’s real cocoa we use. In fact, we only use real ingredients and colors and flavors from natural sources. Starting with real high quality ingredients is what we think makes the best chocolate ice cream.

Try it and see if you agree! Or give Breyers® Chocolate a twist with one of our fun recipes at .

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.9,26,"MILK, CREAM, SUGAR, WATER, DUTCHED COCOA (PROCESSED WITH ALKALI), WHEY, VEGETABLE GUM (TARA), NATURAL FLAVOR",breyers
64_breyers,CINNABON®,,"Calling all cinnamon roll lovers! We teamed up with CINNABON®, one of our favorite treats, to create our bakery-inspired Breyers® CINNABON®.

Bring home the magic of CINNABON® and Breyers® with swirls of gooey cinnamon roll flavor and delicious dough bites in a sweet cinnamon flavored base. It’s a twist on your classic CINNABON® cinnamon roll that will take your senses on a tasty trip.

Not only delicious, but also made with high quality ingredients like fresh cream, sugar and milk. In fact, our milk and cream is 100% Grade A from American cows not treated with artificial growth hormones*. We use colors and flavors from natural sources and only sustainably farmed fruit and vanilla**. Our commitment to using high quality ingredients goes back more than 150 years to give you a great tasting dessert.

Try out our Breyers® CINNABON® and let us know what you think at !

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. ** Our product, before the inclusion of any candies, cookies, sauces or fruit from other suppliers, will fully abide by this claim. Raspberries are not sustainably farmed.",4.0,28,"MILK, CORN SYRUP, SUGAR, BROWN SUGAR, SOYBEAN OIL, WATER, BUTTER, CREAM, SALT, CORN SYRUP, SPICE, SALT, SOYBEAN LECITHIN, VANILLA EXTRACT, DRIED CANE SYRUP, UNBLEACHED UNENRICHED WHEAT FLOUR, COCONUT OIL, WATER, BUTTER, CREAM, SALT, MOLASSES, SODIUM BICARBONATE, SPICE, CORN SYRUP, SOY LECITHIN, SALT, FRUCTOSE, COCONUT OIL, WHEY, CREAM, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, NATURAL FLAVOR",breyers
65_breyers,CarbSmart™ Caramel Swirl Bar,,"Watching your grams of sugar or carbs? Try our Breyers® CarbSmart™ Caramel Swirl Bars, with 60 calories, 4g net carbs, 4g sugar, and 3g fiber+ per serving! Sometimes, you just need a treat that you can grab and go and maybe even eat in four bites!

We start with fresh 100% Grade A cream from American cows not treated with artificial growth hormones*. Our fruit and vanilla is sustainably farmed and we only use colors and flavors from natural sources. So, while you’re walking around and enjoying the 4 grams of sugar of a Breyers® CarbSmart™ Caramel Swirl Bar, you know that even after more than 150 years, we’re following the spirit of William’s Pledge of Purity.

We hope that you give our Caramel Swirl Bars a try and see if you love them! Or, give our other flavors a try like Almond Bars, Vanilla Bars, and our Fudge Bars!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. +SEE NUTRITION FACTS FOR MORE INFORMATION +NET CARBS ARE CALCULATED BY SUBTRACTING TOTAL DIETARY FIBER AND SUGAR ALCOHOL FROM TOTAL CARBOHYDRATES",4.7,18,"MILK, WATER, CARAMEL SWIRL, SUGAR, WATER, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, NONFAT MILK SOLIDS, BUTTER, CREAM, SALT, SALT, MOLASSES, PECTIN, SOY LECITHIN, NATURAL FLAVOR, POTASSIUM SORBATE (PRESERVATIVE), SODIUM CITRATE, LACTIC ACID, MALTITOL SYRUP, POLYDEXTROSE, COCONUT OIL, WHEY, GLYCERIN, CREAM, SOLUBLE CORN FIBER, VEGETABLE GUMS, CAROB BEAN GUM, GUAR GUM, CARAMEL (FOR COLOR), MONO AND DIGLYCERIDES, NATURAL FLAVOR, ACESULFAME POTASSIUM, SUCRALOSE",breyers
66_breyers,Layered Dessert S'mores,,"Calling all S'mores lovers! Make sure you don't miss out on our Layered Dessert S'mores. We start with smooth Breyers® and stir in sweet graham pieces between two layers of chocolate with marshmallows.

Not only delicious, but also made with high quality ingredients like fresh cream, sugar and milk. In fact, our milk and cream is 100% Grade A from American cows not treated with artificial growth hormones*. Our commitment to using high quality ingredients goes back more than 150 years to give you a great tasting dessert.

Try Breyers® Layered Dessert S'mores and let us know what you think at !

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",2.5,31,"MILK, CORN SYRUP, SUGAR, WHEAT FLOUR, BUTTER, CREAM (MILK), SALT, PALM OIL, CORN SYRUP, NONFAT MILK, WATER, RICE FLOUR, NATURAL FLAVORS, SALT, WHEAT FLOUR, SUGAR, PALM OIL, MOLASSES, SPICES, SALT, BAKING SODA, NATURAL FLAVOR, SOYBEAN LECITHIN, FRUCTOSE, COCONUT OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), WHEY, CREAM, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, NATURAL FLAVOR, VANILLA EXTRACT",breyers
67_breyers,Layered Dessert Peach Cobbler,,"Love peach cobbler topped with Breyers®? Then make sure you don't miss out on our Limited Edition Peach Cobbler Layered Dessert. We start with smooth Breyers® and stir in real buttery shortbread pieces between two layers of peach with peach pieces. The experience of peach cobbler topped with Breyers, all in one scoop!

Not only delicious, but also made with high quality ingredients like fresh cream, sugar and milk. In fact, our milk and cream is 100% Grade A from American cows not treated with artificial growth hormones*. We use colors and flavors from natural sources and only sustainably farmed fruit and vanilla**.

Try Breyers® Layered Dessert Peach Cobbler and let us know what you think at !

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. **In Breyers® Cookies & Candies, our product, before the inclusion of other cookies, candies, sauces or fruit from other suppliers, will abide by this claim. Raspberries are not sustainably farmed.",3.2,38,"MILK, CORN SYRUP, ENRICHED WHEAT FLOUR, WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, SUGAR, BUTTER, CREAM, SALT, CANOLA OIL, SKIM MILK POWDER, SALT, SODIUM BICARBONATE, PEACHES, FRUCTOSE, COCONUT OIL, SUGAR, WHEY, CREAM, VEGETABLE GUMS, GUAR GUM, CAROB BEAN GUM, TARA GUM, MONO AND DIGLYCERIDES, NATURAL FLAVOR, VANILLA BEANS, ANNATTO (FOR COLOR), VANILLA EXTRACT",breyers
68_breyers,Layered Dessert Brownie Cheesecake,,"Love brownie cheesecake? What about Breyers®? Now you can get both delicious desserts in just one scoop! We start with smooth cheesecake Breyers® and stir in real cheesecake pieces and surround it by two layers of chocolate with brownies.

Not only delicious, but also made with high quality ingredients like fresh cream, sugar and milk. In fact, our milk and cream is 100% Grade A from American cows not treated with artificial growth hormones*. We use colors and flavors from natural sources and only sustainably farmed fruit and vanilla**. Our commitment to using high quality ingredients goes back more than 150 years to give you a great tasting dessert.

Make sure you don't miss out on our Breyers® Layered Dessert Brownie Cheesecake. Try it and let us know what you think at !

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. **Our product, before the inclusion of any candies, cookies, sauces or fruit from other suppliers, will fully abide by this claim. Raspberries are not sustainably farmed.",2.8,25,"MILK, CORN SYRUP, SUGAR, ENRICHED WHEAT FLOUR, WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, POWDERED SUGAR, SUGAR, CORNSTARCH, COCOA (PROCESSED WITH ALKALI), WATER, PALM KERNEL OIL, SOYBEAN OIL, NONFAT DRY MILK, SOY LECITHIN (EMULSIFIER), NATURAL FLAVORS, FRUCTOSE, CHEESECAKE PIECES WITH GRAHAM CRUST, CREAM CHEESE, PASTEURIZED MILK, CREAM, CHEESE CULTURES, SALT, CAROB BEAN GUM, SUGAR, PASTEURIZED WHOLE EGGS, GRAHAM CRUMB, UNBLEACHED UNENRICHED WHEAT FLOUR, WHOLE WHEAT/GRAHAM FLOUR, SUGAR, CANOLA OIL, MOLASSES, HONEY, SALT, SODIUM BICARBONATE, CORNSTARCH, PALM OIL, NATURAL FLAVOR, SWEETENED LEMON ZEST, LEMON PEEL, SUGAR, LEMON OIL, GUAR GUM, COCONUT OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), WHEY, CREAM, CREAM CHEESE, PASTEURIZED MILK, CREAM, CHEESE CULTURES, SALT, CAROB BEAN GUM, DRIED CANE SYRUP, VEGETABLE GUMS, GUAR, CAROB BEAN GUM, MONO AND DIGLYCERIDES, NATURAL FLAVOR, SALT, PECTIN, SUGAR, ANNATTO (FOR COLOR)",breyers
0_hd,White Chocolate Raspberry Truffle Ice Cream,,A truly exquisite ice cream inspired by fine chocolate truffles. We begin with pure white chocolate ice cream and swirl in satisfying chunks of chocolaty fudge truffles and a tangy raspberry ribbon.,4.9,168,"CREAM, SKIM MILK, SUGAR, RASPBERRY PUREE, LACTOSE REDUCED SKIM MILK, CORN SYRUP, EGG YOLKS, COCONUT OIL, SOYBEAN OIL, COCOA PROCESSED WITH ALKALI, COCOA POWDER, NATURAL FLAVOR, LEMON JUICE CONCENTRATE, PECTIN, COCOA BUTTER, SALT, VANILLA EXTRACT",hd
1_hd,Banana Peanut Butter Chip Ice Cream,,Ribbons of rich peanut butter and bits of chocolate chips are folded into sweet banana ice cream to create this playfully indulgent flavor.,4.7,80,"CREAM, SKIM MILK, SUGAR, PEANUTS, BANANA PUREE, EGG YOLKS, COCONUT OIL, PEANUT OIL, COCOA PROCESSED WITH ALKALI, BUTTER OIL, SOY LECITHIN, SALT, NATURAL FLAVOR, MILK",hd
2_hd,Bourbon Praline Pecan Ice Cream,,Treat yourself to ice cream infused with smooth Bourbon sprinkled with brown sugar and given the perfect crunch with praline pecans.,4.1,191,"CREAM, SKIM MILK, SUGAR, BROWN SUGAR, EGG YOLKS, PECANS, CORN SYRUP, MOLASSES, SWEETENED CONDENSED SKIM MILK (SKIM MILK, SUGAR), MAPLE SYRUP, BUTTER (CREAM, SALT), NATURAL FLAVORS (CONTAINS BARLEY), PECTIN, SALT, CORN STARCH, BAKING SODA, CARAMEL FLAVOR, BOURBON",hd
3_hd,Bourbon Vanilla Bean Truffle Ice Cream,,"A classic pairing made even better, enjoy creamy vanilla bean ice cream dotted with chocolate truffles and swirled with spicy Bourbon.",4.0,89,"CREAM, SKIM MILK, SUGAR, HONEY, EGG YOLKS, BROWN SUGAR, MOLASSES, COCONUT OIL, SOYBEAN OIL, COCOA PROCESSED WITH ALKALI, BOURBON, COCOA, CORN STARCH, GROUND VANILLA BEANS, NATURAL FLAVORS, VANILLA EXTRACT, PECTIN, SOY LECITHIN",hd
4_hd,Butter Pecan Ice Cream,,"An American classic, revisited with our passion for singular flavor. We blend spoonful after spoonful of buttery roasted pecans with pure, sweet cream to create a delight like no other.",4.3,111,"CREAM, SKIM MILK, SUGAR, PECANS, LACTOSE REDUCED SKIM MILK, CORN SYRUP, EGG YOLKS, COCONUT OIL, SALT, BUTTER, CREAM, SALT, VANILLA EXTRACT",hd
5_hd,Caramel Soft Dipped Ice Cream Bar,,"Introducing New Soft Dipped Caramel Ice Cream Bars. A delicious pairing of indulgent caramel ice cream with a rich caramel swirl, covered in a soft chocolate truffle coating.",4.9,8,"CARAMEL ICE CREAM: CREAM, SKIM MILK, SUGAR, EGG YOLKS, SWEETENED CONDENSED MILK (CONDENSED MILK SUGAR), CORN SYRUP, SALT, PECTIN, BAKING SODA, VANILLA EXTRACT. CHOCOLATY COATING: SUGAR, COCOA PROCESSED WITH ALKALI, CANOLA OIL, PALM OIL, MILKFAT, SOY LECITHIN. SALTED CARAMEL SWIRL: CORN SYRUP, SWEETENED CONDENSED MILK (CONDENSED MILK SUGAR), CREAM, SUGAR, WATER, BUTTER (CREAM, SALT), SALT, PECTIN, MILKFAT, SOY LECITHIN.
CONTAINS: MILK, EGG AND SOY INGREDIENTS",hd
6_hd,Caramel Cone Ice Cream,,"We balance a creamy blend of caramel ice cream and rich caramel swirls with the sweet crunch of chocolaty cone pieces to create a sweet, harmonious bite.",4.7,185,"CREAM, SKIM MILK, SUGAR, EGG YOLKS, SWEETENED CONDENSED MILK, MILK, SUGAR, CORN SYRUP, BUTTER, CREAM, SALT, SALT, PECTIN, NATURAL FLAVOR, SUGAR, CONE PIECES, WHEAT FLOUR, SUGAR, SOYBEAN OIL, SOY LECITHIN, SALT, COCONUT OIL, COCOA, COCOA PROCESSED WITH ALKALI, BUTTER OIL, SUGAR, CONDENSED SKIM MILK, CORN SYRUP, WATER, BUTTER, CREAM, SALT, SALT, PECTIN, NATURAL FLAVOR, BAKING SODA",hd
7_hd,Caramel Cone Ice Cream Bar,,"Your favorite Caramel Pizzelle Bar, renamed. Golden ribbons of caramel in creamy vanilla gelato, enrobed in rich milk chocolate and crunchy italian style cone pieces.",4.8,23,"CREAM, SKIM MILK, SUGAR, EGG YOLKS, MILK CHOCOLATE, SUGAR, WHOLE MILK POWDER, CHOCOLATE, COCOA BUTTER, SOY LECITHIN, VANILLA EXTRACT, CORN SYRUP, SWEETENED CONDENSED MILK, CONDENSED MILK, SUGAR, CREAM, SUGAR, WATER, BUTTER, CREAM, SALT, SALT, PECTIN, WHEAT FLOUR, SUGAR, SOYBEAN OIL, SOY LECITHIN",hd
8_hd,Cherry Vanilla Ice Cream,,"The cherries of spring lend their delightful taste to our cherry vanilla ice cream. It is the perfect combination of pure, sweet cream and juicy black cherries.",4.2,26,"CREAM, SKIM MILK, SUGAR, BLACK CHERRIES, EGG YOLKS, CHERRIES, CHERRY JUICE CONCENTRATE, VANILLA EXTRACT, APPLE JUICE, NATURAL FLAVOR, LEMON JUICE CONCENTRATE, PECTIN",hd
9_hd,Chocolate Ice Cream,,"Rich, creamy, and totally indulgent. Made from the finest cocoa and pure, sweet cream, our chocolate ice cream is the ultimate experience.",4.9,90,"CREAM, SKIM MILK, CANE SUGAR, COCOA PROCESSED WITH ALKALI, EGG YOLKS",hd
10_hd,Chocolate Soft Dipped Ice Cream Bar,,Introducing New Soft Dipped Chocolate Ice Cream Bars. A decadent pairing of rich chocolate ice cream covered in a soft chocolate truffle coating.,2.6,25,"CHOCOLATE ICE CREAM: CREAM, SKIM MILK, SUGAR, COCOA PROCESSED WITH ALKALI, EGG YOLKS. CHOCOLATY COATING: SUGAR, COCOA PROCESSED WITH ALKALI, CANOLA OIL, PALM OIL, SOY LECITHIN.
CONTAINS: MILK, EGG AND SOY INGREDIENTS",hd
11_hd,Chocolate Chip Cookie Dough Ice Cream,,"For those who relish a taste of something playful, we re-created a childhood treat. We blend chunks of buttery cookie dough and sweet fudge chips with our finest pure vanilla ice cream. Ah, such sweet memories.",3.3,29,"CREAM, SKIM MILK, SUGAR, WHEAT FLOUR, BROWN SUGAR, MOLASSES, SUGAR, BUTTER, CREAM, SALT, EGG YOLKS, COCONUT OIL, VANILLA EXTRACT, COCOA PROCESSED WITH ALKALI, CORN OIL, FRUCTOSE, BUTTER OIL, CORN SYRUP, CORN STARCH, SOY LECITHIN, SALT, BAKING SODA, NATURAL FLAVOR, MILK",hd
12_hd,Chocolate Chocolate Chip Ice Cream,,"Our chocolate chocolate chip ice cream is the perfect combination of pure, sweet cream, fine cocoa, and chocolate chips. Truly a decadent ice cream experience.",4.7,46,"CREAM, SKIM MILK, CANE SUGAR, CHOCOLATE, COCOA PROCESSED WITH ALKALI, EGG YOLKS, COCOA BUTTER, VANILLA EXTRACT",hd
13_hd,Chocolate Dark Chocolate Ice Cream Bar,,"Between the classic rich and creamy chocolate ice cream inside, and the thick and crunchy dark chocolate coating finely drizzled on the outside, this is a chocolate connoisseur's delight.",4.5,22,"CREAM, SKIM MILK, SUGAR, COCOA PROCESSED WITH ALKALI, DARK CHOCOLATE, SUGAR, CHOCOLATE, SOY LECITHIN, VANILLA EXTRACT, COCONUT OIL, SOYBEAN OIL",hd
14_hd,Chocolate Fudge Non-Dairy Bar,,"Enjoy an indulgent non-dairy and vegan bar made from Belgian chocolate, cocoa, and swirls of chocolate fudge that’s finished with a decadent rice milk chocolate coating.",5.0,22,"WATER, SUGAR, CORN SYRUP, CHOCOLATE, COCONUT OIL, POWDERED SUGAR, SUGAR, CORN STARCH, COCOA BUTTER, SUNFLOWER OIL, COCOA PROCESSED WITH ALKALI, COCOA, SOYBEAN OIL, SOY LECITHIN, PECTIN, VANILLA EXTRACT, SALT, SUNFLOWER LECITHIN",hd
15_hd,Chocolate Peanut Butter Ice Cream,,"We start with our legendary chocolate ice cream and swirl in ribbons of creamy, smooth peanut butter. The experience is an irresistible blend of flavors in every delicious mouthful.",4.2,173,"CREAM, SKIM MILK, CANE SUGAR, PEANUTS, EGG YOLKS, CHOCOLATE, COCOA PROCESSED WITH ALKALI, PEANUT OIL, SALT",hd
16_hd,Chocolate Salted Fudge Truffle Non-Dairy,,Rich Belgian chocolate is blended with swirls of sweet salted fudge and chunks of fudge truffles to create an incredible non-dairy and vegan indulgence that isn't missing a thing.,4.8,97,"WATER, SUGAR, CORN SYRUP, BELGIAN CHOCOLATE, POWDERED SUGAR, SUGAR, CORN STARCH, COCOA PROCESSED WITH ALKALI, SUNFLOWER OIL, COCOA, COCONUT OIL, SOYBEAN OIL, SOY LECITHIN, PECTIN, VANILLA EXTRACT, SALT, NATURAL FLAVOR, SUNFLOWER LECITHIN",hd
17_hd,Chocolate Sea Salt Caramel HEAVEN Light Ice Cream,,Introducing new HEAVEN Chocolate Sea Salt Caramel light ice cream. Sink your spoon into dreamy chocolate light ice cream swirled with a ribbon of decadent sea salt caramel.,4.1,13,"SKIM MILK, CANE SUGAR, CREAM, COCOA PROCESSED WITH ALKALI, EGG YOLKS, CORN SYRUP, SWEETENED CONDENSED MILK, CONDENSED MILK, CANE SUGAR, BUTTER, CREAM, SALT, PECTIN, SEA SALT, SUNFLOWER LECITHIN, BAKING SODA, VITAMIN A PALMITATE",hd
18_hd,Coconut Caramel Non-Dairy,,This one-of-a-kind non-dairy and vegan creation gives you more of what you love. Enjoy an irresistible combination of creamy coconut and ribbons of luscious caramel.,4.9,11,"COCONUT CREAM (COCONUT EXTRACT, WATER), CORN SYRUP, WATER, SUGAR, PECTIN. CARAMEL SWIRL: BROWN SUGAR, COCONUT CREAM (COCONUT EXTRACT, WATER), WATER, SALT, PECTIN",hd
19_hd,Coconut Caramel Chocolate TRIO CRISPY LAYERS,,Layers of creamy coconut and chocolate ice cream mingle with crisp Belgian milk chocolate and luscious caramel sauce for three times the indulgence.,4.6,26,"SKIM MILK, SUGAR, EGG YOLKS, COCONUT CREAM, CORN STARCH, NATURAL FLAVOR, LEMON JUICE CONCENTRATE, CREAM, SKIM MILK, SUGAR, COCOA PROCESSED WITH ALKALI, SUGAR, COCONUT OIL, SOY LECITHIN, CORN SYRUP, SWEETENED CONDENSED MILK, CONDENSED MILK, SUGAR, CREAM, SUGAR, WATER, BUTTER, CREAM, SALT, SALT, PECTIN, SOY LECITHIN",hd
20_hd,Coconut Caramel Dark Chocolate Non-Dairy Bar,,"Velvety coconut cream is swirled with ribbons of luscious caramel sauce, then dipped in dark chocolate and finished with a rich, dark chocolate drizzle. It raises the bar for non-dairy and vegan indulgence.",4.6,31,"COCONUT CREAM, COCONUT EXTRACT, WATER, CORN SYRUP, WATER, SUGAR, DARK CHOCOLATE, SUGAR, CHOCOLATE, SOY LECITHIN, VANILLA EXTRACT, COCONUT OIL, BROWN SUGAR, COCONUT CREAM, COCONUT EXTRACT, WATER, WATER, COCONUT OIL, PECTIN, SALT",hd
21_hd,Coffee Ice Cream,,"We roast the finest Brazilian coffee beans and brew them to perfection to bring out their rich, complex flavor. the combination of the brew with our pure, creamy ice cream awakens the senses.",4.6,173,"CREAM, SKIM MILK, CANE SUGAR, EGG YOLKS, COFFEE",hd
