unid,wbid,country,year,ses,class,gdppc,yrseduc,region5,regionUN
12,DZA,Algeria,1980,34.79729843,Middle(semi-per),3152,2.224299908,Africa,North Africa
12,DZA,Algeria,1990,51.01351166,Middle(semi-per),10236.5332,5.262599945,Africa,North Africa
12,DZA,Algeria,2000,51.68918991,Middle(semi-per),10210.69531,7.032899857,Africa,North Africa
12,DZA,Algeria,2010,51.01351166,Middle(semi-per),12870.21582,8.296199799,Africa,North Africa
124,CAN,Canada,1880,94.93243408,High(core),1816,6.210000038,NW Europe,Offshoots
124,CAN,Canada,1890,96.28378296,High(core),2378,6.690000057,NW Europe,Offshoots
124,CAN,Canada,1900,96.62162018,High(core),2911,7.099999905,NW Europe,Offshoots
124,CAN,Canada,1910,98.3108139,High(core),4066,7.619999886,NW Europe,Offshoots
124,CAN,Canada,1920,96.62162018,High(core),3861,8.039999962,NW Europe,Offshoots
124,CAN,Canada,1930,95.94594574,High(core),4811,8.159999847,NW Europe,Offshoots
124,CAN,Canada,1940,95.94594574,High(core),5368,8.210000038,NW Europe,Offshoots
124,CAN,Canada,1950,96.28378296,High(core),7291,8.270000458,NW Europe,Offshoots
124,CAN,Canada,1960,95.2702713,High(core),8753,8.361700058,NW Europe,Offshoots
124,CAN,Canada,1970,95.94594574,High(core),12050,8.883199692,NW Europe,Offshoots
124,CAN,Canada,1980,95.94594574,High(core),16176,9.312199593,NW Europe,Offshoots
124,CAN,Canada,1990,92.90540314,High(core),31299.6543,10.39990044,NW Europe,Offshoots
124,CAN,Canada,2000,90.5405426,High(core),37431.91797,11.02960014,NW Europe,Offshoots
124,CAN,Canada,2010,91.55405426,High(core),40699.35547,12.08269978,NW Europe,Offshoots
152,CHL,Chile,1880,71.9594574,High(core),1740,1.080000043,L America,South America
152,CHL,Chile,1890,72.29729462,High(core),1966,1.24000001,L America,South America
152,CHL,Chile,1900,73.3108139,High(core),2194,1.49000001,L America,South America
152,CHL,Chile,1910,77.36486816,High(core),3000,1.789999962,L America,South America
152,CHL,Chile,1920,79.05405426,High(core),2768,2.640000105,L America,South America
152,CHL,Chile,1930,78.71621704,High(core),2859,3.630000114,L America,South America
152,CHL,Chile,1940,80.74324036,High(core),3236,4.46999979,L America,South America
152,CHL,Chile,1950,80.06756592,High(core),3670,4.920000076,L America,South America
152,CHL,Chile,1960,78.37837982,High(core),4270,5.222700119,L America,South America
152,CHL,Chile,1970,69.59459686,High(core),5231,6.080800056,L America,South America
152,CHL,Chile,1980,65.20270538,Middle(semi-per),5680,6.563099861,L America,South America
152,CHL,Chile,1990,66.89189148,High(core),8991.84668,8.397500038,L America,South America
152,CHL,Chile,2000,67.56756592,High(core),14315.42578,9.069399834,L America,South America
152,CHL,Chile,2010,72.29729462,High(core),19442.05078,10.18340015,L America,South America
188,CRI,Costa Rica,1880,47.29729843,Middle(semi-per),583.333313,1.210000038,L America,Central America
188,CRI,Costa Rica,1890,54.7297287,Middle(semi-per),680.666687,1.519999981,L America,Central America
188,CRI,Costa Rica,1900,54.7297287,Middle(semi-per),778,1.690000057,L America,Central America
188,CRI,Costa Rica,1910,59.12162018,Middle(semi-per),978,2.00999999,L America,Central America
188,CRI,Costa Rica,1920,69.93243408,High(core),1624,2.130000114,L America,Central America
188,CRI,Costa Rica,1930,65.20270538,Middle(semi-per),1626,2.380000114,L America,Central America
188,CRI,Costa Rica,1940,59.45946121,Middle(semi-per),1763,2.809999943,L America,Central America
188,CRI,Costa Rica,1950,57.09459305,Middle(semi-per),1963,3,L America,Central America
188,CRI,Costa Rica,1960,57.43243408,Middle(semi-per),2715,3.933199883,L America,Central America
188,CRI,Costa Rica,1970,51.35135269,Middle(semi-per),3754,3.9381001,L America,Central America
188,CRI,Costa Rica,1980,56.75675583,Middle(semi-per),4911,5.154200077,L America,Central America
188,CRI,Costa Rica,1990,58.44594574,Middle(semi-per),7787.161621,7.237500191,L America,Central America
188,CRI,Costa Rica,2000,55.06756592,Middle(semi-per),9878.289063,8.080699921,L America,Central America
188,CRI,Costa Rica,2010,54.39189148,Middle(semi-per),12999.99219,8.679100037,L America,Central America
192,CUB,Cuba,1880,36.14864731,Middle(semi-per),583.333313,0.649999976,L America,Caribbean
192,CUB,Cuba,1890,45.94594574,Middle(semi-per),680.666687,0.839999974,L America,Caribbean
192,CUB,Cuba,1900,44.59459305,Middle(semi-per),778,1.029999971,L America,Caribbean
192,CUB,Cuba,1910,48.98648834,Middle(semi-per),978,1.309999943,L America,Caribbean
192,CUB,Cuba,1920,56.41891861,Middle(semi-per),1300.9375,1.649999976,L America,Caribbean
192,CUB,Cuba,1930,62.83783722,Middle(semi-per),1505,2.450000048,L America,Caribbean
192,CUB,Cuba,1940,52.36486435,Middle(semi-per),1208,2.99000001,L America,Caribbean
192,CUB,Cuba,1950,59.12162018,Middle(semi-per),2046,3.339999914,L America,Caribbean
192,CUB,Cuba,1960,54.7297287,Middle(semi-per),2052,4.207099915,L America,Caribbean
192,CUB,Cuba,1970,52.02702713,Middle(semi-per),1917,5.636099815,L America,Caribbean
192,CUB,Cuba,1980,57.7702713,Middle(semi-per),2644,6.638100147,L America,Caribbean
192,CUB,Cuba,1990,56.08108139,Middle(semi-per),2957,9.274600029,L America,Caribbean
192,CUB,Cuba,2000,52.70270157,Middle(semi-per),2422,9.75510025,L America,Caribbean
192,CUB,Cuba,2010,51.68918991,Middle(semi-per),2576.82666,10.59360027,L America,Caribbean
204,BEN,Benin,1880,17.90540504,Low(periphery),533.666687,0.119999997,Africa,West Africa
204,BEN,Benin,1890,14.8648653,Low(periphery),567.333313,0.150000006,Africa,West Africa
204,BEN,Benin,1900,16.55405426,Low(periphery),601,0.180000007,Africa,West Africa
204,BEN,Benin,1910,14.18918896,Low(periphery),628.6923218,0.209999993,Africa,West Africa
204,BEN,Benin,1920,9.797297478,Low(periphery),682.6296387,0.239999995,Africa,West Africa
204,BEN,Benin,1930,8.44594574,Low(periphery),747.8148193,0.270000011,Africa,West Africa
204,BEN,Benin,1940,14.8648653,Low(periphery),813,0.300000012,Africa,West Africa
204,BEN,Benin,1950,20.94594574,Low(periphery),1084,0.340000004,Africa,West Africa
204,BEN,Benin,1960,17.56756783,Low(periphery),978,0.70569998,Africa,West Africa
204,BEN,Benin,1970,13.51351357,Low(periphery),1027,0.844099998,Africa,West Africa
204,BEN,Benin,1980,13.51351357,Low(periphery),1128,0.940900028,Africa,West Africa
204,BEN,Benin,1990,10.47297287,Low(periphery),1462.677368,2.130899906,Africa,West Africa
204,BEN,Benin,2000,12.16216183,Low(periphery),1666.467407,3.111299992,Africa,West Africa
204,BEN,Benin,2010,12.16216183,Low(periphery),1818.778442,4.216800213,Africa,West Africa
208,DNK,Denmark,1880,95.2702713,High(core),2181,4.940000057,NW Europe,North Europe
208,DNK,Denmark,1890,94.59459686,High(core),2523,5.25,NW Europe,North Europe
208,DNK,Denmark,1900,94.25675964,High(core),3017,5.610000134,NW Europe,North Europe
208,DNK,Denmark,1910,92.90540314,High(core),3705,5.960000038,NW Europe,North Europe
208,DNK,Denmark,1920,93.58107758,High(core),3992,6.329999924,NW Europe,North Europe
208,DNK,Denmark,1930,93.91892242,High(core),5341,6.630000114,NW Europe,North Europe
208,DNK,Denmark,1940,92.2297287,High(core),5116,7.03000021,NW Europe,North Europe
208,DNK,Denmark,1950,92.90540314,High(core),6943,7.429999828,NW Europe,North Europe
208,DNK,Denmark,1960,94.93243408,High(core),8812,7.82310009,NW Europe,North Europe
208,DNK,Denmark,1970,95.2702713,High(core),12686,8.59829998,NW Europe,North Europe
208,DNK,Denmark,1980,94.93243408,High(core),15227,8.903800011,NW Europe,North Europe
208,DNK,Denmark,1990,90.5405426,High(core),33785.64844,9.416700363,NW Europe,North Europe
208,DNK,Denmark,2000,86.82432556,High(core),42337.71484,9.712400436,NW Europe,North Europe
208,DNK,Denmark,2010,82.43243408,High(core),43998.4375,10.05659962,NW Europe,North Europe
214,DOM,Dominican Republic,1880,36.14864731,Middle(semi-per),583.333313,0.550000012,L America,Caribbean
214,DOM,Dominican Republic,1890,39.18918991,Middle(semi-per),680.666687,0.709999979,L America,Caribbean
214,DOM,Dominican Republic,1900,45.2702713,Middle(semi-per),778,0.860000014,L America,Caribbean
214,DOM,Dominican Republic,1910,44.59459305,Middle(semi-per),978,1.019999981,L America,Caribbean
214,DOM,Dominican Republic,1920,43.58108139,Middle(semi-per),1035.918945,1.169999957,L America,Caribbean
214,DOM,Dominican Republic,1930,39.86486435,Middle(semi-per),1032.945923,1.330000043,L America,Caribbean
214,DOM,Dominican Republic,1940,38.17567444,Middle(semi-per),1029.973022,1.50999999,L America,Caribbean
214,DOM,Dominican Republic,1950,35.13513565,Middle(semi-per),1027,1.899999976,L America,Caribbean
214,DOM,Dominican Republic,1960,37.83783722,Middle(semi-per),1302,2.759399891,L America,Caribbean
214,DOM,Dominican Republic,1970,41.21621704,Middle(semi-per),1561,4.050600052,L America,Caribbean
214,DOM,Dominican Republic,1980,41.89189148,Middle(semi-per),2372,4.503499985,L America,Caribbean
214,DOM,Dominican Republic,1990,44.93243408,Middle(semi-per),5267.102051,5.958099842,L America,Caribbean
214,DOM,Dominican Republic,2000,46.62162018,Middle(semi-per),7963.705566,6.653699875,L America,Caribbean
214,DOM,Dominican Republic,2010,44.59459305,Middle(semi-per),11123.53125,7.402999878,L America,Caribbean
222,SLV,El Salvador,1880,44.25675583,Middle(semi-per),583.333313,0.970000029,L America,Central America
222,SLV,El Salvador,1890,47.29729843,Middle(semi-per),680.666687,1.159999967,L America,Central America
222,SLV,El Salvador,1900,52.36486435,Middle(semi-per),778,1.340000033,L America,Central America
222,SLV,El Salvador,1910,53.37837982,Middle(semi-per),978,1.440000057,L America,Central America
222,SLV,El Salvador,1920,45.60810852,Middle(semi-per),932,1.440000057,L America,Central America
222,SLV,El Salvador,1930,44.93243408,Middle(semi-per),1045,1.529999971,L America,Central America
222,SLV,El Salvador,1940,39.52702713,Middle(semi-per),1111,1.50999999,L America,Central America
222,SLV,El Salvador,1950,41.89189148,Middle(semi-per),1489,1.690000057,L America,Central America
222,SLV,El Salvador,1960,40.87837982,Middle(semi-per),1764,1.968999982,L America,Central America
222,SLV,El Salvador,1970,39.86486435,Middle(semi-per),2187,2.798399925,L America,Central America
222,SLV,El Salvador,1980,35.13513565,Middle(semi-per),2354,3.228699923,L America,Central America
222,SLV,El Salvador,1990,34.79729843,Middle(semi-per),4529.786621,4.675899982,L America,Central America
222,SLV,El Salvador,2000,41.89189148,Middle(semi-per),6363.802734,6.565599918,L America,Central America
222,SLV,El Salvador,2010,41.55405426,Middle(semi-per),7299.871094,7.966899872,L America,Central America
231,ETH,Ethiopia,1880,8.108108521,Low(periphery),533.666687,0.090000004,Africa,East Africa
231,ETH,Ethiopia,1890,14.52702713,Low(periphery),567.333313,0.100000001,Africa,East Africa
231,ETH,Ethiopia,1900,4.391891956,Low(periphery),601,0.100000001,Africa,East Africa
231,ETH,Ethiopia,1910,14.8648653,Low(periphery),628.6923218,0.109999999,Africa,East Africa
231,ETH,Ethiopia,1920,6.418919086,Low(periphery),682.6296387,0.109999999,Africa,East Africa
231,ETH,Ethiopia,1930,14.52702713,Low(periphery),747.8148193,0.119999997,Africa,East Africa
231,ETH,Ethiopia,1940,13.85135174,Low(periphery),813,0.119999997,Africa,East Africa
231,ETH,Ethiopia,1950,3.378378391,Low(periphery),390,0.129999995,Africa,East Africa
231,ETH,Ethiopia,1960,1.689189196,Low(periphery),440,0.129999995,Africa,East Africa
231,ETH,Ethiopia,1970,2.02702713,Low(periphery),595,0.230000004,Africa,East Africa
231,ETH,Ethiopia,1980,3.040540457,Low(periphery),648,0.50999999,Africa,East Africa
231,ETH,Ethiopia,1990,2.364864826,Low(periphery),651.953064,1.210000038,Africa,East Africa
231,ETH,Ethiopia,2000,2.364864826,Low(periphery),618.2422485,1.840000033,Africa,East Africa
231,ETH,Ethiopia,2010,3.716216326,Low(periphery),1073.826294,2.480000019,Africa,East Africa
24,AGO,Angola,1880,8.783783913,Low(periphery),533.666687,0.07,Africa,Middle Africa
24,AGO,Angola,1890,5.067567348,Low(periphery),567.333313,0.07,Africa,Middle Africa
24,AGO,Angola,1900,11.48648643,Low(periphery),601,0.07,Africa,Middle Africa
24,AGO,Angola,1910,6.418919086,Low(periphery),628.6923218,0.07,Africa,Middle Africa
24,AGO,Angola,1920,5.743243217,Low(periphery),682.6296387,0.079999998,Africa,Middle Africa
24,AGO,Angola,1930,14.8648653,Low(periphery),747.8148193,0.079999998,Africa,Middle Africa
24,AGO,Angola,1940,11.14864826,Low(periphery),813,0.079999998,Africa,Middle Africa
24,AGO,Angola,1950,17.22973061,Low(periphery),1052,0.090000004,Africa,Middle Africa
24,AGO,Angola,1960,15.5405407,Low(periphery),1253,0.109999999,Africa,Middle Africa
24,AGO,Angola,1970,18.58108139,Low(periphery),1768,0.289999992,Africa,Middle Africa
24,AGO,Angola,1980,9.459459305,Low(periphery),961,0.920000017,Africa,Middle Africa
24,AGO,Angola,1990,21.9594593,Low(periphery),4394.330078,1.840000033,Africa,Middle Africa
24,AGO,Angola,2000,17.90540504,Low(periphery),3508.905029,2.279999971,Africa,Middle Africa
24,AGO,Angola,2010,19.25675583,Low(periphery),5895.114258,2.789999962,Africa,Middle Africa
246,FIN,Finland,1880,58.44594574,Middle(semi-per),1155,0.560000002,NW Europe,North Europe
246,FIN,Finland,1890,58.10810852,Middle(semi-per),1381,0.629999995,NW Europe,North Europe
246,FIN,Finland,1900,58.78378296,Middle(semi-per),1668,0.769999981,NW Europe,North Europe
246,FIN,Finland,1910,63.51351166,Middle(semi-per),1906,1.070000052,NW Europe,North Europe
246,FIN,Finland,1920,63.51351166,Middle(semi-per),1846,1.360000014,NW Europe,North Europe
246,FIN,Finland,1930,67.56756592,High(core),2666,1.870000005,NW Europe,North Europe
246,FIN,Finland,1940,73.98648834,High(core),3220,3.119999886,NW Europe,North Europe
246,FIN,Finland,1950,78.71621704,High(core),4253,4.369999886,NW Europe,North Europe
246,FIN,Finland,1960,84.12162018,High(core),6230,5.668300152,NW Europe,North Europe
246,FIN,Finland,1970,83.78378296,High(core),9577,6.867499828,NW Europe,North Europe
246,FIN,Finland,1980,86.14865112,High(core),12949,7.648700237,NW Europe,North Europe
246,FIN,Finland,1990,78.0405426,High(core),28905.57031,8.194499969,NW Europe,North Europe
246,FIN,Finland,2000,70.60810852,High(core),34887.17969,8.193400383,NW Europe,North Europe
246,FIN,Finland,2010,79.39189148,High(core),39848.13281,9.974200249,NW Europe,North Europe
250,FRA,France,1880,94.25675964,High(core),2120,4.630000114,NW Europe,West Europe
250,FRA,France,1890,93.91892242,High(core),2376,5.429999828,NW Europe,West Europe
250,FRA,France,1900,95.2702713,High(core),2876,6.309999943,NW Europe,West Europe
250,FRA,France,1910,93.58107758,High(core),2965,6.989999771,NW Europe,West Europe
250,FRA,France,1920,93.91892242,High(core),3227,7.539999962,NW Europe,West Europe
250,FRA,France,1930,94.25675964,High(core),4532,7.730000019,NW Europe,West Europe
250,FRA,France,1940,92.90540314,High(core),4042,8,NW Europe,West Europe
250,FRA,France,1950,93.58107758,High(core),5186,8.220000267,NW Europe,West Europe
250,FRA,France,1960,76.01351166,High(core),7398,4.196400166,NW Europe,West Europe
250,FRA,France,1970,76.01351166,High(core),11410,4.755700111,NW Europe,West Europe
250,FRA,France,1980,78.0405426,High(core),14766,5.761300087,NW Europe,West Europe
250,FRA,France,1990,74.32432556,High(core),29527.97461,7.474599838,NW Europe,West Europe
250,FRA,France,2000,82.09459686,High(core),34896.38672,9.554900169,NW Europe,West Europe
250,FRA,France,2010,83.10810852,High(core),36872.22656,10.53289986,NW Europe,West Europe
276,DEU,Germany,1880,94.25675964,High(core),1991,5.349999905,NW Europe,West Europe
276,DEU,Germany,1890,95.94594574,High(core),2428,5.739999771,NW Europe,West Europe
276,DEU,Germany,1900,95.2702713,High(core),2985,6.110000134,NW Europe,West Europe
276,DEU,Germany,1910,94.59459686,High(core),3348,6.619999886,NW Europe,West Europe
276,DEU,Germany,1920,92.90540314,High(core),2796,7.090000153,NW Europe,West Europe
276,DEU,Germany,1930,92.56756592,High(core),3973,7.380000114,NW Europe,West Europe
276,DEU,Germany,1940,95.2702713,High(core),5403,7.900000095,NW Europe,West Europe
276,DEU,Germany,1950,91.89189148,High(core),3881,8.170000076,NW Europe,West Europe
276,DEU,Germany,1960,83.44594574,High(core),7705,5.11950016,NW Europe,West Europe
276,DEU,Germany,1970,76.35134888,High(core),10839,5.015799999,NW Europe,West Europe
276,DEU,Germany,1980,75,High(core),14114,5.246399879,NW Europe,West Europe
276,DEU,Germany,1990,79.7297287,High(core),31287.07031,8.041999817,NW Europe,West Europe
276,DEU,Germany,2000,86.48648834,High(core),36764.5625,9.952500343,NW Europe,West Europe
276,DEU,Germany,2010,90.5405426,High(core),40428.72266,11.82310009,NW Europe,West Europe
288,GHA,Ghana,1880,25.33783722,Low(periphery),518.5349121,0.810000002,Africa,West Africa
288,GHA,Ghana,1890,37.5,Middle(semi-per),598.0697632,0.829999983,Africa,West Africa
288,GHA,Ghana,1900,35.47297287,Middle(semi-per),677.6046753,0.839999974,Africa,West Africa
288,GHA,Ghana,1910,37.5,Middle(semi-per),757.1395264,0.879999995,Africa,West Africa
288,GHA,Ghana,1920,34.45946121,Middle(semi-per),845.5134888,0.939999998,Africa,West Africa
288,GHA,Ghana,1930,35.47297287,Middle(semi-per),937.6756592,1.059999943,Africa,West Africa
288,GHA,Ghana,1940,34.79729843,Middle(semi-per),1029.837891,1.190000057,Africa,West Africa
288,GHA,Ghana,1950,33.10810852,Low(periphery),1122,1.309999943,Africa,West Africa
288,GHA,Ghana,1960,28.0405407,Low(periphery),1378,1.076099992,Africa,West Africa
288,GHA,Ghana,1970,35.47297287,Middle(semi-per),1424,3.57859993,Africa,West Africa
288,GHA,Ghana,1980,33.78378296,Middle(semi-per),1157,4.346000195,Africa,West Africa
288,GHA,Ghana,1990,33.44594574,Middle(semi-per),1919.59668,5.932400227,Africa,West Africa
288,GHA,Ghana,2000,30.40540504,Low(periphery),2259.057373,6.569300175,Africa,West Africa
288,GHA,Ghana,2010,28.71621704,Low(periphery),3059.413818,7.137800217,Africa,West Africa
300,GRC,Greece,1880,72.29729462,High(core),1029,1.75,SE Europe,South Europe
300,GRC,Greece,1890,75.33783722,High(core),1178,2.069999933,SE Europe,South Europe
300,GRC,Greece,1900,73.98648834,High(core),1351,2.369999886,SE Europe,South Europe
300,GRC,Greece,1910,74.32432556,High(core),1536.384644,2.700000048,SE Europe,South Europe
300,GRC,Greece,1920,71.9594574,High(core),1433,3.059999943,SE Europe,South Europe
300,GRC,Greece,1930,77.70270538,High(core),2258,3.890000105,SE Europe,South Europe
300,GRC,Greece,1940,75,High(core),2223,4.25,SE Europe,South Europe
300,GRC,Greece,1950,62.83783722,Middle(semi-per),1915,4.599999905,SE Europe,South Europe
300,GRC,Greece,1960,77.36486816,High(core),3146,7.419099808,SE Europe,South Europe
300,GRC,Greece,1970,78.37837982,High(core),6211,6.516499996,SE Europe,South Europe
300,GRC,Greece,1980,76.01351166,High(core),8971,6.802499771,SE Europe,South Europe
300,GRC,Greece,1990,78.0405426,High(core),20686.13672,8.580599785,SE Europe,South Europe
300,GRC,Greece,2000,71.9594574,High(core),24839.07617,8.888899803,SE Europe,South Europe
300,GRC,Greece,2010,80.74324036,High(core),28726.08008,10.67669964,SE Europe,South Europe
320,GTM,Guatemala,1880,32.43243408,Low(periphery),583.333313,0.50999999,L America,Central America
320,GTM,Guatemala,1890,39.18918991,Middle(semi-per),680.666687,0.670000017,L America,Central America
320,GTM,Guatemala,1900,41.55405426,Middle(semi-per),778,0.810000002,L America,Central America
320,GTM,Guatemala,1910,46.28378296,Middle(semi-per),978,0.920000017,L America,Central America
320,GTM,Guatemala,1920,47.29729843,Middle(semi-per),1272,0.970000029,L America,Central America
320,GTM,Guatemala,1930,52.36486435,Middle(semi-per),1776,1.029999971,L America,Central America
320,GTM,Guatemala,1940,57.7702713,Middle(semi-per),2742,1.25,L America,Central America
320,GTM,Guatemala,1950,45.60810852,Middle(semi-per),2085,1.519999981,L America,Central America
320,GTM,Guatemala,1960,39.52702713,Middle(semi-per),2193,1.453799963,L America,Central America
320,GTM,Guatemala,1970,37.16216278,Middle(semi-per),2919,1.761999965,L America,Central America
320,GTM,Guatemala,1980,36.14864731,Middle(semi-per),4005,2.055799961,L America,Central America
320,GTM,Guatemala,1990,31.41891861,Low(periphery),5100.779297,3.566099882,L America,Central America
320,GTM,Guatemala,2000,30.40540504,Low(periphery),6070.720215,4.129300117,L America,Central America
320,GTM,Guatemala,2010,26.68918991,Low(periphery),6714.063477,4.803299904,L America,Central America
32,ARG,Argentina,1880,77.36486816,High(core),1731.5,1.419999957,L America,South America
32,ARG,Argentina,1890,77.70270538,High(core),2152,1.480000019,L America,South America
32,ARG,Argentina,1900,80.06756592,High(core),2756,1.799999952,L America,South America
32,ARG,Argentina,1910,82.09459686,High(core),3822,2.25999999,L America,South America
32,ARG,Argentina,1920,81.75675964,High(core),3473,2.920000076,L America,South America
32,ARG,Argentina,1930,82.7702713,High(core),4080,3.680000067,L America,South America
32,ARG,Argentina,1940,84.12162018,High(core),4161,4.380000114,L America,South America
32,ARG,Argentina,1950,85.13513184,High(core),4987,5.21999979,L America,South America
32,ARG,Argentina,1960,83.10810852,High(core),5559,5.665400028,L America,South America
32,ARG,Argentina,1970,77.70270538,High(core),7302,6.296299934,L America,South America
32,ARG,Argentina,1980,75,High(core),8206,6.84649992,L America,South America
32,ARG,Argentina,1990,69.93243408,High(core),10815.71484,8.339699745,L America,South America
32,ARG,Argentina,2000,64.86486816,Middle(semi-per),14899.87012,8.726200104,L America,South America
32,ARG,Argentina,2010,63.85135269,Middle(semi-per),18712.0625,9.3458004,L America,South America
328,GUY,Guyana,1880,62.83783722,Middle(semi-per),647.666687,1.879999995,L America,South America
328,GUY,Guyana,1890,65.20270538,Middle(semi-per),746.333313,2.430000067,L America,South America
328,GUY,Guyana,1900,66.89189148,High(core),845,2.75,L America,South America
328,GUY,Guyana,1910,69.59459686,High(core),1098.076904,3.119999886,L America,South America
328,GUY,Guyana,1920,70.2702713,High(core),1431.108154,3.430000067,L America,South America
328,GUY,Guyana,1930,73.64865112,High(core),1798.405396,3.690000057,L America,South America
328,GUY,Guyana,1940,73.3108139,High(core),2165.702637,4.059999943,L America,South America
328,GUY,Guyana,1950,70.2702713,High(core),2533,4.440000057,L America,South America
328,GUY,Guyana,1960,68.24324036,High(core),3478,4.83010006,L America,South America
