model,year,price,transmission,mileage,fuelType,mpg,engineSize
1 Series,2015,8490,Manual,48000.0,Petrol,50.4,1.6
X4,2015,20600,Automatic,26928.0,Diesel,47.9,3.0
1 Series,2016,12299,Automatic,57701.0,Diesel,62.8,2.0
4 Series,2019,29840,Automatic,6000.0,Diesel,60.1,2.0
X3,2020,36853,Semi-Auto,2479.0,Diesel,54.3,2.0
3 Series,2020,34000,Semi-Auto,1595.0,Diesel,50.4,2.0
2 Series,2017,16498,Semi-Auto,22919.0,Diesel,64.2,2.0
5 Series,2013,12950,Automatic,33279.0,Diesel,60.1,2.0
2 Series,2017,14999,Semi-Auto,19760.0,Diesel,68.9,2.0
1 Series,2016,11819,Manual,26141.0,Diesel,78.5,1.5
1 Series,2020,29950,Semi-Auto,3422.0,Diesel,48.7,2.0
5 Series,2013,8999,Automatic,178987.0,Hybrid,40.4,3.0
3 Series,2020,23899,Automatic,1255.0,Petrol,47.9,2.0
2 Series,2016,13300,Manual,49753.0,Diesel,64.2,2.0
3 Series,2014,12890,Semi-Auto,52106.0,Diesel,62.8,2.0
4 Series,2016,22632,Automatic,31910.0,Petrol,41.5,3.0
4 Series,2020,36000,Semi-Auto,11.0,Diesel,50.4,3.0
X5,2014,19999,Automatic,80000.0,Diesel,47.9,2.0
X2,2019,33520,Semi-Auto,3235.0,Petrol,34.0,2.0
3 Series,2016,18899,Automatic,19300.0,Diesel,51.4,3.0
1 Series,2019,17250,Manual,4122.0,Petrol,53.3,1.5
X3,2009,7495,Automatic,95000.0,Diesel,42.2,2.0
3 Series,2017,15500,Automatic,54590.0,Petrol,47.9,2.0
3 Series,2017,14800,Manual,29968.0,Diesel,64.2,2.0
3 Series,2018,17399,Automatic,29065.0,Diesel,64.2,2.0
4 Series,2019,25488,Automatic,5627.0,Petrol,45.6,2.0
3 Series,2014,12390,Manual,63728.0,Diesel,58.9,2.0
X1,2016,16700,Automatic,44478.0,Diesel,60.1,2.0
3 Series,2013,12822,Manual,9276.0,Petrol,44.8,2.0
3 Series,2016,13988,Automatic,42102.0,Petrol,51.4,2.0
3 Series,2014,13000,Automatic,37334.0,Diesel,62.8,2.0
1 Series,2019,17697,Manual,3312.0,Petrol,52.3,1.5
7 Series,2014,21498,Semi-Auto,24528.0,Petrol,32.8,4.4
X3,2014,16250,Automatic,64500.0,Diesel,47.9,3.0
3 Series,2019,26480,Semi-Auto,5500.0,Petrol,42.2,2.0
2 Series,2020,21890,Semi-Auto,10.0,Petrol,50.4,1.5
X1,2017,18950,Semi-Auto,40519.0,Diesel,57.6,2.0
3 Series,2017,19995,Semi-Auto,9981.0,Diesel,62.8,2.0
5 Series,2017,22300,Automatic,12727.0,Diesel,65.7,2.0
,2020,24990,Semi-Auto,10.0,Diesel,47.9,2.0
X6,2017,35990,Semi-Auto,3550.0,Diesel,44.8,3.0
,2013,10995,Manual,26642.0,Petrol,40.9,2.0
1 Series,2014,9000,Manual,39719.0,Diesel,65.7,2.0
X1,2017,12700,Manual,62344.0,Diesel,68.9,2.0
X1,2016,17998,Semi-Auto,50378.0,Diesel,57.6,2.0
3 Series,2007,8800,Manual,63000.0,Petrol,29.7,3.0
X2,2019,22000,Manual,4931.0,Petrol,41.5,1.5
5 Series,2017,28995,Semi-Auto,11035.0,Diesel,56.5,3.0
X3,2015,13295,Automatic,110860.0,Diesel,54.3,2.0
5 Series,2014,12999,Automatic,43208.0,Diesel,57.6,2.0
2 Series,2020,26989,Semi-Auto,3000.0,Petrol,47.9,2.0
4 Series,2019,34995,Automatic,10.0,,48.7,2.0
5 Series,2019,31995,Semi-Auto,1912.0,Diesel,65.7,2.0
1 Series,2016,13895,Semi-Auto,31453.0,Diesel,67.3,2.0
2 Series,2015,12700,Manual,54813.0,Diesel,60.1,2.0
5 Series,2019,30522,Semi-Auto,6371.0,Diesel,60.1,2.0
3 Series,2016,18770,Automatic,26108.0,Diesel,53.3,3.0
3 Series,2015,10999,Manual,39245.0,Diesel,68.9,2.0
X5,2018,44990,Semi-Auto,5321.0,Diesel,36.7,3.0
3 Series,2020,28990,Semi-Auto,4.0,Diesel,62.8,2.0
5 Series,2014,14995,Semi-Auto,42749.0,Diesel,55.4,2.0
5 Series,2018,25998,Semi-Auto,24141.0,Hybrid,156.9,2.0
1 Series,2018,14012,Manual,17143.0,Petrol,38.7,1.5
3 Series,2015,16350,Semi-Auto,21000.0,Petrol,43.5,2.0
X1,2015,17700,Automatic,27460.0,,57.6,2.0
4 Series,2019,25450,Semi-Auto,1000.0,Diesel,60.1,2.0
6 Series,2019,35988,Automatic,3693.0,,47.9,3.0
X5,2019,56980,Semi-Auto,9029.0,Diesel,33.6,3.0
X1,2017,14000,Automatic,54120.0,Diesel,65.7,2.0
2 Series,2019,22770,Manual,123.0,Diesel,64.2,2.0
3 Series,2012,11490,Automatic,89977.0,Diesel,60.1,2.0
2 Series,2019,28861,Automatic,123.0,Petrol,39.8,3.0
3 Series,2016,15995,Automatic,43000.0,Diesel,60.1,2.0
3 Series,2011,9750,Automatic,44000.0,Diesel,53.3,2.0
3 Series,2020,41995,Automatic,4300.0,Petrol,33.6,3.0
X1,2016,14800,Automatic,62562.0,Diesel,65.7,2.0
,2019,23975,Semi-Auto,13.0,Petrol,45.6,2.0
3 Series,2015,15552,Semi-Auto,39029.0,Diesel,58.9,2.0
2 Series,2016,14500,Semi-Auto,20193.0,Diesel,57.6,2.0
3 Series,2014,13950,Automatic,31098.0,,62.8,2.0
2 Series,2019,22950,Manual,9688.0,Diesel,65.7,2.0
3 Series,2019,29480,Manual,2802.0,Diesel,54.3,2.0
5 Series,2018,24999,Semi-Auto,17371.0,Diesel,62.8,2.0
4 Series,2017,15991,Semi-Auto,37847.0,Diesel,65.7,2.0
1 Series,2019,22940,Manual,5170.0,Petrol,41.5,1.5
5 Series,2019,29980,Semi-Auto,1500.0,Petrol,50.4,2.0
2 Series,2018,31990,Semi-Auto,99.0,Petrol,38.2,3.0
1 Series,2016,15498,Semi-Auto,15621.0,Diesel,65.7,2.0
1 Series,2015,9799,Manual,49096.0,Diesel,68.9,2.0
3 Series,2019,29975,Manual,1254.0,Diesel,54.3,2.0
2 Series,2016,12250,Manual,20905.0,Petrol,52.3,1.5
X1,2019,25995,Manual,1501.0,Petrol,51.4,1.5
3 Series,2016,16500,Automatic,23340.0,Diesel,64.2,2.0
2 Series,2015,17799,Automatic,38902.0,Petrol,37.2,3.0
X1,2016,19495,Semi-Auto,38267.0,Petrol,44.8,2.0
7 Series,2018,36450,Semi-Auto,17192.0,Petrol,35.3,4.4
X3,2019,33980,Semi-Auto,7861.0,Diesel,54.3,2.0
3 Series,2013,8399,Manual,65001.0,Diesel,68.9,2.0
3 Series,2010,6295,Manual,93261.0,Diesel,60.1,2.0
X5,2017,29440,Automatic,,Diesel,47.1,3.0
3 Series,2015,14107,Manual,30140.0,Diesel,64.2,2.0
3 Series,2019,29995,Automatic,5611.0,Diesel,52.3,2.0
X3,2020,42995,Semi-Auto,1501.0,Petrol,34.5,3.0
,2017,23000,Semi-Auto,18441.0,Diesel,54.3,2.0
X5,2015,24990,Automatic,48000.0,Diesel,47.1,3.0
3 Series,2019,31450,Semi-Auto,4682.0,Petrol,40.9,2.0
1 Series,2016,14652,Manual,9461.0,Diesel,70.6,1.5
4 Series,2015,16999,Automatic,46028.0,Diesel,58.9,2.0
3 Series,2014,17000,Automatic,67455.0,Diesel,50.4,3.0
M3,2004,16950,Manual,,Petrol,23.7,3.2
3 Series,2019,26826,Automatic,7015.0,Petrol,41.5,3.0
3 Series,2019,29990,Manual,10.0,Diesel,54.3,2.0
X5,2019,49490,Semi-Auto,,Diesel,37.7,3.0
M4,2019,53995,Semi-Auto,3452.0,Petrol,34.0,3.0
3 Series,2017,18495,Semi-Auto,29999.0,,64.2,2.0
1 Series,2014,12800,Manual,10503.0,Petrol,50.4,1.6
X1,2016,13991,Manual,46424.0,Diesel,60.1,2.0
2 Series,2015,17480,Manual,13000.0,Petrol,34.9,3.0
1 Series,2018,20600,Automatic,32383.0,Petrol,32.5,3.0
4 Series,2018,20462,Manual,24368.0,,42.8,2.0
3 Series,2017,25000,Semi-Auto,28930.0,Diesel,49.6,3.0
7 Series,2017,30972,Semi-Auto,15405.0,Diesel,54.3,3.0
X2,2020,24490,Semi-Auto,1.0,Diesel,52.3,2.0
X5,2019,46756,Automatic,6650.0,Diesel,37.7,3.0
,2014,12317,Automatic,49998.0,Diesel,57.6,2.0
X3,2019,36999,Automatic,1500.0,Diesel,54.3,2.0
X1,2016,14998,Semi-Auto,78843.0,Diesel,55.4,2.0
,2019,26468,Semi-Auto,4153.0,Diesel,65.7,2.0
5 Series,2015,15990,Automatic,38000.0,Diesel,51.4,3.0
1 Series,2013,12250,Automatic,48491.0,Diesel,60.1,2.0
3 Series,2016,17297,Automatic,59300.0,Diesel,49.6,3.0
5 Series,2015,9400,Manual,85725.0,Diesel,65.7,2.0
7 Series,2017,26998,Semi-Auto,34017.0,Diesel,57.6,3.0
2 Series,2019,23975,Semi-Auto,3013.0,Diesel,64.2,2.0
X1,2015,16900,Semi-Auto,42530.0,Diesel,57.6,2.0
X1,2019,29480,Automatic,4523.0,Diesel,36.7,2.0
3 Series,2018,18010,Manual,36039.0,Diesel,58.9,2.0
7 Series,2019,55000,Automatic,8546.0,Diesel,41.5,3.0
3 Series,2016,11250,Automatic,70600.0,Diesel,70.6,2.0
5 Series,2019,32490,Automatic,5134.0,Hybrid,156.9,2.0
3 Series,2018,18000,Manual,45344.0,Diesel,64.2,2.0
1 Series,2016,9400,Manual,44498.0,Diesel,83.1,1.5
X1,2016,17000,Manual,,Diesel,58.9,2.0
1 Series,2017,13980,Manual,,Diesel,65.7,2.0
1 Series,2017,21990,Automatic,18000.0,Petrol,39.8,3.0
X1,2017,16300,Manual,27473.0,Diesel,58.9,2.0
3 Series,2008,4250,Automatic,141000.0,Petrol,39.8,3.0
2 Series,2015,18700,Semi-Auto,,Petrol,37.2,3.0
3 Series,2019,28000,Manual,6899.0,Diesel,54.3,2.0
X1,2016,21000,Automatic,13553.0,Petrol,44.8,2.0
1 Series,2016,9100,Automatic,81751.0,Diesel,78.5,1.5
3 Series,2016,13695,Automatic,64590.0,Hybrid,148.7,2.0
,2019,27980,Semi-Auto,5023.0,Petrol,45.6,2.0
X3,2020,52910,Semi-Auto,101.0,Hybrid,5.5,2.0
X1,2017,23082,Semi-Auto,9076.0,Petrol,44.8,2.0
2 Series,2014,13227,Automatic,29236.0,Petrol,47.1,2.0
X4,2019,45000,Semi-Auto,7815.0,Petrol,26.9,3.0
2 Series,2019,21000,Manual,50.0,Petrol,52.3,1.5
X1,2017,19798,Semi-Auto,21700.0,Diesel,55.4,2.0
3 Series,2016,17450,Semi-Auto,16413.0,Diesel,62.8,2.0
2 Series,2018,20870,Semi-Auto,8090.0,Petrol,47.9,2.0
3 Series,2016,15800,Automatic,16319.0,Diesel,64.2,2.0
5 Series,2014,13990,Automatic,59000.0,Diesel,57.6,2.0
2 Series,2015,9295,Manual,71670.0,Diesel,68.9,2.0
2 Series,2019,21390,Automatic,14380.0,Diesel,47.1,2.0
2 Series,2015,10295,Manual,102900.0,Diesel,64.2,2.0
i8,2017,48898,Automatic,36127.0,Hybrid,134.5,1.5
4 Series,2019,31480,Automatic,6035.0,Diesel,50.4,3.0
3 Series,2013,14612,Automatic,41114.0,Diesel,57.6,3.0
1 Series,2016,11199,Manual,31095.0,,83.1,1.5
2 Series,2018,16980,Manual,,Diesel,64.2,2.0
,2016,11250,Manual,35447.0,Diesel,68.9,2.0
2 Series,2020,20980,Semi-Auto,11.0,Petrol,50.4,1.5
1 Series,2016,11490,Manual,40000.0,Diesel,65.7,2.0
X1,2016,14991,Manual,21242.0,Diesel,68.9,2.0
X5,2019,48602,Semi-Auto,7864.0,Diesel,37.7,3.0
X3,2018,32340,Semi-Auto,10488.0,Diesel,48.7,3.0
3 Series,2019,28348,Automatic,4884.0,Petrol,41.5,2.0
3 Series,2017,15127,Semi-Auto,26630.0,Petrol,51.4,2.0
4 Series,2019,32880,Automatic,5000.0,Petrol,41.5,3.0
4 Series,2019,28088,Automatic,123.0,Petrol,48.7,2.0
X5,2015,24990,Automatic,60000.0,Diesel,47.1,3.0
1 Series,2017,19995,Manual,26574.0,Petrol,46.3,2.0
5 Series,2017,23998,Semi-Auto,13373.0,Diesel,65.7,2.0
X3,2014,15795,Semi-Auto,63000.0,,54.3,2.0
3 Series,2019,29990,Semi-Auto,7460.0,Diesel,48.7,2.0
M3,2015,29991,Semi-Auto,41500.0,Petrol,34.0,3.0
5 Series,2017,23490,Semi-Auto,,Diesel,53.3,3.0
X4,2019,34990,Semi-Auto,5656.0,Diesel,42.8,2.0
X4,2019,42550,Semi-Auto,8515.0,Petrol,26.9,3.0
X3,2014,11000,Manual,109450.0,Diesel,52.3,2.0
X3,2019,30780,Automatic,4464.0,Diesel,54.3,2.0
3 Series,2017,14250,Automatic,55594.0,Other,148.7,2.0
3 Series,2020,26490,Semi-Auto,14.0,Diesel,60.1,2.0
5 Series,2019,26771,Semi-Auto,6260.0,,50.4,2.0
Z4,2019,38850,Semi-Auto,1561.0,,33.2,3.0
4 Series,2019,30980,Semi-Auto,8215.0,Diesel,50.4,3.0
3 Series,2018,22500,Semi-Auto,11150.0,Petrol,48.7,2.0
1 Series,2020,32995,Semi-Auto,2797.0,Petrol,34.5,2.0
M3,2017,37572,Semi-Auto,30573.0,Petrol,34.0,3.0
1 Series,2019,16500,Manual,5450.0,Diesel,72.4,1.5
3 Series,2018,24991,Semi-Auto,5243.0,Diesel,56.5,3.0
4 Series,2018,21750,Semi-Auto,13754.0,Petrol,48.7,2.0
3 Series,2019,32790,Automatic,3750.0,Diesel,52.3,2.0
M2,2019,46000,Manual,4534.0,Petrol,28.5,3.0
5 Series,2018,22495,Semi-Auto,19474.0,Diesel,62.8,2.0
4 Series,2019,26950,Semi-Auto,500.0,Diesel,65.7,2.0
7 Series,2020,52999,Semi-Auto,5000.0,Diesel,42.2,3.0
1 Series,2019,16980,Manual,12.0,Diesel,68.9,2.0
3 Series,2019,28361,Semi-Auto,13547.0,Petrol,42.2,2.0
3 Series,2012,8995,Automatic,53333.0,Diesel,68.9,2.0
3 Series,2015,9500,Manual,,Diesel,56.5,2.0
1 Series,2019,15989,Automatic,11153.0,Petrol,55.5,1.5
5 Series,2019,34850,Automatic,1522.0,Hybrid,141.3,2.0
1 Series,2014,10970,Automatic,26423.0,Diesel,64.2,2.0
3 Series,2019,23480,Semi-Auto,,Diesel,65.7,2.0
2 Series,2019,17980,Manual,1501.0,Diesel,55.4,2.0
5 Series,2019,26350,Semi-Auto,3623.0,Diesel,65.7,2.0
X1,2016,13500,Manual,75220.0,Diesel,58.9,2.0
X5,2017,28400,Automatic,35061.0,Diesel,47.1,3.0
X1,2019,24775,Manual,6786.0,Petrol,51.4,1.5
2 Series,2020,22999,Semi-Auto,5000.0,Petrol,50.4,1.5
1 Series,2014,14950,Semi-Auto,56355.0,Petrol,37.7,3.0
3 Series,2008,5990,Manual,108000.0,Petrol,38.7,3.0
5 Series,2020,42990,Semi-Auto,2137.0,Diesel,60.1,3.0
1 Series,2016,11399,Manual,26231.0,Diesel,78.5,1.5
5 Series,2016,15475,Automatic,30227.0,Diesel,68.9,2.0
5 Series,2015,11950,Semi-Auto,71766.0,Diesel,62.8,2.0
2 Series,2018,17495,Automatic,,Petrol,40.9,1.5
2 Series,2019,29995,Semi-Auto,2069.0,Petrol,39.8,3.0
1 Series,2019,15199,Manual,10374.0,Petrol,53.3,1.5
4 Series,2020,32995,Semi-Auto,10.0,Diesel,50.4,3.0
5 Series,2016,11000,Manual,89823.0,Diesel,62.8,2.0
3 Series,2015,10225,Manual,91246.0,Diesel,61.4,2.0
X2,2019,21400,Automatic,11151.0,Petrol,40.4,2.0
1 Series,2017,10999,Manual,46147.0,Diesel,83.1,1.5
X3,2015,12000,Automatic,126700.0,Diesel,54.3,2.0
1 Series,2016,13499,Manual,29690.0,Petrol,52.3,1.5
1 Series,2016,11497,Manual,52409.0,Diesel,65.7,2.0
1 Series,2017,16995,Automatic,13552.0,Diesel,68.9,1.5
1 Series,2016,11469,Manual,33578.0,Diesel,83.1,1.5
3 Series,2019,41490,Automatic,,Diesel,43.5,3.0
3 Series,2017,17498,Automatic,58080.0,Hybrid,134.5,2.0
2 Series,2015,17261,Manual,25637.0,Petrol,34.9,3.0
1 Series,2017,13399,Automatic,72814.0,Petrol,54.3,1.5
2 Series,2019,25450,Semi-Auto,13.0,Diesel,62.8,2.0
X3,2014,19950,Semi-Auto,23693.0,Diesel,54.3,2.0
2 Series,2017,16300,Automatic,36869.0,Petrol,47.9,2.0
5 Series,2017,28980,Semi-Auto,26478.0,Petrol,39.2,3.0
3 Series,2015,11970,Automatic,89001.0,Diesel,64.2,2.0
4 Series,2019,27480,Semi-Auto,6196.0,Diesel,50.4,3.0
2 Series,2019,20980,Semi-Auto,7494.0,Petrol,50.4,2.0
5 Series,2019,25980,Semi-Auto,9630.0,Petrol,50.4,2.0
5 Series,2019,29480,Semi-Auto,1500.0,Petrol,50.4,2.0
3 Series,2019,29995,Semi-Auto,1928.0,Petrol,42.2,2.0
3 Series,2013,6995,Manual,93729.0,Petrol,53.3,1.6
2 Series,2015,10498,Manual,27221.0,Diesel,74.3,1.5
,2017,16500,Manual,16570.0,Diesel,58.9,2.0
3 Series,2020,36995,Manual,103.0,Diesel,54.3,2.0
X3,2012,12490,Automatic,70000.0,Diesel,50.4,2.0
M5,2019,89900,Semi-Auto,2269.0,Petrol,24.1,4.4
3 Series,2020,26999,Semi-Auto,570.0,Petrol,43.5,2.0
3 Series,2019,31995,Semi-Auto,4995.0,Diesel,52.3,2.0
2 Series,2020,32995,Semi-Auto,1501.0,Petrol,36.2,2.0
1 Series,2019,18900,Manual,,Diesel,70.6,1.5
2 Series,2017,17495,Semi-Auto,15336.0,Petrol,48.7,2.0
3 Series,2013,10950,Automatic,58000.0,Diesel,53.3,2.0
X2,2019,27980,Semi-Auto,2055.0,Petrol,39.2,2.0
1 Series,2016,9977,Manual,47905.0,Diesel,78.5,1.5
3 Series,2016,19995,Semi-Auto,34110.0,Diesel,51.4,3.0
1 Series,2016,19000,Semi-Auto,42792.0,Petrol,39.8,3.0
1 Series,2017,11100,Manual,28507.0,Diesel,72.4,1.5
