Product Name,Size,Milk,Whip,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugar (g),Protein (g),Vitamin A (%DV),Vitamin C (%DV),Calcium (%DV),Iron (%DV),Caffeine (mg),Category
White Hot Chocolate,Short,Coconut,Whip,236 mL,230.0,12.0,9.0,0.2,20.0,130.0,30.0,0.0,29.0,3.0,0.06,0.0,0.06,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Tall,Nonfat,No Whip,354 mL,270.0,4.5,3.5,0.0,10.0,190.0,46.0,0.0,46.0,12.0,0.15,0.02,0.4,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Tall,Nonfat,Whip,354 mL,330.0,11.0,7.0,0.2,30.0,200.0,48.0,0.0,47.0,12.0,0.25,0.02,0.4,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Tall,0.02,No Whip,354 mL,310.0,9.0,6.0,0.2,25.0,200.0,46.0,0.0,46.0,12.0,0.15,0.02,0.4,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Tall,0.02,Whip,354 mL,370.0,16.0,10.0,0.3,45.0,210.0,48.0,0.0,47.0,12.0,0.2,0.02,0.4,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Tall,Whole,No Whip,354 mL,340.0,13.0,8.0,0.3,30.0,190.0,46.0,0.0,46.0,11.0,0.1,0.02,0.35,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Tall,Whole,Whip,354 mL,400.0,19.0,12.0,0.4,55.0,200.0,48.0,0.0,47.0,11.0,0.2,0.02,0.35,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Tall,Soy,No Whip,354 mL,280.0,8.0,4.0,0.0,5.0,180.0,41.0,1.0,39.0,10.0,0.1,0.02,0.4,0.15,0,Hot Chocolate & Other
White Hot Chocolate,Tall,Soy,Whip,354 mL,340.0,14.0,8.0,0.2,25.0,180.0,43.0,1.0,40.0,10.0,0.15,0.02,0.4,0.15,0,Hot Chocolate & Other
White Hot Chocolate,Tall,Coconut,No Whip,354 mL,270.0,10.0,9.0,0.0,5.0,190.0,42.0,0.0,42.0,3.0,0.0,0.02,0.1,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Tall,Coconut,Whip,354 mL,330.0,16.0,13.0,0.2,25.0,190.0,44.0,0.0,43.0,4.0,0.06,0.02,0.1,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Grande,Nonfat,No Whip,473 mL,360.0,6.0,5.0,0.0,10.0,250.0,61.0,0.0,61.0,15.0,0.2,0.02,0.5,0.02,0,Hot Chocolate & Other
White Hot Chocolate,Grande,Nonfat,Whip,473 mL,430.0,13.0,9.0,0.2,40.0,260.0,63.0,0.0,62.0,16.0,0.3,0.02,0.5,0.02,0,Hot Chocolate & Other
White Hot Chocolate,Grande,0.02,No Whip,473 mL,410.0,12.0,8.0,0.2,30.0,270.0,61.0,0.0,60.0,15.0,0.2,0.02,0.5,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Grande,0.02,Whip,473 mL,480.0,19.0,12.0,0.4,60.0,270.0,63.0,0.0,62.0,15.0,0.25,0.02,0.5,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Grande,Whole,No Whip,473 mL,450.0,17.0,11.0,0.3,40.0,250.0,61.0,0.0,60.0,15.0,0.15,0.02,0.45,0.02,0,Hot Chocolate & Other
White Hot Chocolate,Grande,Whole,Whip,473 mL,520.0,24.0,15.0,0.5,65.0,260.0,63.0,0.0,62.0,15.0,0.25,0.02,0.5,0.02,0,Hot Chocolate & Other
White Hot Chocolate,Grande,Soy,No Whip,473 mL,370.0,11.0,5.0,0.0,5.0,230.0,55.0,1.0,52.0,13.0,0.15,0.02,0.5,0.15,0,Hot Chocolate & Other
White Hot Chocolate,Grande,Soy,Whip,473 mL,440.0,18.0,10.0,0.2,30.0,240.0,57.0,1.0,53.0,13.0,0.2,0.02,0.5,0.15,0,Hot Chocolate & Other
White Hot Chocolate,Grande,Coconut,No Whip,473 mL,360.0,13.0,12.0,0.0,5.0,250.0,56.0,0.0,55.0,5.0,0.0,0.02,0.1,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Grande,Coconut,Whip,473 mL,430.0,20.0,16.0,0.2,30.0,250.0,58.0,0.0,57.0,5.0,0.08,0.02,0.15,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Venti®,Nonfat,No Whip,591 mL,450.0,7.0,6.0,0.0,15.0,320.0,77.0,0.0,77.0,20.0,0.25,0.02,0.6,0.02,0,Hot Chocolate & Other
White Hot Chocolate,Venti®,Nonfat,Whip,591 mL,520.0,14.0,10.0,0.2,40.0,320.0,79.0,0.0,78.0,20.0,0.35,0.02,0.7,0.02,0,Hot Chocolate & Other
White Hot Chocolate,Venti®,0.02,No Whip,591 mL,520.0,16.0,10.0,0.3,40.0,340.0,76.0,0.0,76.0,19.0,0.25,0.04,0.6,0.02,0,Hot Chocolate & Other
White Hot Chocolate,Venti®,0.02,Whip,591 mL,590.0,23.0,15.0,0.5,65.0,350.0,78.0,0.0,78.0,20.0,0.3,0.04,0.6,0.02,0,Hot Chocolate & Other
White Hot Chocolate,Venti®,Whole,No Whip,591 mL,570.0,21.0,14.0,0.4,50.0,320.0,76.0,0.0,76.0,19.0,0.2,0.02,0.6,0.02,0,Hot Chocolate & Other
White Hot Chocolate,Venti®,Whole,Whip,591 mL,640.0,28.0,18.0,0.5,75.0,330.0,78.0,0.0,78.0,19.0,0.3,0.02,0.6,0.02,0,Hot Chocolate & Other
White Hot Chocolate,Venti®,Soy,No Whip,591 mL,470.0,14.0,7.0,0.0,5.0,290.0,69.0,2.0,65.0,16.0,0.15,0.02,0.6,0.2,0,Hot Chocolate & Other
White Hot Chocolate,Venti®,Soy,Whip,591 mL,540.0,21.0,11.0,0.2,30.0,300.0,71.0,2.0,67.0,17.0,0.25,0.02,0.6,0.2,0,Hot Chocolate & Other
White Hot Chocolate,Venti®,Coconut,No Whip,591 mL,450.0,17.0,15.0,0.0,5.0,310.0,71.0,0.0,69.0,6.0,0.0,0.02,0.15,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Venti®,Coconut,Whip,591 mL,520.0,24.0,20.0,0.2,30.0,320.0,73.0,0.0,71.0,6.0,0.08,0.02,0.15,0.0,0,Hot Chocolate & Other
Sweetened Whipped Cream,Short - Hot,,,,50.0,5.0,3.0,0.2,20.0,5.0,1.0,0.0,1.0,0.3,0.06,0.0,0.0,0.0,0,Add-Ons
Sweetened Whipped Cream,Tall - Hot,,,,60.0,6.0,4.0,0.2,20.0,5.0,2.0,0.0,1.0,0.3,0.06,0.0,0.0,0.0,0,Add-Ons
Sweetened Whipped Cream,Grande/Venti® - Hot,,,,70.0,7.0,4.5,0.2,25.0,5.0,2.0,0.0,2.0,0.4,0.08,0.0,0.02,0.0,0,Add-Ons
Sweetened Whipped Cream,Tall - Cold,,,,80.0,8.0,5.0,0.2,30.0,10.0,2.0,0.0,2.0,0.4,0.1,0.0,0.02,0.0,0,Add-Ons
Sweetened Whipped Cream,Grande/Venti® - Cold,,,,110.0,11.0,7.0,0.3,40.0,10.0,3.0,0.0,2.0,1.0,0.15,0.0,0.02,0.0,0,Add-Ons
Flavoured Syrup,1 pump,,,,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,Add-Ons
Flavoured Sugar-Free Syrup,1 pump,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Add-Ons
Mocha Syrup,1 pump,,,,35.0,0.5,0.0,0.0,0.0,0.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.06,5,Add-Ons
Espresso Shot,1 shot,,,,5.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,75,Add-Ons
Matcha Green Tea Powder,1 scoop,,,,25.0,0.1,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.3,0.0,0.04,0.0,0.02,25,Add-Ons
Protein & Fibre Powder,1 scoop,,,,30.0,0.1,0.1,0.0,0.0,45.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.02,0,Add-Ons
