date, pm25, pm10, o3, no2, so2, co
2019/8/10, 82, 22, 17, 12, 1, 5
2019/8/11, 56, 22, 33, 8, 1, 4
2019/8/12, 32, 19, 36, 9, , 4
2019/8/13, 26, 31, 40, 15, 1, 5
2019/8/14, 82, 46, 97, 18, 1, 5
2019/8/15, 63, 22, 36, 7, 1, 3
2019/8/16, 30, 26, 36, 12, 1, 3
2019/8/17, 38, 47, 79, 17, 1, 5
2019/8/18, 59, 68, 106, 18, 1, 7
2019/8/19, 110, 59, 46, 16, 2, 8
2019/8/20, 125, 29, 45, 13, 1, 5
2019/8/21, 94, 34, 36, 19, 1, 5
2019/8/22, 58, 32, 37, 17, 1, 4
2019/8/23, 45, 46, 79, 17, 1, 5
2019/8/24, 61, 48, 74, 16, 1, 6
2019/8/25, 81, 74, 58, 18, 1, 8
2019/8/26, 165, 42, 42, 18, 1, 5
2019/8/27, 81, 24, 29, 8, 1, 2
2019/8/28, 19, 15, 32, 6, 1, 2
2019/8/29, 17, 22, 42, 11, 1, 2
2019/8/30, 30, 37, 78, 13, 1, 3
2019/8/31, 51, 48, 85, 16, 1, 4
2019/9/1, 68, 54, 105, 16, 1, 4
2019/9/2, 80, 69, 127, 22, 2, 7
2019/9/3, 136, 64, 111, 24, 2, 8
2019/9/4, 137, 62, 113, 18, 1, 6
2019/9/5, 119, 69, 131, 22, 1, 7
2019/9/6, 135, 66, 119, 24, 1, 6
2019/9/7, 125, 61, 111, 20, 1, 6
2019/9/8, 106, 88, 119, 17, 5, 15
2019/9/9, 160, 16, 30, 10, , 4
2019/9/10, 40, 32, 21, 18, 5, 8
2019/9/11, 67, 33, 33, 12, 1, 5
2019/9/12, 70, 37, 33, 11, 1, 4
2019/9/13, 80, 30, 49, 15, 1, 4
2019/9/14, 53, 55, 70, 20, 1, 5
2019/9/15, 101, 47, 55, 16, 2, 5
2019/9/16, 69, 56, 75, 14, 2, 6
2019/9/17, 129, 26, 39, 10, 1, 2
2019/9/18, 30, 60, 46, 22, 2, 6
2019/9/19, 85, 64, 65, 21, 1, 7
2019/9/20, 111, 74, 104, 24, 4, 12
2019/9/21, 143, 64, 101, 16, 3, 12
2019/9/22, 159, 48, 49, 19, 2, 7
2019/9/23, 94, 31, 54, 16, 1, 4
2019/9/24, 51, 48, 81, 21, 1, 7
2019/9/25, 79, 57, 96, 23, 1, 7
2019/9/26, 112, 51, 80, 15, 2, 9
2019/9/27, 131, 63, 99, 17, 2, 8
2019/9/28, 150, 67, 102, 20, 1, 9
2019/9/29, 182, 79, 71, 21, 2, 10
2019/9/30, 160, 65, , 11, 2, 8
2019/4/1, 52, 53, 37, 19, 4, 7
2019/4/2, 94, 69, 59, 25, 5, 6
2019/4/3, 142, 95, 60, 27, 5, 6
2019/4/4, 149, 248, 36, 13, 1, 3
2019/4/5, 108, 135, 37, 19, 3, 6
2019/4/6, 123, 75, 36, 20, 4, 6
2019/4/7, 132, 61, 33, 18, 6, 9
2019/4/8, 104, 31, 28, 10, 1, 5
2019/4/9, 82, 28, 38, 15, 1, 4
2019/4/10, 88, 58, 47, 16, 1, 4
2019/4/11, 138, 67, 49, 20, 2, 5
2019/4/12, 151, 72, 37, 19, 2, 5
2019/4/13, 163, 54, 41, 10, 1, 2
2019/4/14, 70, 74, 49, 20, 3, 4
2019/4/15, 133, 81, 78, 18, 4, 6
2019/4/16, 160, 91, 94, 28, 5, 10
2019/4/17, 183, 141, 42, 10, 1, 5
2019/4/18, 121, 62, 33, 12, 2, 4
2019/4/19, 83, 54, 17, 23, 1, 5
2019/4/20, 122, 109, 44, 22, 3, 9
2019/4/21, 156, 84, 95, 23, 2, 9
2019/4/22, 176, 60, 40, 12, 1, 7
2019/4/23, 168, 27, 24, 14, 1, 7
2019/4/24, 104, 25, 41, 7, 1, 2
2019/4/25, 71, 45, 47, 8, 1, 3
2019/4/26, 109, 44, 35, 12, 1, 4
2019/4/27, 110, 50, 40, 10, 1, 5
2019/4/28, 135, 61, 67, 16, 1, 8
2019/4/29, 180, 80, 40, 13, 1, 4
2019/4/30, 167, 38, 48, 12, 1, 2
2019/5/1, 145, 57, 66, 19, 1, 3
2019/5/2, 214, 73, 89, 20, 4, 6
2019/5/3, 161, 67, 101, 13, 4, 5
2019/5/4, 145, 47, 40, 7, 1, 2
2019/5/5, 78, 36, 47, 13, 1, 3
2019/5/6, 79, 50, 53, 16, 1, 3
2019/5/7, 98, 66, 47, 20, 3, 5
2019/5/8, 132, 61, 64, 22, 1, 5
2019/5/9, 115, 76, 96, 22, 3, 9
2019/5/10, 140, 74, 105, 20, 4, 9
2019/5/11, 162, 181, 44, 14, 3, 11
2019/5/12, 181, 58, 45, 8, 1, 3
2019/5/13, 86, 86, 86, 22, 3, 6
2019/5/14, 141, 137, 107, 24, 6, 10
2019/5/15, 175, 95, 87, 21, 2, 6
2019/5/16, 155, 85, 88, 18, 1, 8
2019/5/17, 162, 42, 40, 13, 1, 6
2019/5/18, 106, 66, 32, 8, 1, 3
2019/5/19, 88, 39, 38, 7, , 3
2019/5/20, 65, 31, 51, 19, 1, 4
2019/5/21, 80, 54, 75, 31, 1, 7
2019/5/22, 106, 59, 135, 23, 2, 5
2019/5/23, 107, 87, 94, 32, 3, 5
2019/5/24, 135, 82, 123, 23, 3, 5
2019/5/25, 149, 59, 41, 13, 3, 8
2019/5/26, 104, 16, 39, 6, 1, 2
2019/5/27, 41, 33, 63, 16, 1, 3
2019/5/28, 61, 47, 114, 19, 2, 4
2019/5/29, 92, 49, 57, 12, 2, 4
2019/5/30, 90, 35, 48, 13, 1, 2
2019/5/31, 68, 65, 83, 20, 2, 5
2019/6/1, 112, 65, 104, 21, 2, 7
2019/6/2, 133, 51, 100, 15, 1, 6
2019/6/3, 104, 61, 74, 13, 5, 12
2019/6/4, 150, 54, 57, 18, 2, 10
2019/6/5, 161, 57, 49, 23, 1, 10
2019/6/6, 137, 61, 87, 9, 1, 8
2019/6/7, 151, 51, 68, 12, 1, 6
2019/6/8, 102, 18, 41, 8, , 4
2019/6/9, 31, 54, 76, 15, 1, 6
2019/6/10, 96, 56, 122, 15, 3, 9
2019/6/11, 132, 59, 119, 15, 4, 11
2019/6/12, 118, 42, 103, 12, 1, 7
2019/6/13, 84, 65, 72, 20, 2, 8
2019/6/14, 102, 50, 90, 14, 4, 7
2019/6/15, 76, 36, 27, 11, 1, 6
2019/6/16, 86, 53, 84, 18, 1, 8
2019/6/17, 137, 70, 144, 16, 2, 8
2019/6/18, 158, 69, 103, 9, 4, 11
2019/6/19, 161, 69, 130, 15, 2, 7
2019/6/20, 145, 69, 76, 12, 4, 10
2019/6/21, 130, 53, 93, 17, 1, 4
2019/6/22, 75, 73, 131, 17, 8, 8
2019/6/23, 121, 64, 114, 17, 3, 7
2019/6/24, 114, 76, 128, 13, 8, 8
2019/6/25, 134, 70, 133, 11, 4, 8
2019/6/26, 125, 68, 129, 12, 3, 8
2019/6/27, 141, 41, 94, 6, 1, 6
2019/6/28, 75, 33, 56, 7, 1, 6
2019/6/29, 53, 21, 36, 6, 1, 5
2019/6/30, 17, 33, 48, 14, 1, 4
2019/1/1, 116, 54, 11, 27, 7, 11
2019/1/2, 118, 100, 5, 43, 14, 22
2019/1/3, 204, 42, 27, 12, 3, 7
2019/1/4, 63, 28, 23, 15, 7, 6
2019/1/5, 52, 73, 6, 35, 6, 12
2019/1/6, 147, 51, 25, 21, 9, 9
2019/1/7, 95, 27, 28, 11, 2, 4
2019/1/8, 50, 61, 14, 27, 10, 7
2019/1/9, 121, 83, 7, 37, 8, 13
2019/1/10, 166, 91, 10, 39, 8, 14
2019/1/11, 186, 192, 7, 54, 10, 25
2019/1/12, 282, 210, 28, 33, 4, 16
2019/1/13, 201, 123, 19, 44, 5, 19
2019/1/14, 207, 62, 24, 7, 2, 3
2019/1/15, 42, 61, 14, 27, 6, 7
2019/1/16, 118, 61, 13, 30, 6, 9
2019/1/17, 122, 77, 7, 40, 9, 13
2019/1/18, 163, 29, 26, 10, 2, 3
2019/1/19, 52, 24, 29, 8, 1, 3
2019/1/20, 43, 48, 26, 23, 2, 6
2019/1/21, 85, 57, 22, 26, 4, 9
2019/1/22, 93, 45, 24, 24, 2, 7
2019/1/23, 77, 63, 15, 27, 9, 13
2019/1/24, 186, 36, 25, 11, 2, 5
2019/1/25, 53, 34, 9, 16, 2, 5
2019/1/26, 70, 86, 27, 24, 7, 10
2019/1/27, 129, 49, 23, 15, 3, 6
2019/1/28, 85, 102, 9, 37, 11, 15
2019/1/29, 183, 68, 24, 13, 4, 7
2019/1/30, 79, 25, 28, 8, 3, 5
2019/1/31, 48, 73, 26, 26, 5, 9
2019/2/1, 127, 101, 10, 30, 4, 14
2019/2/2, 186, 112, 39, 7, 1, 4
2019/2/3, 97, 80, 29, 14, 3, 8
2019/2/4, 119, 157, 22, 12, 5, 8
2019/2/5, 179, 80, 26, 10, 8, 12
2019/2/6, 141, 32, 36, 5, 1, 4
2019/2/7, 40, 42, 29, 10, 3, 4
2019/2/8, 80, 23, 27, 7, 2, 3
2019/2/9, 38, 33, 20, 11, 3, 4
2019/2/10, 83, 49, 28, 16, 6, 5
2019/2/11, 112, 48, 22, 13, 5, 7
2019/2/12, 86, 32, 29, 13, 2, 5
2019/2/13, 75, 51, 21, 15, 4, 8
2019/2/14, 133, 22, 28, 5, 2, 2
2019/2/15, 42, 20, 29, 5, 2, 3
2019/2/16, 38, 22, 27, 10, 1, 3
2019/2/17, 49, 43, 17, 26, 3, 7
2019/2/18, 96, 84, 29, 23, 2, 11
2019/2/19, 175, 29, 32, 14, 1, 6
2019/2/20, 94, 51, 39, 25, 2, 10
2019/2/21, 176, 76, 27, 30, 3, 14
2019/2/22, 195, 103, 46, 37, 5, 18
2019/2/23, 229, 29, 35, 28, 3, 10
2019/2/24, 153, 57, 30, 24, 5, 9
2019/2/25, 151, 68, 27, 28, 5, 10
2019/2/26, 139, 75, 37, 29, 5, 11
2019/2/27, 172, 80, 41, 27, 4, 9
2019/2/28, 165, 87, 40, 30, 5, 11
2019/3/1, 197, 111, 59, 33, 6, 13
2019/3/2, 250, 102, 42, 31, 6, 13
2019/3/3, 215, 81, 37, 29, 4, 10
2019/3/4, 172, 71, 38, 23, 2, 9
2019/3/5, 147, 17, 36, 6, 1, 2
2019/3/6, 36, 30, 35, 17, 2, 5
2019/3/7, 66, 75, 39, 27, 5, 7
2019/3/8, 150, 85, 28, 32, 5, 8
2019/3/9, 166, 81, 29, 29, 3, 9
2019/3/10, 183, 38, 38, 14, 1, 5
2019/3/11, 64, 26, 34, 5, 1, 3
2019/3/12, 28, 25, 33, 11, 1, 3
2019/3/13, 36, 31, 33, 12, 1, 3
2019/3/14, 34, 48, 33, 6, 1, 2
2019/3/15, 43, 54, 31, 19, 3, 5
2019/3/16, 81, 70, 47, 25, 4, 7
2019/3/17, 130, 98, 53, 36, 6, 9
2019/3/18, 175, 112, 59, 43, 6, 11
2019/3/19, 193, 76, 32, 20, 3, 8
2019/3/20, 153, 31, 35, 4, 1, 3
2019/3/21, 49, 29, 34, 10, 1, 2
2019/3/22, 33, 30, 33, 5, 1, 2
2019/3/23, 46, 67, 33, 20, 3, 4
2019/3/24, 109, 51, 39, 21, 2, 5
2019/3/25, 99, 86, 37, 24, 4, 7
2019/3/26, 118, 90, 33, 27, 4, 10
2019/3/27, 144, 56, 25, 13, 3, 5
2019/3/28, 108, 71, 30, 14, 2, 3
2019/3/29, 70, 26, 32, 4, 1, 3
2019/3/30, 25, 28, 34, 12, , 3
2019/3/31, 41, 34, 35, 15, 1, 3
2018/10/1, 32, 25, 35, 16, 1, 4
2018/10/2, 38, 33, 32, 21, 2, 5
2018/10/3, 51, 59, 59, 24, 5, 10
2018/10/4, 114, 72, 55, 26, 5, 11
2018/10/5, 161, 18, 26, 7, 1, 4
2018/10/6, 29, 30, 27, 17, 2, 3
2018/10/7, 38, 35, 30, 17, 2, 4
2018/10/8, 48, 13, 21, 4, 1, 2
2018/10/9, 19, 18, 20, 11, 2, 3
2018/10/10, 28, 24, 22, 13, 1, 3
2018/10/11, 32, 63, 31, 26, 2, 6
2018/10/12, 107, 76, 33, 34, 4, 10
2018/10/13, 165, 108, 38, 40, 4, 13
2018/10/14, 200, 117, 18, 34, 4, 15
2018/10/15, 204, 59, 29, 15, 2, 9
2018/10/16, 140, 38, 25, 20, 1, 6
2018/10/17, 96, 49, 26, 25, 2, 7
2018/10/18, 100, 51, 27, 28, 2, 6
2018/10/19, 116, 64, 30, 34, 3, 8
2018/10/20, 153, 88, 14, 43, 4, 14
2018/10/21, 186, 83, 27, 28, 3, 12
2018/10/22, 211, 35, 22, 15, 1, 4
2018/10/23, 45, 73, 13, 33, 2, 8
2018/10/24, 125, 91, 7, 39, 6, 14
2018/10/25, 163, 48, 21, 6, 2, 3
2018/10/26, 25, 35, 23, 14, 3, 3
2018/10/27, 42, 37, 28, 4, 2, 2
2018/10/28, 17, 18, 23, 10, 2, 3
2018/10/29, 21, 29, 25, 18, 2, 4
2018/10/30, 44, 50, 17, 24, 3, 7
2018/10/31, 83, 55, 22, 30, 3, 9
2018/11/1, 116, 92, 7, 51, 4, 14
2018/11/2, 188, 98, 34, 44, 4, 15
2018/11/3, 205, 58, 7, 27, 1, 8
2018/11/4, 130, 31, 10, 19, 1, 4
2018/11/5, 67, 30, 14, 18, 1, 4
2018/11/6, 52, 46, 5, 25, 1, 6
2018/11/7, 82, 80, 4, 37, 3, 11
2018/11/8, 156, 54, 20, 23, 1, 7
2018/11/9, 91, 35, 13, 18, 1, 4
2018/11/10, 48, 64, 21, 26, 3, 7
2018/11/11, 119, 84, 15, 35, 4, 11
2018/11/12, 176, 104, 13, 40, 3, 17
2018/11/13, 236, , 12, 37, 1, 21
2018/11/14, 272, 18, 19, 15, 1, 8
2018/11/15, 100, 24, 22, 11, 1, 4
2018/11/16, 35, 60, 8, 28, 3, 7
2018/11/17, 110, 62, 24, 20, 2, 6
2018/11/18, 94, 74, 4, 34, 6, 10
2018/11/19, 122, 66, 19, 26, 3, 8
2018/11/20, 111, 45, 20, 19, 2, 5
2018/11/21, 75, 56, 13, 27, 3, 7
2018/11/22, 90, 75, 2, 31, 8, 13
2018/11/23, 151, 76, 18, 28, 5, 10
2018/11/24, 157, 83, 8, 36, 4, 13
2018/11/25, 170, 134, 4, 56, 6, 24
2018/11/26, 295, 210, 24, 15, 1, 6
2018/11/27, 118, 122, 4, 32, 10, 13
2018/11/28, 146, 99, 7, 29, 8, 13
2018/11/29, 139, 122, 8, 39, 7, 17
2018/11/30, 201, 131, 16, 40, 6, 18
2018/12/1, 198, 140, 5, 41, 6, 25
2018/12/2, 233, 181, 21, 11, 1, 6
2018/12/3, 129, 56, 22, 11, 1, 3
2018/12/4, 53, 83, 3, 27, 7, 9
2018/12/5, 122, 32, 20, 6, 1, 4
2018/12/6, 35, 34, 21, 4, 1, 3
2018/12/7, 28, 35, 22, 9, 1, 3
2018/12/8, 33, 57, 9, 26, 5, 7
2018/12/9, 106, 70, 7, 30, 6, 10
2018/12/10, 144, 50, 19, 15, 5, 5
2018/12/11, 73, 44, 12, 25, 4, 7
2018/12/12, 86, 35, 21, 15, 3, 4
2018/12/13, 46, 57, 8, 30, 5, 9
2018/12/14, 113, 91, 2, 41, 9, 16
2018/12/15, 172, 85, 24, 31, 6, 14
2018/12/16, 122, 40, 23, 19, 3, 6
2018/12/17, 100, 53, 21, 27, 4, 8
2018/12/18, 91, 55, 10, 30, 4, 8
2018/12/19, 86, 73, 2, 37, 6, 12
2018/12/20, 126, 89, 17, 34, 6, 13
2018/12/21, 145, 68, 22, 23, 3, 8
2018/12/22, 100, 49, 22, 9, 1, 4
2018/12/23, 41, 77, 5, 31, 5, 10
2018/12/24, 124, 66, 20, 19, 4, 8
2018/12/25, 85, 25, 20, 12, 1, 6
2018/12/26, 33, 49, 21, 4, 1, 4
2018/12/27, 34, 41, 20, 8, 2, 4
2018/12/28, 35, 27, 20, 12, 2, 3
2018/12/29, 38, 27, 16, 17, 2, 4
2018/12/30, 48, , , , , 
2018/7/1, 115, 45, 88, 11, 1, 8
2018/7/2, 202, 49, 89, 16, 1, 9
2018/7/3, 205, 61, 121, 19, 1, 9
2018/7/4, 92, 82, 120, 18, 2, 11
2018/7/5, 97, 48, 118, 13, 2, 9
2018/7/6, 87, 49, 29, 11, 1, 8
2018/7/7, 90, 52, 86, 13, 1, 8
2018/7/8, 83, 62, 39, 14, 1, 9
2018/7/9, 103, 37, 42, 10, 1, 6
2018/7/10, 78, 37, 29, 18, 1, 5
2018/7/11, 65, 39, 33, 18, 1, 9
2018/7/12, 84, 41, 41, 24, 1, 10
2018/7/13, 94, 48, 86, 12, 1, 8
2018/7/14, 100, 51, 88, 15, 1, 10
2018/7/15, 119, 35, 33, 15, 1, 8
2018/7/16, 58, 14, 28, 15, 1, 7
2018/7/17, 46, 226, 55, 15, 1, 13
2018/7/18, 143, 52, 69, 20, 1, 9
2018/7/19, 116, 54, 87, 14, 1, 10
2018/7/20, 136, 61, 109, 13, 1, 8
2018/7/21, 124, 51, 56, 17, 1, 10
2018/7/22, 92, 54, 84, 15, 1, 9
2018/7/23, 109, 29, 33, 12, 1, 6
2018/7/24, 46, 16, 49, 10, 2, 4
2018/7/25, 28, 26, 80, 15, 1, 5
2018/7/26, 38, 50, 80, 13, 2, 12
2018/7/27, 97, 57, 100, 13, 1, 11
2018/7/28, 119, 72, 103, 15, 1, 14
2018/7/29, 154, 66, 109, 16, 1, 11
2018/7/30, 142, 71, 130, 18, 10, 14
2018/7/31, 135, 66, 128, 18, 1, 11
2018/8/1, 134, 78, 120, 9, 8, 17
2018/8/2, 160, 65, 103, 13, 1, 10
2018/8/3, 126, 77, 128, 13, 12, 13
2018/8/4, 144, 46, 64, 6, 1, 7
2018/8/5, 84, 46, 27, 11, 8, 14
2018/8/6, 91, 55, 78, 9, 2, 11
2018/8/7, 123, 18, 38, 11, 8, 10
2018/8/8, 61, 35, 89, 16, 1, 11
2018/8/9, 72, 49, 118, 16, 10, 11
2018/8/10, 88, 51, 79, 9, 1, 11
2018/8/11, 108, 49, 62, 9, 8, 13
2018/8/12, 132, 49, 72, 9, 1, 9
2018/8/13, 105, 22, 32, 9, 9, 9
2018/8/14, 81, 29, 44, 13, 1, 6
2018/8/15, 45, 29, 71, 12, 9, 5
2018/8/16, 43, 61, 124, 21, 2, 6
2018/8/17, 95, 30, 51, 12, 8, 7
2018/8/18, 47, 35, 29, 17, 1, 7
2018/8/19, 57, 39, 74, 11, 8, 9
2018/8/20, 72, 30, 49, 14, 1, 4
2018/8/21, 41, 53, 35, 26, 11, 8
2018/8/22, 62, 39, 61, 19, 1, 6
2018/8/23, 57, 31, 46, 16, 8, 7
2018/8/24, 39, 54, 96, 19, 2, 7
2018/8/25, 75, 69, 94, 13, 8, 10
2018/8/26, 130, 68, 99, 14, 4, 10
2018/8/27, 133, 60, 81, 17, 8, 11
2018/8/28, 126, 23, 48, 11, 1, 4
2018/8/29, 25, 44, 42, 15, 8, 9
2018/8/30, 55, 30, 78, 14, 1, 5
2018/8/31, 48, 46, 70, 13, 8, 11
2018/9/1, 113, 45, 63, 8, 1, 8
2018/9/2, 103, 19, 33, 10, 7, 8
2018/9/3, 82, 17, 38, 12, 1, 3
2018/9/4, 29, 31, 52, 14, 2, 3
2018/9/5, 44, 34, 31, 9, 2, 3
2018/9/6, 35, 15, 30, 7, 2, 2
2018/9/7, 21, 21, 38, 11, 2, 2
2018/9/8, 29, 53, 62, 19, 3, 5
2018/9/9, 72, 63, 69, 24, 5, 10
2018/9/10, 115, 61, 68, 16, 5, 7
2018/9/11, 105, 61, 87, 16, 4, 8
2018/9/12, 110, 74, 82, 27, 3, 9
2018/9/13, 157, 85, 80, 30, 3, 10
2018/9/14, 169, 22, 30, 9, 1, 3
2018/9/15, 42, 22, 36, 11, 1, 2
2018/9/16, 25, 37, 30, 18, 1, 3
2018/9/17, 46, 48, 26, 20, 1, 5
2018/9/18, 63, 55, 14, 27, 2, 7
2018/9/19, 81, 62, 54, 22, 2, 7
2018/9/20, 115, 43, 24, 12, 1, 4
2018/9/21, 48, 23, 26, 6, 1, 3
