id,tags
50,edison
50,failure
50,inspirational
50,paraphrased
51,belief
51,integrity
51,misattributed-to-malcolm-x
51,misattributed-to-rosa-parks
52,aliteracy
52,attributed-no-source
52,literacy
53,activism
53,apathy
53,hate
53,indifference
53,inspirational
53,love
53,opposite
53,philosophy
54,friendship
54,lack-of-friendship
54,lack-of-love
54,love
54,marriage
54,unhappy-marriage
55,life
55,navigation
56,1929
56,imagination
56,inspirational
56,viereck-interview
57,animals
57,books
57,dogs
57,friends
57,humor
58,mischief
59,love
59,poetry
60,fantasy
61,humor
61,obvious
61,simile
62,love
63,humor
63,procrastination
64,do-wrong
64,love
64,trust
64,wrong
65,inspirational
66,forgiveness
66,goodness
66,happiness
66,honesty
66,kindness
66,misattributed-to-mother-teresa
66,world
67,paraphrased
67,strength
68,attributed-no-source
69,happiness
70,love
71,attributed-no-source
71,friends
71,heartbreak
71,inspirational
71,life
71,love
71,sisters
72,inspirational
72,source-unknown
73,courage
73,deeply-loved
73,love
73,strength
73,widely-misattributed
74,read
74,readers
74,reading
74,reading-books
75,deadlines
75,humor
75,humour
75,work
75,writing
77,courage
77,friends
78,humor
78,religion
79,attributed-no-source
79,simplicity
79,understand
80,essential
80,happiness
80,love
81,lies
81,lying
81,trust
82,cats
82,humor
82,women
83,1970
83,inspirational
83,stories
83,writing
84,books
84,library
85,art
85,imagination
85,inspirational
85,life
86,attributed-no-source
86,life
87,katniss
87,love
87,peeta
87,suzanne-collins
87,the-hunger-games
88,misattributed-to-c-s-lewis
88,reading
90,love
91,chocolate
91,food
91,humor
92,humor
93,books
93,power-of-words
93,reading
94,books
94,reading
95,comedy
95,life
95,yourself
96,books
96,inspirational
96,reading
96,tea
97,books
97,thought
98,death
98,fear
98,humor
98,life
100,city-of-bones
100,jace
101,exercise
101,humor
101,laziness
101,misattributed-to-hutchins
102,attributed-no-source
102,children
102,fairy-tales
103,dumbledore
104,death
104,inspirational
105,love
106,attributed-no-source
106,imagination
107,doomed
107,inevitable
107,love
107,oblivion
107,pleasure
107,simple
108,books
108,reading
109,learning
109,reading
109,seuss
110,satisfaction
110,self-determination
111,music
112,attributed-no-source
112,happiness
113,friendship
113,misattributed-a-a-milne
114,beauty
114,life
115,inspirational
115,life
115,yourself
116,friendship
117,inspirational
118,humor
118,nerdfighters
119,misattributed-to-mother-teresa
119,paraphrased
120,love
121,anything-can-be
121,hope
121,impossible
121,inspirational
121,musn-t
121,possibilities
121,shouldn-t
121,won-t
122,love
122,simile
123,body-soul
123,misattributed-to-c-s-lewis
124,inspirational
125,misattributed-to-einstein
126,books
126,humor
126,reading
126,television
127,women
128,attributed-no-source
128,girls
128,love
129,love
130,books
130,friends
130,novelist-quotes
131,imperfect
131,love
132,love
132,weirdness
133,infinity
133,john-green
133,life
133,tfios
133,the-fault-in-our-stars
134,life
134,simile
135,humor
135,scifi
136,dumbledore
137,bravery
137,courage
137,failure
137,inspirational
137,success
138,attributed
138,fear
138,inspiration
139,charlie
139,favourite-books
139,inspirational
139,sad
139,soul-searching
139,wallflower
140,death
140,love
141,drug
141,romance
141,simile
142,attributed-no-source
142,love
143,friendship
143,love
144,attributed-no-source
145,happiness
145,misattributed-john-lennon
145,procrastination
145,time
146,humor
147,judge
147,life
147,live
147,perfection
148,humor
148,open-mind
148,thinking
149,friendship
149,piglet
149,pooh
149,reassurance
150,friendship
150,love
151,mortal-instruments
151,romance
151,teen-fantasy
152,books
152,reading
153,calvin-and-hobbes
153,humor
153,life
154,attributed-no-source
155,life
155,misattributed-to-emerson
155,success
155,widely-misattributed
156,authors
156,books
156,literature
156,reading
156,writing
157,change
157,life
158,compassion
158,life
158,suffering
159,humor
159,misattributed-mark-twain
159,philosophy
159,theology
160,humor
160,insanity
160,lies
160,lying
160,self-indulgence
160,truth
161,humor
161,mankind
161,people
162,the-hunger-games
163,bilbo
163,journey
163,lost
163,quest
163,travel
163,wander
164,beatles
164,connection
164,dreamers
164,dreaming
164,dreams
164,hope
164,inspirational
164,peace
165,desire
165,emotion
165,friendship
165,honesty
165,imagination
165,individuality
165,life
165,love
165,passion
165,reality
165,relationships
165,romance
165,truth
165,wisdom
165,wise-words
166,love
167,humor
168,humor
168,sinister
169,live-death-love
171,good
171,writing
172,dying
172,facts
172,fame
172,knowing
172,love
172,poverty
172,reality
172,school
172,teach
172,wealth
173,dumbledore
173,life
173,love
173,snape
175,books
175,writing
176,humans
176,pain
176,scars
177,books
178,life
178,regrets
179,attributed-no-source
179,education
180,chocolate
180,friendship
181,books
181,classic
181,reading
182,books
182,reading
184,adventure
184,love
185,attributed-no-source
185,courage
186,attributed-no-source
186,mistakes
187,infinity
188,inspirational
189,inspirational-quotes
189,strength-and-courage
190,love
190,marriage
191,akeelah
191,fear
191,inspirational
192,death
192,life
193,humor
193,love
193,romantic
193,women
194,infinity
195,books
195,children
195,difficult
195,grown-ups
195,write
195,writers
195,writing
196,life
197,books
197,library
197,reading
198,better-life-empathy
199,adventuring
199,death
199,time
200,humor
200,misattributed-to-bill-gates
200,nerd
200,nerds
200,work
201,integrity
202,age
202,fairytales
202,growing-up
203,life
203,love
204,alice
204,humor
204,inspirational
204,philosophy-of-life
204,psychological
204,yesterday
205,truth
206,christianity
206,faith
206,religion
206,sun
207,death
207,life
208,misattributed-mark-twain
208,truth
209,action
209,attitude
209,choice
209,imagination
209,inspiration
209,life
209,pretend
210,love
210,paraphrase-of-congreve
211,truth
212,truth
213,greatness
214,books
214,mind
215,books
215,morality
215,reading
216,misattributed-to-mother-teresa
217,happiness
217,pain
217,peace
217,scar
217,sweetness
218,1993
218,advice
218,complaining
218,inspirational
219,philosophy
220,inspirational
221,humor
221,rebellion
221,sarcasm
222,dear-john
222,nicholas-sparks
223,invincible
223,teenagers
223,teens
224,books
224,magic
224,reading
225,memories
226,introspection
226,self-discovery
226,wisdom
227,augustus-waters
227,hazel
227,heartbreak
227,privilege
228,love
228,poetry
230,books
230,health
230,humor
230,misattributed-mark-twain
230,misprints
231,inspirational
231,love
232,books
232,life
232,limits
233,humor
233,jace-wayland
233,simon-lewis
234,happiness
235,friends
236,inspirational
237,attributed-no-source
238,humor
238,misattributed-to-marilyn-monroe
238,philosophy
239,inspirational
239,the-notebook
240,life
240,love
241,empathy
241,friends
241,friendship
241,inspirational
242,dreaming
242,dreams
242,imagination
243,attributed-no-source
243,conflict
243,fighting
243,peace
243,revenge
243,trial
243,violence
244,johngreen
244,lookingforalaska
245,hermione
246,faith
246,faithfulness
246,love
246,promises
247,clary
247,clothes
247,jace
247,wounds
248,insanity
248,sanity
249,friendship
250,pain
251,creativity
251,humor
251,misattributed-to-einstein
251,paraphrased
252,friendship
254,peeta
255,anger
255,freedom
255,misattributed-gloria-steinem
255,truth
256,humor
256,insanity
257,life
257,respect
258,books
258,friends
258,reading
258,teachers
259,education
259,fashion
260,books
260,literature
260,philosphy
260,poetry
260,reading
261,knowledge
261,wisdom
262,women
263,attributed-no-source
264,fate
264,humor
264,simile
265,books
265,reading
266,inspirational
266,misattributed-eleanor-roosevelt
266,women
267,clary-fray
267,demons
267,growing-up
267,humor
267,jace-wayland
267,luke
267,teenager
268,greatness
269,attributed-no-source
269,happiness
270,literature
270,music
270,poetry
272,alone
272,attributed-no-source
274,character
274,commerce
274,conscience
274,happiness
274,humanity
274,knowledge
274,misattributed-to-gandhi
274,money
274,morality
274,pleasure
274,politics
274,principle
274,sacrifice
274,science
274,sin
274,sins
274,wealth
274,work
274,worship
275,reading
276,reading
276,writing
277,activism
277,life
277,optimism
277,philosophy
277,world
278,books
278,children-s-books
278,reading
279,life
279,paraphrase-of-lewis-carroll
280,love
281,human
281,life
281,value
281,worth
282,dauntless
282,divergent
282,fearless
282,four
282,tris
283,truth
284,breaking-up
284,lost-love
285,misattributed-cassandra-clare
285,misattributed-jace
286,love
286,relationships
286,romance
287,humor
287,proverb
288,humour
288,misanthropy
288,paraphrased
289,choice
289,poetry
290,life
290,science
290,wisdom
291,attributed-no-source
291,inspirational
292,happiness
293,god
293,humor
293,life
295,believe
295,glittering-eyes
295,hidden
295,magic
295,secrets
295,unlikely-places
295,watch
295,world
296,attributed-no-source
296,happiness
296,meaning-of-life
297,identity
298,paper-towns
299,bible
299,love
300,despair
300,evil
300,goodness
300,inspirational
300,love
300,sadness
300,truth
300,victory
301,humor
301,life
301,misattributed-john-wayne
302,misattributed-a-a-milne
302,movie
303,family
303,friends
303,parties
303,social
304,vlog
305,failure
305,inspirational
305,misattributed-bill-cosby
305,success
306,love
307,god
307,world
308,falling-apart
308,giving-in
309,inspirational
310,attributed-no-source
310,humor
310,misattributed-douglas-adams
310,wit
311,truth
312,love
312,poetry
313,nico
314,disappointment
314,loneliness
314,loner
314,solitude
315,forgiveness
315,strength
315,weakness
316,change
316,tolstoy
317,friends
317,judgement
318,wit
319,freethinker
319,inspirational
319,mad
320,life
321,happiness
321,inspirational
322,hope
322,inspiration
322,love
322,santiago
323,love
324,inspirational
324,peace
324,smile
324,smiling
325,love
325,mr-darcy
326,love
327,clary-fray
327,jace
327,magnus-bane
328,love
329,inspirational
330,culture
330,reading
331,inspiration
332,character
332,empowerment
332,flaws
332,freedom
332,gender
332,identity
332,image
332,independence
332,integrity
332,realism
332,self-awareness
332,self-determination
332,women
333,coldness
333,depression
333,happiness
333,life
333,sad
333,sadness
333,sorrow
334,death
334,life
335,friendship
335,love
336,happiness
336,timelessness
336,wisdom
337,freedom
337,women
337,writing
338,humor
338,shampoo
339,achievement
339,dreams
339,failure
339,fear
340,book
340,inspirational
342,misattributed-a-a-milne
343,harry-potter
343,humor
343,james-potter
343,remus-lupin
343,sirius-black
343,snape
343,wormtail
344,beauty
344,charity
344,inspirational
344,kindness
344,misattributed-audrey-hepburn
345,love
345,poetry
346,life
346,peace
347,inspirational-quotes
348,the-hunger-games
349,dreaming
349,dreams
349,perception
350,christianity
350,god
350,religion
351,books
351,inspirational
351,life
351,reading
352,dumbledore
352,strength
352,unity
353,clary-fray
353,ebay
353,jace-wayland
353,myth
354,inspirational
355,the-perks-of-being-a-wallflower
356,boys
356,hate
356,love
357,activism
357,change
357,inspirational
357,life
357,philosophy
357,world
358,change
358,grief
358,loss
358,revelation
359,confidence
360,attributed-no-source
361,humanity
361,kindness
361,relationships
362,love
363,biscuit
363,humor
363,rebellion
365,cassandra-clare
365,city-of-glass
365,clary
365,jace
365,love
365,mortal-instruments
366,friends
366,humor
366,jail
367,bella-swan
367,dreams
367,edward
367,hope
367,night
367,stars
368,dreams
368,hope
368,inspiration
368,knowledge
368,wisdom
369,identity
369,opinions
370,genius
370,humor
370,insanity
371,ambiguity
371,life
371,stories
371,uncertainty
371,unpredictability
372,humour
372,telekinetics
373,humor
373,science
374,conflict
374,fighting
374,inspirational
374,trial
375,fiction
375,romance
376,encouragement
376,gandalf
377,humor
378,bookroom
378,books
378,libraries
378,wisdom
379,humor
379,inspirational
380,inspirational
381,humor
382,humor-wicked-reading
383,boggs
383,finnick
383,funny
383,humour
383,hunger-games
383,katniss
383,mockingjay
383,odair
383,suzanne-collins
383,witty
384,life
384,love
385,death
385,humor
385,sarcasm
386,misattributed-to-einstein
387,happiness
387,inspirational
387,love
387,optimism
387,strength
388,sphinx-without-a-secret
389,friendship
389,inspirational
390,comedy
390,everyday-life
390,funny
390,humor
390,observational-comedy
391,love
391,ordinary
391,people
392,reality
393,humour
394,heartbreak
394,life
394,living
394,love
394,strength
395,love
395,pride
395,women
397,friends-betrayal
399,inspirational
399,women
400,fact
400,ignorance
400,truth
401,men
401,women
402,compassion
402,kindness
403,love
404,love
405,philosophy
405,poetry
406,humor
406,jace-wayland
406,sarcasm
407,love
407,nicholas-sparks
407,romance
407,the-notebook
408,love
409,life-lessons
411,seasons
411,strength
411,trial
411,triumph
412,automobile
412,car
412,funny
412,humor
412,religious
413,beatles
413,fear
413,life
413,love
415,love
415,romance
415,work
416,humor-heaven
417,hope
417,imagination
417,inspirational
418,misattributed-to-a-a-milne
419,humor
419,writing
420,sleep
421,activism
421,humor
421,life
421,pleasure
422,fred-weasley
422,george-weasley
422,ron-weasley
423,food
423,happiness
424,loss
425,katniss
425,rue
425,song
426,life
427,existence
427,life
428,life
429,mortal-instruments
429,romance
429,teen-fantasy
430,humor
430,politics
431,hope
431,human-nature
432,inspirational
432,life
432,philosophy
432,wisdom
433,religion
433,science
434,humorous
435,life
436,faith
436,life
436,pixie-dust
436,trust
437,activism
438,education
438,feminism
438,men
438,women
439,women
440,unrequited-love
441,bella
441,edward
441,love
442,anais-nin
442,qoutes-on-writing
442,writing
443,belief
444,logic
444,love
445,oprah-s-thank-you-game
445,people
446,books
446,reading
447,breakup
447,infidelity
447,love
447,pain
447,relationships
448,humor
449,heartache
449,love
451,bath
451,clary-fray
451,humor
451,jace-wayland
451,simon-lewis
452,books
452,reading
453,insanity
453,madness
453,qotd
453,reality
454,authenticity
454,life
454,philosophy
454,self
455,humor-reading
456,friendship
456,inspirational
456,pooh
456,winnie
457,books-vacation
458,chemistry
458,relationships
459,friends
459,humor
459,people
460,love
460,romance
461,love
461,poetry
461,song
462,self-determination
462,self-responsibility
462,timidity
463,anger
463,funny
463,sleep
464,power-of-words
465,love
466,eating-reading
467,dragons
467,wisdom
469,reality
470,imagination
470,life
470,money
471,ache
471,death
471,dumbledore
471,harry-potter
471,hurt
471,life
471,pain
472,beatles
472,dragons
472,dreamers
472,dreaming
472,dreams
472,fairies
472,faith
472,mythology
472,nightmares
472,reality
472,truth
474,dave-matthews
474,friends
474,love
474,relationships
475,fear-unknown
476,attraction
476,beauty
476,popularity
477,living
477,world
478,sin
479,opportunity
479,optimism
479,pessimism
480,beginnings
480,fresh-start
480,inspirational
480,mistake
480,mistakes
480,new-day
480,start-over
480,tomorrow
481,misattributed-to-marilyn-monroe
483,dance
483,music
484,humor
484,work
485,human-nature
485,man
485,mankind
485,philosophy
486,dance
486,dancing
486,reading
487,peeta
488,humor
488,school
489,books
489,reading
490,john-green
490,tfios
490,the-fault-in-our-stars
491,books
492,funny
492,humanity
492,humor
493,love
493,requirements
494,consul
494,humor
494,magnus-bane
494,sarcasm
495,books
496,day
496,dreaming
496,dreams
496,night
497,bene-gesserit
497,fear
497,litany-against-fear
497,motivational
497,scifi
498,science
499,clary
499,jace
499,sarcasm
501,inspirational
501,life
501,meaning
502,saint-sinner
503,atheism
503,religion
504,hate
504,love
505,affection
505,communication
505,heartwarming
505,human-connections
505,human-nature
505,humanism
505,humanity
505,inspirational
505,inspirational-life
505,inspirational-love
505,inspirational-quotes
505,relationships
506,inspirational-life
508,fate
508,inspiration
508,love
509,books
510,einstein
510,human
510,humor
510,philosophy
510,stupidity
511,art
511,love
512,inspirational
512,life
513,inspirational
514,inspirational-faith
515,humour
516,love
517,feathers
517,hope
517,inspirational
517,souls
518,age
519,life
519,words
520,art
520,life
521,humor
521,jace-wayland
521,simon-lewis
522,inspirational
523,brown
523,city-of-glass
523,clare
523,isabelle
523,jace
524,books
524,children
525,city-of-bones
525,jace-wayland
526,hope
526,optimism
527,dharma
527,simplicity
527,writing
528,inspirational-love
529,hope
529,inspirational
529,wisdom
530,funny
530,humor
531,allegory
531,books
531,broad-mindedness
531,classic
531,education
531,imagery
531,travel
531,world
532,literacy
533,expectations
534,poetry
535,thinking
536,honesty
537,love
538,love
539,inspirational
539,life
540,clary-fray
540,ego
540,jace-wayland
541,inspirational
542,friendship
542,love
542,peace
542,silence
542,soul
542,zen
543,god
543,humor
543,religion
544,wisdom
545,faith
546,attributed-no-source
546,convictions
546,criticism
547,lies
547,love
547,respect
547,self-deception
547,truth
548,wisdom
549,writer-s-life
550,love
551,1-corinthians-13
551,love
552,inertia
552,inspirational
552,leaving
552,nerdfighter
553,happiness
553,hope
553,joy
553,love
553,wishing
554,humor
555,friendship
556,inspiration
556,life
557,inspirational
558,anne
558,beauty
558,frank
558,happy
559,growth
560,crazy
560,men
560,stupid
560,truth
560,women
561,books
561,humor
562,inspirational
562,talent
563,heartbreak
563,love
564,books
564,humor
566,character
566,life
566,wisdom
567,alive
567,congratulations
567,hope
567,humanity
567,inspiration
567,inspirational
567,inspire
567,life
567,poetry
567,smile
567,wisdom
568,atticus-finch
568,courage
569,city-of-glass
569,jace
569,simon
570,happiness
570,life
573,humor
573,success
574,books
575,disappointment
575,love
575,romance
576,classic-insult
576,funeral
576,funny
576,humor
578,humor
578,temptation
579,loneliness
580,beauty
580,girls
581,inspiration
582,inspirational
582,religion
583,philosophy
583,science
584,books-reading
586,inspirational
587,food
587,love
587,music
588,chapter-24
588,life
588,will-herondale
589,inspirational
589,running
590,funny
591,death
592,americans
592,geography
592,war
593,life
594,friendship
594,soul
595,dirty
595,funny
595,logo
595,sex
596,attributed-no-source
597,courage
597,dignity
597,empowerment
597,freedom
597,independence
597,individuality
597,judgment
597,self-determination
597,speaking-out
597,thought
598,dreams
598,letters
598,love
598,love-at-first-sight
598,power-of-words
598,writing
599,mortal-instruments
600,humor
600,philosophy
601,life
602,dear-john
602,love
602,nicholas-sparks
602,romance
602,the-notebook
603,trouble
604,be-yourself
604,inspirational
604,misquote
604,self-determination
605,life
606,home
606,love
606,relationships
606,touching
607,future
607,life
607,past
607,reflection
607,understanding
608,clary-fray
608,jace-wayland
608,love
609,anger
609,molly-weasley-anger
610,belief
610,death
610,ideals
610,martyr
610,truth
611,astronomer
611,science
611,writer
612,fantasy
612,inspirational
612,writing
613,broccoli
613,chocolate
613,joy
613,pleasures
613,suffering
614,writing
615,animals
615,dogs
615,happiness
615,humor
615,puppies
616,inspirational
616,life
617,faith
617,friends
617,friendship
617,love
618,truth
619,experience-mistakes-wisdom
620,destiny
621,books
621,humor
621,television
622,love
623,hmmm
624,misattributed-to-mother-teresa
625,breath
625,existence
626,imagination
626,inspiration
626,writing
628,humor
628,life
628,sex
629,salinger
629,stories
630,books
631,sympathy
632,family
632,first-sentence
633,best-friends
633,heartbreak
633,love
634,inspirational
635,hunger-games
635,katniss
635,peeta
637,confidence
639,poem
640,advice-for-daily-living
640,books
640,reader
640,reading
640,speaking
640,thinking
640,wisdom
641,attributed-no-source
641,girl
641,makeup
641,world
642,loneliness
643,just-litsen
643,sarah-dessen
643,time
644,awesomeness
644,funny
645,night
645,poetry
646,beatles
646,men
646,women
647,dictionary
647,fun
647,humor
647,isabelle-lightwood
647,jace-wayland
648,fantasy
648,humor
649,books
650,happiness
650,sadness
651,crazy
652,knowledge
652,learning
652,understanding
652,wisdom
653,funny
655,husband
655,marriage
655,opening-lines
655,wife
657,seuss
658,books
658,reading
659,courage
659,empowerment
659,self-determination
659,women
660,importance
660,kiss
660,kissing
661,humor
661,inspirational
661,life
662,humor
662,knowledge
663,amsterdam
663,freedom
663,sin
664,power
664,sex
665,books
665,censorship
665,illiteracy
665,reading
666,hope
666,inspirational
666,love
667,philosophy
669,heartbreak
671,moi
673,irony
673,life
673,loneliness
674,inspirational
675,truth
676,adulthood
676,success
676,value
677,reading
677,writing
678,love
679,faith
679,fool
679,humor
679,self-confidence
679,self-irony
680,truth
681,humor
681,misattributed-to-groucho-marx
681,time
682,jem-carstairs
682,will-herondale
683,humor-satan
685,life
685,pain
686,humor
687,beauty
687,class
687,fashion
687,girls
687,women
689,love
691,1955
691,curiosity
691,mystery
691,physics
691,science
692,experience
692,inspirational
692,pain
692,wisdom
692,wounds
693,laughter
695,love
695,nicholas
695,nicholas-sparks
695,sparks
695,the-notebook
697,love
697,romance
698,expectation
699,atheism
699,humor
699,life
699,religion
700,adversity
700,inspirational
700,life-lessons
700,problems
700,trials
701,reading
701,writing
702,fire
702,flame
702,isolation
702,laughter
702,loss
702,sacrifice
703,compassion
703,einstein
703,nature
703,philosophy
704,nerdfighters
706,love
706,relationships
707,heart
707,importance
707,inspiration
707,secret
707,the-little-prince
708,love
708,madness
709,loss
709,love
710,books
711,life-memories
712,humor
712,inspirational
712,philosophy
712,wisdom
713,compassion
713,justice
713,mercy
714,anti-christian
714,christianity
714,christians
714,jesus-christ
715,elizabeth-bennet
715,jane-austen
717,jim
717,life
717,morrison
717,pain
717,reality
718,writing
719,books
719,christopher-paolini
719,eragon
719,good-reads
720,inspiration
720,truth
720,wisdom
721,books
721,reading
722,identity
722,originality
723,simon
725,character
725,consistency
725,courage
725,determination
725,essence
725,ethos
725,fortitude
725,goodness
725,inspiration
725,life-lessons
725,persistence
725,resolve
725,self-reliance
725,strength
725,virtue
725,virtues
727,distance
727,life
727,loneliness
727,qotd
727,sense-of-wonder
727,universe
728,bravery
728,courage
728,fear
729,beatles
729,inspirational
729,live
729,love
729,music
730,the-kite-runner
731,fair
731,life
732,looking-for-alaska
733,inspirational
733,love
734,inspirational
735,writing
736,misattributed-to-einstein
737,brokenness
737,healing
737,scars
737,suffering
738,memories
739,death
739,humor
739,life
740,books
740,morality
740,reading
740,writing
742,art
742,attributed-no-source
743,life
743,love
743,relationships
744,god-religion-house
745,romantic
746,humour
746,individuality
746,science-fiction
747,god
747,heart
747,humanity
747,inspirational
747,prayer
747,religion
747,souls
747,weakness
748,depression
748,sadness
748,suicide
749,ideas
749,libraries
749,sarah-j-maas
749,throne-of-glass
750,lies
750,lying
750,self-deception
750,truth
751,john-green
751,the-fault-in-our-stars
752,hell
752,perseverance
753,humanity
753,life
753,mankind
753,mortality
754,happiness
755,books
755,power-of-words
755,reading
756,inspirational
756,love
757,love
759,love
760,cassandra-clare
760,city-of-bones
760,jace
760,mortal-instruments
762,augustus-waters
762,hazel-grace
763,busy
763,call
763,dating
763,dating-advice
763,faith
763,greg-behrendt
763,guys
763,he-s-not-just-into-you
763,love
763,marriage
763,romance
763,true
764,clichés
764,double-standards
764,empowerment
764,feminism
764,gender
764,hypocrisy
764,misogyny
764,opinions
764,speaking-out
764,stereotypes
764,women
765,creation
765,god
765,humor
765,man
767,humor
768,humor
768,taste
769,calvin-and-hobbes-reality
770,patriotism
770,politics
771,advocacy
771,dissent
771,protest
771,truth
771,truth-telling
772,corruption
772,dark-side
772,fighting
772,monsters
772,soul
773,attitude
773,contentment
773,happiness
773,inspirational
773,life
774,alice-s-adventures-in-wonderland
775,dreams
775,future
775,inspirational
775,misattributed-eleanor-roosevelt
776,change
776,education
777,crying
777,laughter
777,options
778,books
779,inspirational
780,beatrice
780,divergent
780,humor
780,love
780,tobias
782,art
782,poetry
784,music
784,romance
784,unrequited-love
785,confidence
786,chocolate
786,monsters
787,amorality
787,correct-way
787,individuality
787,my-way
787,only-way
787,right-way
787,the-way
787,your-way
788,love
789,books
789,empathy
789,pain
789,reading
790,books
790,truth
791,f-scott-fitzgerald
794,intellect
794,philosophy
795,freedom
795,humanity
795,mistakes
796,books
797,death
797,scars
797,tyler-durden
798,wisdom
800,poetry
801,books
801,reading
801,rights
802,love
802,romance
803,drama
803,humor
803,plays
804,belonging
804,company
804,desires
804,literature
804,longings
805,inspirational-quotes
807,music
809,books
809,reading
810,divergent
810,fear
811,clary-fray
811,ego
811,jace-wayland
812,age
813,being-loved
813,completion
813,inspirational
813,love
813,relationships
814,family
814,happiness
814,humor
815,finnick
815,humour
815,hunger-games
816,1997
816,annie-clark-tanner-lecture
816,inspirational
816,love
816,trust
818,freedom
818,ignorance
818,inspirational
818,war
819,fighting
819,hurt
819,inner-peace
819,peace
819,permission
819,strength
819,trial
820,jace-wayland
820,magnus-bane
820,regret
820,stele
821,bob-marley
821,inspirational
821,music
821,reggae
822,mockingjay
823,writing
824,inspirational
824,politics
824,presidential
825,poetry
826,love
827,books
827,reading
827,truth
828,faith
828,god
828,hope
828,love
829,attributed-no-source
830,friendship
831,age
831,books
831,re-reading
831,reading
832,expectation
832,hope
832,life
833,humbert-humbert
833,love
834,by-anne-sullivan
834,emotions
834,feelings
835,books
836,writing
838,ferret-malfoy
838,harry-potter
838,humor
838,ron-weasley
839,humor
839,perspective
839,science
840,city-of-bones
840,clary
840,jace
841,inspirational
841,love
843,ambition
843,equality
844,dumbledore
844,fudge
844,minister
844,style
845,deadlines
845,humor
845,procrastinate
846,fantasy
846,humor
846,imagination
846,literature
846,stories
847,healing
847,vulnerability
850,christianity
850,forgiveness
850,god
852,day
852,inspirational
852,judge
852,plant
852,reap
852,seed
852,seeds
852,sow
853,moving-on
854,dimitri
854,humor
854,paranormal-romance
854,rose
854,urban-fantasy
854,vampire
854,young-adult-novels
855,courage
855,determination
855,hope
855,risk
856,art
856,chaos
857,forever
858,books-reading
860,love
861,albus-potter
861,fame
861,harry-potter
861,humor
861,ron-weasley
862,humor
863,beatitudes
863,disappointment
863,expectations
863,hope
864,humor
864,paranormal-romance
865,bravery
865,recognition
865,strength
866,goodbye
867,john-green
867,looking-for-alaska
868,eyes
868,funny
868,lemons
869,owen-armstrong
870,writing
871,humor
871,true-love
872,inspirational
872,life
872,spiritual
872,uplifting
873,friend
873,friendship
873,good-day
873,how-many
873,how-much
873,life
873,live-well
873,love
874,hush
875,funny
876,esist
876,sleep
876,spinning
877,wisdom
878,humor
878,investigation
878,isabelle-lightwood
878,jace-wayland
878,joke
880,forgetting
880,hope
880,love
880,pain
